stat,observed,mean,std,SEM,MSE,credible,quantile,mahalanobis
accuracy,0.4491447770311546,0.49769132311768516,0.032057146695919525,0.002356767136931638,0.003384427791215412,True,6.415,1.5143751422115792
mean_ub,1.298915619056579,1.1211332836748167,0.3710440422986138,0.03160655877379339,0.16928024009908832,True,72.1875,0.479140789541863
std_ub,1.2189932323390413,0.59691591623089,0.30015603836359317,0.3869801872163208,0.47707383458244756,True,95.115,2.0725130818611075
10q_ub,0.5964964415425129,0.608246061932966,0.1423336743729323,0.00013805357931975196,0.020396928439819516,True,34.9975,0.0825498283678649
30q_ub,0.7879833135234549,0.7552188599079103,0.2035471164642365,0.0010735094207251726,0.04250493804163065,True,60.27,0.1609674171989626
50q_ub,0.9839234238038445,0.9364484640281647,0.28273700253847156,0.002253871805702408,0.08219408441014218,True,60.385,0.16791208561114984
70q_ub,1.304866908578333,1.2194620796045659,0.4141473792514068,0.0072939848120384294,0.17881203655284547,True,61.365,0.20621844602310643
90q_ub,2.172728005944464,1.8631360136917237,0.733771677847424,0.09584720166702071,0.6342680768780449,True,74.0025,0.4219186997799536
mean_lb,-1.1460665406949277,-1.1162190468411493,0.36756274675967193,0.0008908728893513451,0.1359932456948678,True,42.45,0.08120380565469561
std_lb,1.0462113682817968,0.5941496688408815,0.29502781671730127,0.20435978010140848,0.2914011927383869,True,94.65,1.5322680568594844
10q_lb,0.5342609590284155,0.6073899895934389,0.14234809008716656,0.005347855111380127,0.025610833862844323,True,24.4525,0.5137338373858265
30q_lb,0.690108523926392,0.7528828555804492,0.20300346605432593,0.00394061671461357,0.045151023944683476,True,30.115000000000002,0.30922788105134186
50q_lb,0.856033354754345,0.9321186444934457,0.2814579148786056,0.005788971314682897,0.08500752916249507,True,33.8525,0.27032563561737705
70q_lb,1.148608904188859,1.2111156109000742,0.408773885474878,0.003907088383881885,0.17100317783010954,True,45.445,0.15291267111792237
90q_lb,1.9383356583141451,1.8549623219501974,0.7267619818873651,0.006951113216455968,0.5351340915333105,True,59.08,0.11471890170621099
