draw,subj_idx,dwell_quintile,subject_mean
0,2,E>>S,0.6136363636363636
0,2,E>S,0.527027027027027
0,2,S~E,0.41379310344827586
0,2,S>E,0.4492753623188406
0,2,S>>E,0.34782608695652173
0,3,E>>S,0.7948717948717948
0,3,E>S,0.72
0,3,S~E,0.4788732394366197
0,3,S>E,0.640625
0,3,S>>E,0.5740740740740741
0,7,E>>S,0.6410256410256411
0,7,E>S,0.3559322033898305
0,7,S~E,0.3880597014925373
0,7,S>E,0.5671641791044776
0,7,S>>E,0.5510204081632653
0,8,E>>S,0.7619047619047619
0,8,E>S,0.3684210526315789
0,8,S~E,0.6046511627906976
0,8,S>E,0.4666666666666667
0,8,S>>E,0.46099290780141844
0,9,E>>S,0.65
0,9,E>S,0.4461538461538462
0,9,S~E,0.27692307692307694
0,9,S>E,0.45
0,9,S>>E,0.42
0,10,E>>S,0.2833333333333333
0,10,E>S,0.4
0,10,S~E,0.5365853658536586
0,10,S>E,0.475
0,10,S>>E,0.4375
0,11,E>>S,0.7948717948717948
0,11,E>S,0.6025641025641025
0,11,S~E,0.4057971014492754
0,11,S>E,0.391304347826087
0,11,S>>E,0.46875
0,12,E>>S,0.5714285714285714
0,12,E>S,0.660377358490566
0,12,S~E,0.4426229508196721
0,12,S>E,0.41379310344827586
0,12,S>>E,0.5324675324675324
0,13,E>>S,0.3333333333333333
0,13,E>S,0.3561643835616438
0,13,S~E,0.5357142857142857
0,13,S>E,0.4318181818181818
0,13,S>>E,0.4642857142857143
0,15,E>>S,0.45569620253164556
0,15,E>S,0.5818181818181818
0,15,S~E,0.4444444444444444
0,15,S>E,0.5384615384615384
0,15,S>>E,0.53125
0,16,E>>S,0.8181818181818182
0,16,E>S,0.6027397260273972
0,16,S~E,0.46464646464646464
0,16,S>E,0.3333333333333333
0,16,S>>E,0.40540540540540543
0,17,E>>S,0.5789473684210527
0,17,E>S,0.2978723404255319
0,17,S~E,0.3
0,17,S>E,0.3225806451612903
0,17,S>>E,0.6595744680851063
0,18,E>>S,0.5348837209302325
0,18,E>S,0.6666666666666666
0,18,S~E,0.4782608695652174
0,18,S>E,0.5185185185185185
0,18,S>>E,0.4666666666666667
0,19,E>>S,0.4264705882352941
0,19,E>S,0.5172413793103449
0,19,S~E,0.48148148148148145
0,19,S>E,0.42424242424242425
0,19,S>>E,0.35135135135135137
0,20,E>>S,0.4772727272727273
0,20,E>S,0.31343283582089554
0,20,S~E,0.40476190476190477
0,20,S>E,0.43333333333333335
0,20,S>>E,0.5233644859813084
0,21,E>>S,0.51
0,21,E>S,0.5
0,21,S~E,0.43137254901960786
0,21,S>E,0.5
0,21,S>>E,0.45614035087719296
0,22,E>>S,0.6666666666666666
0,22,E>S,0.509090909090909
0,22,S~E,0.45588235294117646
0,22,S>E,0.5135135135135135
0,22,S>>E,0.5862068965517241
0,23,E>>S,0.46875
0,23,E>S,0.5
0,23,S~E,0.5588235294117647
0,23,S>E,0.4375
0,23,S>>E,0.40540540540540543
0,24,E>>S,0.6041666666666666
0,24,E>S,0.5873015873015873
0,24,S~E,0.6065573770491803
0,24,S>E,0.5866666666666667
0,24,S>>E,0.52
0,25,E>>S,0.4852941176470588
0,25,E>S,0.35051546391752575
0,25,S~E,0.4444444444444444
0,25,S>E,0.5106382978723404
0,25,S>>E,0.4444444444444444
0,26,E>>S,0.7403846153846154
0,26,E>S,0.1388888888888889
0,26,S~E,0.35294117647058826
0,26,S>E,0.22727272727272727
0,26,S>>E,0.5392156862745098
1,2,E>>S,0.5909090909090909
1,2,E>S,0.5405405405405406
1,2,S~E,0.42528735632183906
1,2,S>E,0.5362318840579711
1,2,S>>E,0.41304347826086957
1,3,E>>S,0.8461538461538461
1,3,E>S,0.74
1,3,S~E,0.6197183098591549
1,3,S>E,0.65625
1,3,S>>E,0.6851851851851852
1,7,E>>S,0.6666666666666666
1,7,E>S,0.3728813559322034
1,7,S~E,0.3582089552238806
1,7,S>E,0.5671641791044776
1,7,S>>E,0.4897959183673469
1,8,E>>S,0.8571428571428571
1,8,E>S,0.5
1,8,S~E,0.5581395348837209
1,8,S>E,0.4666666666666667
1,8,S>>E,0.40425531914893614
1,9,E>>S,0.625
