draw,dwell_quintile,p_choose_S,draw_subject_sd,n_subjects,draw_subject_sem
0,E>>S,0.6145122530301652,0.14964588468713508,21,0.032655409238925216
0,E>S,0.49339522561971816,0.13060538294869947,21,0.028500431120529055
0,S~E,0.4680568581390621,0.11134578818492817,21,0.024297642984378715
0,S>E,0.4447170320005795,0.0943019742400891,21,0.020578377863761144
0,S>>E,0.5067692055873136,0.07789438558099447,21,0.01699794848271352
1,E>>S,0.6068315667525618,0.1336421006060015,21,0.02916309724094789
1,E>S,0.4813283454252075,0.12440284472475736,21,0.027146926315192308
1,S~E,0.4499963521697469,0.0963778070060087,21,0.021031361710422865
1,S>E,0.46121376980369855,0.09857858017448248,21,0.021511609788135194
1,S>>E,0.4999536077504088,0.08526635175126543,21,0.018606643387281158
2,E>>S,0.5927220865341499,0.13918324226946502,21,0.030372273484247654
2,E>S,0.47960840039162145,0.1249261946570233,21,0.02726113063326653
2,S~E,0.4485462374692887,0.0983715964673956,21,0.02146644224026147
2,S>E,0.4460128675769413,0.10530813161019291,21,0.022980118304670515
2,S>>E,0.5101705950147265,0.1086784359409182,21,0.023715579005174618
3,E>>S,0.5839066705817683,0.12267158001118321,21,0.026769133381956137
3,E>S,0.4727927606314559,0.13703453131161947,21,0.029903386312299638
3,S~E,0.4437131948632188,0.10322858902123308,21,0.02252632490825181
3,S>E,0.44464090762575637,0.07999586860446123,21,0.01745652967446119
3,S>>E,0.524446284111244,0.08588577139938963,21,0.01874181183606554
4,E>>S,0.5966299791223026,0.14222398297489802,21,0.03103581750574195
4,E>S,0.5016430812084742,0.12585475941665197,21,0.02746376007606019
4,S~E,0.4654580953708194,0.11273247508738539,21,0.02460024287465081
4,S>E,0.4474405211838702,0.10748771236821032,21,0.023455741819284042
4,S>>E,0.49052792714146803,0.09174166008667725,21,0.02001967151086226
5,E>>S,0.5942935285380897,0.1495917666785035,21,0.03264359972125786
5,E>S,0.5014460858937912,0.10005930649892636,21,0.02183473076267223
5,S~E,0.46712844610562065,0.10549049222731283,21,0.02301991265380056
5,S>E,0.4587358415216856,0.09748890488921758,21,0.021273823146342383
5,S>>E,0.5132056820659099,0.08382085170172127,21,0.018291209416133606
6,E>>S,0.5979197165882857,0.1660173106692819,21,0.03622794727690401
6,E>S,0.48265755584593123,0.118230158411284,21,0.025799935730777563
6,S~E,0.45242558988024695,0.08594925047912533,21,0.018755664106919586
6,S>E,0.45081669052992296,0.09097044977078245,21,0.019851379622799464
