a_subj,t_subj,v_Intercept_subj,v_AttentionW_E_subj,v_AttentionW_S_subj,v_InattentionW_E_subj,v_InattentionW_S_subj
1.8324273107804803,0.40204627488654393,-0.06294686184062247,0.03747372965971245,0.03080801905527997,0.05020404874066647,0.036197205058322815
1.6508907367087582,0.3089329555348968,-0.10548254834857798,0.01441773747504314,0.03319588322993666,0.015240322964009024,0.043353308991628
2.2711208606951137,0.4424047900799272,0.38055883211432084,0.03191466535164896,0.03533115662504906,0.024404982609507443,0.03468172411195087
1.693734453033264,0.308736506079692,0.0032111098588234006,0.03917916990126606,0.048783126250242045,0.044721724671932674,0.042288875856383364
2.059873970354673,0.4462113188837193,0.04097932647955453,0.03871005664829365,0.031132856022243128,0.04102271013272312,0.025576868122879973
1.5991374087888264,0.5945136416900225,-0.08320849569633176,0.028016181729899472,0.03171694948582993,0.03156899808694142,0.033212349033468036
1.5633470605760562,0.39625718150556094,0.07004400824317068,0.05170351686538319,0.03875730587706887,0.05576872340006802,0.04707755305586727
1.9523539629989015,0.46354850971946304,-0.10225260952397283,0.03942213378433584,0.03066630804307918,0.04465852013353463,0.03786641481300019
1.0337347849215928,0.3747170204803616,-0.01477502558399105,0.055730890149396486,0.04408882049530003,0.050046169456717686,0.03623048950709918
1.6950967554831902,0.45642150898149597,-0.13741338993631602,0.050333805443764715,0.03265052817738396,0.04304665165232276,0.033910038854831036
1.2024406587793035,0.3914706945564259,-0.1605928392116125,0.06761876832962253,0.03250616814699328,0.06885613262810891,0.037090635152451874
1.7112885026693947,0.40028247978597087,0.05327877961781001,0.05078989691124008,0.04043160834074826,0.05619554939673412,0.0381975170561948
2.03794877360979,0.3810918426657692,0.0825536620237424,0.029141389289752264,0.0315766720940413,0.03140087261351766,0.039239204128279616
2.316711209633184,0.4409719943013756,0.011866887778931296,0.04935185069006476,0.0272061171759666,0.04983429061030824,0.02725188252397224
2.2253279559524985,0.4562728889029443,-0.00544899187563536,0.0540645660093316,0.03291952468521708,0.05680586061280807,0.029660062338541585
2.789819948176605,0.4739622593895774,0.05547835293512276,0.05378540954779329,0.03158977630969791,0.049096756978351426,0.04101997094830264
2.425767714823653,0.37710938522739906,0.2588820099621731,0.04434308934628846,0.045723204911012845,0.0404390444863108,0.03830080879299202
1.8368154997076835,0.3559940106883145,-0.026009004772233165,0.03294402625222388,0.0293007509460102,0.03393604594934114,0.03403233314567248
1.4444620871281688,0.33470186119642853,-0.30209586055877224,0.020618082024783647,0.01996780972191176,0.020025504481972305,0.029227236069470044
2.260403141444842,0.44158581480478437,-0.3961414532740785,0.040102703526017136,0.03244656537835797,0.023944636233982488,0.024399782612204556
2.453114124141256,0.5622737432173331,-0.13113041672594705,0.04935456407859268,0.042315986570356616,0.054915435890217856,0.04736504812677278
