t_subj,v_Intercept_subj,v_z_AttentionW:C(OVcate)[low]_subj,v_z_AttentionW:C(OVcate)[medium]_subj,v_z_AttentionW:C(OVcate)[high]_subj,v_z_IAW_chart_subj,v_z_IAW_image_subj,a_Intercept_subj,a_OVcate[T.low]_subj,a_OVcate[T.medium]_subj
0.3978921826287515,1.5438173498678431,1.3616492744346642,0.993314624624482,0.988788152208563,1.3141984216908944,1.0596038570312196,1.542590316754718,0.443738162269205,0.2772681157261986
0.40851790851958825,1.0085416769401576,0.9185952777639803,1.5645371758831323,0.7311536483226818,0.7729150814096998,0.5851002573233137,1.3281907286935184,0.48261018982587145,0.13499579801301115
0.41201479819849585,1.6987332767605186,1.0294864500017724,1.4741258805736455,1.0164102743050527,0.8498886036803703,0.6970142073771779,2.6658375008809023,-0.35560875711421636,-0.24370691250070722
0.34043272611712255,1.8237145818072633,1.7115457923352333,1.1660313753646405,1.132897616658346,1.6109603208558094,1.0591326631840143,1.9806001725198914,0.10550208157225777,-0.14837899428210904
0.4320671888417812,1.493561327927555,1.0355920773883758,1.0531805477312863,1.3276367806305867,1.2288863542262538,0.5660596215462413,2.2061253271727317,0.056796132994681295,0.006799404742139715
0.5851359334432182,1.3554034359323894,1.1207935693363218,0.6868565715076309,1.0266417349291777,0.773476497486489,1.0640319663174473,1.6842757394251098,-0.0802875548705293,0.14872117093310908
0.4269617889180216,1.9041526449840336,1.4277383943234243,1.3699233067666725,1.5982262814278878,1.9479253551715885,0.9485062518123613,1.5257347623659767,0.15059682953158898,0.1332663340792679
0.4481102754842168,1.4229345245591474,1.0314935754175232,1.2081931481993218,1.107411241754393,1.2916679364794454,1.2502943870768328,1.7659565950001077,0.2069655694485127,0.3156519042472443
0.4017169583040374,1.703287370528227,1.6806079027428453,1.0457853346425028,1.4740514335753503,1.4135002160862689,0.7331968312477316,1.0430309008905987,-0.004910117267589854,0.12042805968433337
0.49401341397466864,1.4195407794083987,1.0432168230755425,1.192794951817161,1.2308039974642406,1.2349547658919209,1.0779082791270573,1.6236735851189255,0.2539716742677024,0.14007566317869927
0.41418661939019,1.7121272170031276,1.604089686687194,1.0125475029029014,1.0977854096233295,1.3641643447418828,1.0850103668892157,1.4199191396214417,-0.3210134177721638,-0.3253940114936741
0.4619912806709945,1.8490432788227837,1.8339241900973569,0.9193464865636086,1.5701458442770666,1.4752931384977919,0.8458490342595876,1.7191753924487612,0.07300496320946055,-0.2616744431584755
0.3946714007807239,1.401152009333621,0.9864915103121746,1.1264012457705757,0.6624425126210116,1.1353023780902094,1.1316471830536312,2.380840055070713,-0.011596343794421012,0.20330826756399425
0.41143618758025696,1.5641276075994086,1.5482390734853195,1.3998561314884934,0.9564073037939966,1.2767349840877305,0.7062164071247858,2.9596730831339095,-0.10890848391699129,0.22019021311528114
0.4600347872404843,1.6499726677436988,1.355311167753581,1.2688214547267345,1.37550295483562,1.3385410749743778,1.1427722603936161,2.198544596797269,0.07725752355032346,-0.03634612596471286
0.43935497991507955,1.7433994771925347,1.1901838508827671,1.2044111076749064,1.7392259367768494,1.3323639785073764,0.997457714402339,2.8216478983188393,0.41904460428446616,0.02153759396723576
0.38701882973248486,2.0498178285037985,1.84351908014449,1.7550443178899884,1.0692473721882456,1.3500808550966,1.026116921971827,2.115677812174044,0.9021899565247264,0.11921099470042565
0.3926084330045913,1.434737918211969,1.1706984558067306,1.1336126295498152,0.9870445909134816,1.2451452459613976,0.827501242822014,1.6929523589264133,0.47727412884752823,0.1259808332028892
0.4029846193710272,0.7932131755184255,0.28828453911726526,1.0109676778856604,0.717118109394905,0.6472016765494014,0.722040174543754,1.3139557188588102,0.042518235938959426,0.14789626236598902
0.4299119746498995,1.0857947266449768,1.2057587391925055,0.4265576471412405,1.6362624128775969,0.6908178996583179,0.45873159709224276,2.1924549101243302,0.3123791821024586,-0.0018937492372970205
0.5324775745824434,1.7679506357687793,1.6256947375137933,1.896891247952353,1.2627232242995194,1.849819538668929,1.3431540962188746,2.367389959690297,0.3675404263948367,0.31448194897752185
