Model,Gelman-Rubin
a,0.9998994109492839
a_std,1.0028379161846874
a_subj.2,1.0019055685193432
a_subj.3,1.0048039559432629
a_subj.7,1.009249560387465
a_subj.8,0.9996515901118227
a_subj.9,1.0005460791025707
a_subj.10,1.0008011434318613
a_subj.11,0.999545200622407
a_subj.12,1.002185050202439
a_subj.13,1.0009843784201
a_subj.15,1.0019228588368012
a_subj.16,1.0000624611525182
a_subj.17,1.0005806921638811
a_subj.18,1.0006091967523894
a_subj.19,1.0000152714313826
a_subj.20,1.000210268998731
a_subj.21,1.0061642147290284
a_subj.22,0.9996187755412034
a_subj.23,1.0008258578497287
a_subj.24,1.0029874911583259
a_subj.25,0.9998357464476645
a_subj.26,1.001677398686037
t,0.9999053565626246
t_std,1.002317186980563
t_subj.2,1.0009032221758487
t_subj.3,1.0031529273010587
t_subj.7,1.0121425430797206
t_subj.8,0.9998837300320559
t_subj.9,1.0011237201939776
t_subj.10,1.0013009127687154
t_subj.11,0.9996100272980283
t_subj.12,1.0004372943032047
t_subj.13,1.0005957794798743
t_subj.15,1.0009515683068828
t_subj.16,1.0006387893223543
t_subj.17,1.0004015085053173
t_subj.18,1.0010197155442728
t_subj.19,1.0009790867788262
t_subj.20,1.0018542782305135
t_subj.21,1.0032216253752853
t_subj.22,0.9999049065466606
t_subj.23,1.0002661538317679
t_subj.24,1.0014533539008057
t_subj.25,1.0006537918423133
t_subj.26,1.0036239263149302
v_Intercept,0.9995166469447585
v_Intercept_std,0.9997750564368079
v_Intercept_subj.2,0.9998606726851468
v_Intercept_subj.3,0.9999183630070935
v_Intercept_subj.7,1.0014662294112984
v_Intercept_subj.8,0.9998375851450798
v_Intercept_subj.9,0.9996149199365733
v_Intercept_subj.10,0.9997105799429377
v_Intercept_subj.11,1.001108375632905
v_Intercept_subj.12,1.0001948127728348
v_Intercept_subj.13,0.9998548634354016
v_Intercept_subj.15,0.999510406721019
v_Intercept_subj.16,0.9998274616110618
v_Intercept_subj.17,1.0007355869827683
v_Intercept_subj.18,1.0003806809638685
v_Intercept_subj.19,0.9996817337504016
v_Intercept_subj.20,1.0009435906805413
v_Intercept_subj.21,0.9998053597067744
v_Intercept_subj.22,0.9998083402207298
v_Intercept_subj.23,1.0005787400894846
v_Intercept_subj.24,0.9999217418726706
v_Intercept_subj.25,1.0008732364656316
v_Intercept_subj.26,0.9998045885480854
v_ES_AttentionW,1.000174121246208
v_ES_AttentionW_std,0.9999025253873515
v_ES_AttentionW_subj.2,0.9996425639555176
v_ES_AttentionW_subj.3,0.9996547305849947
v_ES_AttentionW_subj.7,0.9997102678217222
v_ES_AttentionW_subj.8,1.0012633254428789
v_ES_AttentionW_subj.9,1.0027126098392258
v_ES_AttentionW_subj.10,1.0004056993072292
v_ES_AttentionW_subj.11,0.9998338220589753
v_ES_AttentionW_subj.12,1.000028758159311
v_ES_AttentionW_subj.13,0.9998243260343443
v_ES_AttentionW_subj.15,1.0008349429264818
v_ES_AttentionW_subj.16,0.9998815371551257
v_ES_AttentionW_subj.17,1.000678859858581
v_ES_AttentionW_subj.18,1.00043755312326
v_ES_AttentionW_subj.19,1.0030294381916134
v_ES_AttentionW_subj.20,0.9995082024507421
v_ES_AttentionW_subj.21,1.0007957801759182
v_ES_AttentionW_subj.22,1.0011660163246412
v_ES_AttentionW_subj.23,1.0007318494353046
v_ES_AttentionW_subj.24,1.0000103992341713
v_ES_AttentionW_subj.25,1.000094577429934
v_ES_AttentionW_subj.26,0.9996638687739731
v_ES_InattentionW,1.0001942688772638
v_ES_InattentionW_std,0.9995053133941656
v_ES_InattentionW_subj.2,1.000510156852495
v_ES_InattentionW_subj.3,1.0004129985490484
v_ES_InattentionW_subj.7,0.999922119246023
v_ES_InattentionW_subj.8,1.001996908866081
v_ES_InattentionW_subj.9,1.000592577077717
v_ES_InattentionW_subj.10,1.0013081401825619
v_ES_InattentionW_subj.11,1.00013224492858
v_ES_InattentionW_subj.12,1.0013334507750962
v_ES_InattentionW_subj.13,0.9996389291041369
v_ES_InattentionW_subj.15,1.0006910128019626
v_ES_InattentionW_subj.16,1.0003201738718979
v_ES_InattentionW_subj.17,1.000035610853678
v_ES_InattentionW_subj.18,1.0009220974044561
v_ES_InattentionW_subj.19,1.0025094419529945
v_ES_InattentionW_subj.20,1.0002010251860025
v_ES_InattentionW_subj.21,1.0000222372230456
v_ES_InattentionW_subj.22,1.00056543804686
v_ES_InattentionW_subj.23,0.9997487349146129
v_ES_InattentionW_subj.24,0.9998122729396375
v_ES_InattentionW_subj.25,1.000341526287847
v_ES_InattentionW_subj.26,1.0001164390097321
