Model,Gelman-Rubin
a(ET),0.9996381625245718
a(LT),0.9997624101240321
a_std,1.000324401893998
a_subj(ET).2,0.9999114441372424
a_subj(LT).2,1.002128947204091
a_subj(ET).3,1.0013046104834655
a_subj(LT).3,0.9995991128288412
a_subj(ET).7,0.9995543257360596
a_subj(LT).7,1.000299840271492
a_subj(ET).8,0.9999131445535143
a_subj(LT).8,0.9999642064808502
a_subj(ET).9,1.0058091595138277
a_subj(LT).9,1.000521753525442
a_subj(ET).10,1.0004464663944956
a_subj(LT).10,1.0012580664340003
a_subj(ET).11,1.0007801979772124
a_subj(LT).11,1.0010101742469462
a_subj(ET).12,0.9995617970057001
a_subj(LT).12,0.9999534848711662
a_subj(ET).13,0.9998819232925876
a_subj(LT).13,1.0008000947588434
a_subj(ET).15,1.002020076601091
a_subj(LT).15,1.0013204006486198
a_subj(ET).16,1.0013345955417303
a_subj(LT).16,1.0005284753952295
a_subj(ET).17,1.001241897028492
a_subj(LT).17,1.006755045519288
a_subj(ET).18,1.0069531386294777
a_subj(LT).18,1.001592993854667
a_subj(ET).19,1.000227621373501
a_subj(LT).19,1.0007682742486954
a_subj(ET).20,1.0018766107594377
a_subj(LT).20,1.000960527050642
a_subj(ET).21,0.9995201578038513
a_subj(LT).21,1.000223802779534
a_subj(ET).22,1.0018039163415409
a_subj(LT).22,0.9999064797031965
a_subj(ET).23,0.9997805597569668
a_subj(LT).23,1.0019059439643891
a_subj(ET).24,1.000879433685167
a_subj(LT).24,0.999841690781924
a_subj(ET).25,1.0017566104572477
a_subj(LT).25,1.000060789454622
a_subj(ET).26,0.9996224653116863
a_subj(LT).26,1.000038094072524
t,0.9995497064604233
t_std,1.0026898930143344
t_subj.2,1.001214968778959
t_subj.3,0.9998271982290928
t_subj.7,0.9996983808505888
t_subj.8,0.999661299347169
t_subj.9,1.0032417151047712
t_subj.10,0.9996001598221853
t_subj.11,1.0000306095024438
t_subj.12,0.9996155566439499
t_subj.13,1.001541224346436
t_subj.15,1.0006736667977956
t_subj.16,1.0018208301778726
t_subj.17,0.9997875384215683
t_subj.18,1.015532889933806
t_subj.19,1.0004718555702943
t_subj.20,1.0027514693999762
t_subj.21,0.9998422946756481
t_subj.22,1.0023270554354053
t_subj.23,1.0007792482094713
t_subj.24,0.9997074968371147
t_subj.25,1.0004874969240496
t_subj.26,0.9998067468983047
v_Intercept,1.0033385019023868
v_Intercept_std,1.0039069620640202
v_Intercept_subj.2,0.9998511192951799
v_Intercept_subj.3,1.0029189381413375
v_Intercept_subj.7,1.0110306459125176
v_Intercept_subj.8,1.0024337370677618
v_Intercept_subj.9,1.0048954249278426
v_Intercept_subj.10,1.0028466190596714
v_Intercept_subj.11,1.0038726399876619
v_Intercept_subj.12,1.0067523573130035
v_Intercept_subj.13,1.0052417666810616
v_Intercept_subj.15,1.0034111094886469
v_Intercept_subj.16,0.9998112928626631
v_Intercept_subj.17,1.0009316285679308
v_Intercept_subj.18,1.0034829880556952
v_Intercept_subj.19,1.0021908395706676
v_Intercept_subj.20,1.0069587190998595
v_Intercept_subj.21,1.0042496597392805
v_Intercept_subj.22,1.0137171261622677
v_Intercept_subj.23,1.017893544791478
v_Intercept_subj.24,1.010323294708241
v_Intercept_subj.25,1.0094200718149111
v_Intercept_subj.26,1.0002752570845717
v_AttentionW_early,1.001562827140231
v_AttentionW_early_std,1.0053420455461586
v_AttentionW_early_subj.2,1.0000494834939324
v_AttentionW_early_subj.3,0.999821166504693
v_AttentionW_early_subj.7,1.0043622827676362
v_AttentionW_early_subj.8,1.0008938750209542
v_AttentionW_early_subj.9,1.0001001328912513
v_AttentionW_early_subj.10,1.000034141050351
v_AttentionW_early_subj.11,0.9996327791460223
v_AttentionW_early_subj.12,1.0023601504265038
v_AttentionW_early_subj.13,1.0064341688233174
v_AttentionW_early_subj.15,1.003676609631242
v_AttentionW_early_subj.16,1.0010374290838349
v_AttentionW_early_subj.17,1.001889132388878
v_AttentionW_early_subj.18,1.0010586400543218
