stat,observed,mean,std,SEM,MSE,credible,quantile,mahalanobis
accuracy,0.49044289044289047,0.4999348436075319,0.021126438151268072,9.009717487974606e-05,0.0005364235638391019,True,27.79047619047619,0.4492926397094379
mean_ub,1.0890511172545503,1.0387983595056172,0.23850419855641017,0.002525339661372958,0.05940959239040881,True,54.32380952380953,0.21069967762872532
std_ub,0.7948249511494707,0.5372105588673948,0.19674534087251203,0.0663651751108633,0.10507390426590436,True,89.53809523809525,1.3093798874200846
10q_ub,0.5340530687824412,0.5916556974917649,0.10649771718512388,0.0033180628342242093,0.01465982659986682,True,34.53333333333334,0.5408813468667474
30q_ub,0.6967239115754182,0.7163916357879837,0.13846216643219264,0.00038681937570153374,0.019558590908797892,True,44.05476190476191,0.1420440306500411
50q_ub,0.8737024189713338,0.8690446952432394,0.18254439982556644,2.1694390327254306e-05,0.03334415229800362,True,49.17857142857143,0.02551556625426607
70q_ub,1.1194044986498284,1.1112407209240254,0.2590719615867125,6.66472667563174e-05,0.06718492854714349,True,48.80476190476191,0.03151162200572817
90q_ub,1.8005100969064642,1.6953134591715677,0.4682305318964937,0.011066332590727054,0.2303061635908001,True,59.06666666666667,0.2246684711242861
mean_lb,-1.060519007826157,-1.0362847351897093,0.234809804814969,0.0005872999702176792,0.0557229444074619,True,49.590476190476195,0.10320809497518396
std_lb,0.8644884999148749,0.5414483586170189,0.1974948680728881,0.10435493288973875,0.14335915580486622,True,93.90714285714287,1.635688787511348
10q_lb,0.5419935323757272,0.5903186941007773,0.10546523014447635,0.0023353212557522453,0.013458236025179609,True,36.94761904761905,0.45820941801245446
30q_lb,0.6742808129161858,0.71339258538442,0.136168800647431,0.00152973074560692,0.020071673015366713,True,39.57142857142858,0.28723005770978755
50q_lb,0.8293280940833938,0.8640803286713503,0.178318881006855,0.0012077178088563607,0.03300534113239328,True,41.63809523809524,0.19488813742960034
70q_lb,1.0595794399283478,1.107148646746079,0.2534421530389564,0.002262829437268078,0.06649575437428969,True,41.800000000000004,0.1876925611913473
90q_lb,1.748626132332447,1.6926154083669185,0.4636041929797435,0.003137201199142632,0.21806604894754142,True,55.32380952380953,0.12081582697845841
