bin,mean,sd,n_subjects,sem,model_mean,model_sd,model_n_draws,model_pi50_low,model_pi50_high,model_pi95_low,model_pi95_high,mean_draw_subject_sd,mean_draw_subject_sem,pi95_draw_subject_sd_low,pi95_draw_subject_sd_high,pi95_draw_subject_sem_low,pi95_draw_subject_sem_high,obs_sem_low,obs_sem_high,obs_mean_in_model_pi95,obs_mean_in_model_pi50,diff_model_minus_obs,combined_sem_emp_vs_modelsubjectsem,z_approx_emp_vs_modelsubjectsem,p_approx_2sided_emp_vs_modelsubjectsem,ppc_p_2sided
1,0.37714540936251095,0.23524032375120904,20,0.05260133549567617,0.4965720327175736,0.02630399542053488,2000,0.47834145890105256,0.5153888364831387,0.44732998748494585,0.548956005039092,0.11378939301536653,0.026127550773492537,0.056537103840451,0.17597060102366116,0.01298934327796,0.04005974986655515,0.32454407386683476,0.42974674485818715,False,False,0.11942662335506266,0.05873286478071806,2.0333866532979044,0.042013474694716064,0.0
2,0.4301223919825984,0.14459642162556294,21,0.03155352606280437,0.5000459307955005,0.013605005138411954,2000,0.49085606656818914,0.5089214017423878,0.4735784626029721,0.5269304839767907,0.06445177942525365,0.014064531328134391,0.0442439874547487,0.08723833328782732,0.009654829598002975,0.019036965037774023,0.398568865919794,0.46167591804540276,False,False,0.06992353881290214,0.03454614375695424,2.024062057543726,0.04296376694836321,0.0
3,0.4912608988076226,0.07470199059467608,21,0.01630131078399916,0.49948520082052583,0.013730289492716402,2000,0.4900647548272594,0.5087449598041751,0.4733398805144374,0.5270113232569111,0.06475276871149466,0.014130212575161543,0.04453612067525455,0.08796216365359016,0.009718578293049607,0.01919491777307954,0.4749595880236234,0.5075622095916218,True,True,0.00822430201290325,0.021573030401308497,0.38123072465537394,0.7030320525169977,0.548
4,0.5274837950958147,0.1026907308629755,21,0.022408954635710625,0.4972624006905716,0.015833922952137914,2000,0.487099361457638,0.5074771041786044,0.4667664465045509,0.5288815959313106,0.07077937878523902,0.015445326710729016,0.046791965824388215,0.10618572906357636,0.010210844062192654,0.02317162576942433,0.5050748404601041,0.5498927497315252,True,False,-0.030221394405243074,0.027216159998546745,-1.1104209560370308,0.2668176720362503,0.057
5,0.5330778038448694,0.18303877010173988,21,0.03994233424299252,0.5022872927592305,0.024020151107904102,2000,0.4849218621335112,0.5188700680700945,0.4571859909127171,0.5483678821735979,0.10454459511941155,0.02286903876928607,0.05351025983121601,0.15074167341356465,0.011729714350894167,0.03289452994295106,0.4931354696018768,0.5730201380878619,True,False,-0.030790511085638905,0.04602589487462511,-0.6689823450366905,0.5035067401518033,0.213
