stat,observed,mean,std,SEM,MSE,credible,quantile,mahalanobis
accuracy,0.49044289044289047,0.5027629806567412,0.021636278975008996,0.0001517846228774203,0.0006199131907618111,True,22.523809523809526,0.5694181623411795
mean_ub,1.0890511172545503,1.0387549484308731,0.23847997783007646,0.002529704598339834,0.05940240442417338,True,54.50952380952381,0.21090310927282357
std_ub,0.7948249511494707,0.540391737634419,0.19769495968386822,0.06473626013959592,0.10381955722400223,True,89.3404761904762,1.286998990373417
10q_ub,0.5340530687824412,0.5910148050102448,0.10666695630469951,0.0032446393940858786,0.014622478961394599,True,34.30476190476191,0.5340148270949965
30q_ub,0.6967239115754182,0.7154347449009618,0.1389767259696467,0.00035009528373627203,0.01966462564497865,True,44.38571428571429,0.13463285449414117
50q_ub,0.8737024189713338,0.8675924176800819,0.18193201228093916,3.733211577910041e-05,0.03313658920837068,True,48.900000000000006,0.03358398126118062
70q_ub,1.1194044986498284,1.1104595350811879,0.2586949795073974,8.001237324430572e-05,0.06700310479557696,True,48.866666666666674,0.03457726000587002
90q_ub,1.8005100969064642,1.6956546108240176,0.46780310809115294,0.010994672961586165,0.2298344209013276,True,59.400000000000006,0.22414448358478034
mean_lb,-1.060519007826157,-1.0382295056067954,0.2339896758937336,0.0004968219091869283,0.05524799033404105,True,49.90714285714286,0.09525848580381142
std_lb,0.8644884999148749,0.5426640220359057,0.19682459785698656,0.10357099456207113,0.14231091688363562,True,93.83809523809525,1.6350826135705252
10q_lb,0.5419935323757272,0.5904979498062106,0.10586557160319483,0.0023526785102705814,0.013560197761141802,True,37.18333333333334,0.4581698912682168
30q_lb,0.6742808129161858,0.7149117220330097,0.13601580626622128,0.0016508707756596017,0.02015117032990981,True,39.71904761904762,0.2987219664551172
50q_lb,0.8293280940833938,0.8661628713068508,0.177392492402871,0.0013568008131017036,0.03282489717400434,True,41.96904761904762,0.2076456377860826
70q_lb,1.0595794399283478,1.1085941696738912,0.2520586528107711,0.002402443732028661,0.06593600818880928,True,41.77619047619048,0.19445763594690177
90q_lb,1.748626132332447,1.6953768068454096,0.45924971467488435,0.0028354906648244533,0.21374579109378647,True,54.609523809523814,0.11594852165500877
