,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
t,0.399,0.015,0.373,0.427,0.0,0.0,1682.511,1755.633,1.0
v_Intercept,0.33,0.031,0.272,0.389,0.002,0.001,258.288,347.631,1.011
v_val_diff,0.044,0.003,0.039,0.049,0.0,0.0,2024.988,2394.644,1.001
v_DwellPropAdvantage,0.115,0.044,0.031,0.199,0.003,0.002,196.439,366.031,1.025
v_gaze_quad,0.717,0.084,0.552,0.878,0.006,0.004,191.328,416.458,1.023
a_Intercept,2.542,0.129,2.302,2.781,0.003,0.002,1485.308,1852.64,1.001
a_abs_DwellPropAdv:C(OVcate)[low],-0.526,0.102,-0.719,-0.339,0.004,0.003,640.553,1480.307,1.002
a_abs_DwellPropAdv:C(OVcate)[medium],-0.495,0.12,-0.708,-0.266,0.004,0.003,861.979,1793.353,1.003
a_abs_DwellPropAdv:C(OVcate)[high],-0.981,0.111,-1.203,-0.78,0.004,0.003,940.982,1863.593,1.003
