,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
t,0.397,0.015,0.371,0.429,0.001,0.0,630.998,538.749,
v_Intercept,0.359,0.028,0.307,0.408,0.004,0.003,57.907,241.027,
v_val_diff,0.044,0.003,0.037,0.049,0.0,0.0,608.514,711.687,
v_DwellPropAdvantage,0.106,0.039,0.037,0.179,0.006,0.004,43.52,129.529,
v_gaze_quad,0.787,0.09,0.624,0.951,0.007,0.005,167.682,244.969,
a_Intercept,2.518,0.167,2.219,2.855,0.007,0.005,620.46,558.201,
a_abs_DwellPropAdv:C(OVcate)[low],-0.501,0.108,-0.685,-0.27,0.008,0.006,177.556,452.776,
a_abs_DwellPropAdv:C(OVcate)[medium],-0.567,0.109,-0.78,-0.375,0.006,0.004,335.492,403.669,
a_abs_DwellPropAdv:C(OVcate)[high],-0.972,0.094,-1.158,-0.802,0.006,0.004,214.275,323.862,
