model,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
7,0,-10073.049282988455,5768.460599904041,0.0,0.6335772732901285,1837.4667107097005,0.0,True,log
12,1,-10338.613189018295,6004.942738145293,265.56390602984,0.24241852724409743,1747.4489886513684,478.6178106728435,True,log
17,2,-11051.261970615073,6596.104874500776,978.2126876266175,0.10379368694607376,1799.4025047004889,996.2582135092015,True,log
16,3,-11175.203040656112,6686.798496787962,1102.1537576676574,0.02021051251970034,1663.3868340691708,1040.6450834537045,True,log
