model,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
35,0,-9999.590218581514,5760.183642474607,0.0,0.40115100002840764,1631.8987907733178,0.0,True,log
7,1,-10073.049282988455,5768.460599904041,73.45906440694027,0.3595339902285664,1664.3727758829605,277.28154973178084,True,log
10,2,-10168.646279493105,5857.607386985561,169.05606091159046,0.12534297284268875,1676.0638709820737,240.55986954775133,True,log
36,3,-10673.1242680112,6538.0469242739,673.5340494296845,0.09338152864914015,1751.7496307653198,664.5837139380498,True,log
26,4,-11441.222867484259,7250.679869270718,1441.6326489027433,0.020590508251196876,1653.4801097961472,887.1627079674896,True,log
