model,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
35,0,-9999.590218581514,5760.183642474607,0.0,0.26919481605570134,1699.6164718701536,0.0,True,log
7,1,-10073.049282988455,5768.460599904041,73.45906440694027,0.14938841129874036,1681.4377060698007,277.28154973178084,True,log
10,2,-10168.646279493105,5857.607386985561,169.05606091159046,0.0,1683.8215685785574,240.55986954775133,True,log
36,3,-10673.1242680112,6538.0469242739,673.5340494296845,0.3367343110791229,1669.0242818271659,664.5837139380498,True,log
26,4,-11441.222867484259,7250.679869270718,1441.6326489027433,0.24468246156643536,1815.0587272623104,887.1627079674896,True,log
