model,frac_k>0.7,frac_k>1.0
10,0.008857808857808859,0.006216006216006216
7,0.00777000777000777,0.006216006216006216
26,0.008857808857808859,0.006837606837606838
35,0.008391608391608392,0.006060606060606061
36,0.008391608391608392,0.006837606837606838
