a(0)_subj,a(1)_subj,a(2)_subj,a(3)_subj,t_subj,v_Intercept_subj,v_AttentionW_subj,v_InattentionW:C(OVcate)[0]_subj,v_InattentionW:C(OVcate)[1]_subj,v_InattentionW:C(OVcate)[2]_subj,v_InattentionW:C(OVcate)[3]_subj
,,,,0.2399402362370504,1.515238085819617,0.02221722173693077,,,,
,,,,0.2545679879619939,1.117195450200499,0.03667516000297214,,,,
,,,,0.25899601956206963,1.0951362346751012,0.03741933178098346,,,,
,,,,0.302973306020579,1.1752236105171407,0.0220361797313198,,,,
,,,,0.27361656054574723,1.3704523218950866,0.02585853496158136,,,,
,,,,0.25504449089084424,0.8402456482312802,0.03143702101349162,,,,
,,,,0.21521857790767895,0.7948243721699509,0.020492810870331696,,,,
,,,,0.26994619555398575,1.382762653420702,0.03199304862713525,,,,
,,,,0.2274678149699172,1.3590913140704393,0.029027878142136324,,,,
,,,,0.28021994445238557,2.0290612145506386,0.02057469350472554,,,,
,,,,0.2591549753946146,1.12940285871804,0.03087151614158597,,,,
,,,,0.2800402106080558,1.0548301664401913,0.026653377697968175,,,,
,,,,0.31719746672847576,0.612643457352415,0.019621440279234712,,,,
,,,,0.24980004295972366,1.3434693462338347,0.02753165756562631,,,,
,,,,0.21082197917832363,1.006922718909206,0.0425647059629253,,,,
,,,,0.22155728739313255,0.7903812382665114,0.029633395265585817,,,,
,,,,0.2869756973240051,1.5900455946151697,0.01905343989198253,,,,
,,,,0.19947892958951438,1.1457836745372456,0.011596393435576065,,,,
,,,,0.2555633833946282,0.5312289521317732,0.0166635674258611,,,,
,,,,0.269229256576181,1.0480448119166907,0.03280581367593963,,,,
