rep,subj,parameter,true
0,2,t,0.459842652457983
0,2,v_Intercept,1.203655686405328
0,2,v_z_AttentionW:C(OVcate)[low],1.4131743368660006
0,2,v_z_AttentionW:C(OVcate)[medium],1.642259224610861
0,2,v_z_AttentionW:C(OVcate)[high],0.3170996107727764
0,2,v_z_IAW_chart,0.7373926951544814
0,2,v_z_IAW_image,1.0787180202438444
0,2,a_Intercept,2.0554268620759526
0,2,a_OVcate[T.low],0.08677360356044515
0,2,a_OVcate[T.medium],-0.11992990524487313
0,3,t,0.49223274287927865
0,3,v_Intercept,1.7716128892922
0,3,v_z_AttentionW:C(OVcate)[low],1.1870862859657663
0,3,v_z_AttentionW:C(OVcate)[medium],1.710360140911991
0,3,v_z_AttentionW:C(OVcate)[high],1.2525814750087392
0,3,v_z_IAW_chart,0.8978478114404538
0,3,v_z_IAW_image,1.165626403518457
0,3,a_Intercept,1.5632258292005652
0,3,a_OVcate[T.low],0.3861756374180635
0,3,a_OVcate[T.medium],0.04534842323697213
0,7,t,0.4322490390773023
0,7,v_Intercept,1.3158409171211942
0,7,v_z_AttentionW:C(OVcate)[low],1.5691222380813992
0,7,v_z_AttentionW:C(OVcate)[medium],1.2427610439843628
0,7,v_z_AttentionW:C(OVcate)[high],0.9060757936330679
0,7,v_z_IAW_chart,1.081588210646289
0,7,v_z_IAW_image,1.2246300719731356
0,7,a_Intercept,2.5775339081648743
0,7,a_OVcate[T.low],0.23042406378965424
0,7,a_OVcate[T.medium],0.1442841272389709
0,8,t,0.5633754933493847
0,8,v_Intercept,1.4016119361640442
0,8,v_z_AttentionW:C(OVcate)[low],0.9960623288370714
0,8,v_z_AttentionW:C(OVcate)[medium],1.0022644019519165
0,8,v_z_AttentionW:C(OVcate)[high],1.3100090169660592
0,8,v_z_IAW_chart,1.6181832940535572
0,8,v_z_IAW_image,0.9914930862262583
0,8,a_Intercept,1.6541587310192578
0,8,a_OVcate[T.low],-0.18334162467769474
0,8,a_OVcate[T.medium],0.1895122412792265
0,9,t,0.4845594233930012
0,9,v_Intercept,1.698301243601723
0,9,v_z_AttentionW:C(OVcate)[low],0.9454328803308852
0,9,v_z_AttentionW:C(OVcate)[medium],1.383828609983597
0,9,v_z_AttentionW:C(OVcate)[high],1.1168845512684529
0,9,v_z_IAW_chart,1.2883933887509742
0,9,v_z_IAW_image,1.3469674133521847
0,9,a_Intercept,2.4688914567720808
0,9,a_OVcate[T.low],0.3194438776772931
0,9,a_OVcate[T.medium],0.06953045671164014
0,10,t,0.4589635379714214
0,10,v_Intercept,1.7258383630556784
0,10,v_z_AttentionW:C(OVcate)[low],0.6839244552444093
0,10,v_z_AttentionW:C(OVcate)[medium],1.1825161604971375
0,10,v_z_AttentionW:C(OVcate)[high],0.8898130465802209
0,10,v_z_IAW_chart,0.9777026030943794
0,10,v_z_IAW_image,0.933342088961673
0,10,a_Intercept,3.442621210851994
0,10,a_OVcate[T.low],-0.19717041438650315
0,10,a_OVcate[T.medium],0.2548906020849471
0,11,t,0.3478185389298706
0,11,v_Intercept,1.4239612080580177
0,11,v_z_AttentionW:C(OVcate)[low],1.2190370700414879
0,11,v_z_AttentionW:C(OVcate)[medium],1.5129925931757013
0,11,v_z_AttentionW:C(OVcate)[high],1.3468501778619049
0,11,v_z_IAW_chart,1.4965885028644146
0,11,v_z_IAW_image,0.9067970974694365
