rep,subj,parameter,true,recovered
0,2,a,1.9794024387100402,1.9666856047926218
0,3,a,1.8920064572122597,1.7873998133388183
0,7,a,1.8614658568812161,1.9073454066119568
0,8,a,2.262887966496907,2.3250035615917155
0,9,a,1.6171999147754446,1.6613746271000305
0,10,a,2.8870424336138765,2.7505099561251285
0,11,a,1.7725374134777672,1.8485935172995482
0,12,a,1.5000067152874863,1.4331574038816943
0,13,a,2.1642954928060383,2.001649104999678
0,15,a,1.5964252742644154,1.562847927460083
0,16,a,0.9973221156325064,0.9945649584562973
0,17,a,1.6565321805831825,1.6291172472513709
0,18,a,1.3745319419091087,1.2639115995494155
0,19,a,2.1379481484846465,2.1758754192082073
0,20,a,1.2379670480474683,1.227774995869084
0,21,a,2.157610990660518,2.112859029515909
0,22,a,1.1752846666156114,1.1003912722949427
0,23,a,1.6528071588681292,1.7064175058755215
0,24,a,2.2440416612042657,2.2034147956549948
0,25,a,1.864479320892098,1.9057387590999242
0,26,a,1.3231224902608223,1.397777274580907
0,2,t,0.3721412873270905,0.3721430777960557
0,3,t,0.41307041721315435,0.421151943119025
0,7,t,0.4947025120647276,0.4941718142484121
0,8,t,0.42813119489800633,0.42631736865714576
0,9,t,0.41104070679937976,0.4041139827582956
0,10,t,0.40797097385547737,0.44811048741130466
0,11,t,0.38344196697099314,0.3754482952203878
0,12,t,0.44408383105340465,0.452090813148545
0,13,t,0.43477635275585946,0.4564868179362779
0,15,t,0.3948247037353648,0.3966155385733974
0,16,t,0.4120161475091246,0.4092904527671946
0,17,t,0.4048076295705233,0.410680499206968
0,18,t,0.4590701148481675,0.4774781185992361
0,19,t,0.413460403731963,0.4110336559325784
0,20,t,0.45849394677902977,0.45744940040964294
0,21,t,0.4253850472005498,0.43545947330666335
0,22,t,0.37455817180145856,0.3801147680947283
0,23,t,0.47266269401940486,0.4671382574213635
0,24,t,0.3332709491583473,0.35279335451257543
0,25,t,0.401010667208675,0.398521447166072
0,26,t,0.4410930323273102,0.4386175831852549
0,2,z,0.6319736274290009,0.6161407683796879
0,3,z,0.4902686911457872,0.483549998481011
0,7,z,0.5797166911592418,0.5734932196967221
0,8,z,0.45922922624098483,0.46149957253326646
0,9,z,0.5916846670495086,0.572161901986543
0,10,z,0.39876487753342577,0.4106031960758965
0,11,z,0.34109710413307237,0.35727886572722417
0,12,z,0.5149225902461925,0.5269644360046912
0,13,z,0.5467695969249283,0.5225400591578634
0,15,z,0.4425553044519559,0.4604578421174867
0,16,z,0.5234308177452569,0.5147827107347411
0,17,z,0.6518325156225865,0.6499161804975367
0,18,z,0.5196765342253644,0.4915463427526021
0,19,z,0.5777341939857279,0.5662338873760338
0,20,z,0.40667713032588426,0.3982518758473989
0,21,z,0.4151921493341918,0.43323744453280194
0,22,z,0.5672065956363023,0.566895421969071
0,23,z,0.32094053419136487,0.352780204854542
0,24,z,0.573606046067291,0.5637760121319367
0,25,z,0.5363450237966032,0.5370653884639305
