a_subj,t(0)_subj,t(1)_subj,t(2)_subj,t(3)_subj,v_Intercept_subj,v_InattentionW_subj,v_AttentionW:C(cond)[0]_subj,v_AttentionW:C(cond)[1]_subj,v_AttentionW:C(cond)[2]_subj,v_AttentionW:C(cond)[3]_subj
1.7798927967792568,,,,,0.37845129093829144,0.007035323634870333,0.04134183076167355,0.04598983661137313,0.05482423656806274,0.09319184981455338
1.3803786686717145,,,,,0.13672031625062386,-0.0005972323078764479,0.042561835427199574,0.04649801725214504,0.05890115029257419,0.12796775228187626
1.4877557121902427,,,,,-0.00946509828511812,-0.01200623445205896,0.04072063547875168,0.05602652027304677,0.059808757440210636,0.11298806385059004
1.9180062962111708,,,,,0.0423529645056955,0.011885911098852732,0.03885314847474564,0.05025303638543567,0.055640355064644466,0.12489118720565164
1.5980821003199714,,,,,0.42073541756619887,0.013363259089077522,0.0423364781784277,0.04664206024213092,0.05038593876027095,0.08934583740807996
2.0178077393268867,,,,,0.08856158319735366,0.006602070660551194,0.04042087423658499,0.04751914589704632,0.06337102688013592,0.12305149162373216
1.084526081122957,,,,,-0.29642317522009193,0.012099097208720218,0.03955561000656579,0.0477797758370864,0.05138565586088757,0.1024564299318886
1.7065044747730005,,,,,0.41454007764578593,0.010244651236686936,0.04120820434916188,0.055901072145787205,0.05701762529223328,0.11510345761740584
1.424755915648264,,,,,0.2323644904965619,-0.001931079122552938,0.04315537680915304,0.049154665798717655,0.04572415562534159,0.12422914620605664
1.1780897180381413,,,,,0.8164637026171475,0.01898315194017461,0.03998305189152597,0.04667979744610628,0.0520931036727671,0.10907203474444757
1.464704839502814,,,,,0.36192152707048614,0.004549746946476937,0.04565340778037799,0.0407447188119301,0.07898350395912117,0.05388137452288657
2.2200015811722453,,,,,0.3049902712861466,0.006431738394474285,0.04384939529113775,0.03928541075796997,0.052161676251856616,0.15565239377120824
2.506985093241918,,,,,-0.468880991764079,0.01391223435199744,0.03900859257079456,0.04623621905764422,0.056725920964528775,0.09365949854087535
2.063739866210568,,,,,0.30904796416052127,0.0024134817735605393,0.04278901012447498,0.043955567154795455,0.053077483954907474,0.1402530577263043
1.6976790822738654,,,,,-0.105711201827379,-0.012267988000020833,0.04420978029867475,0.051125457231469267,0.0680171230710473,0.10705731913207522
1.2479072010710273,,,,,-0.4633666115636657,0.010109668794861406,0.0395628678648932,0.049706197718506276,0.06151456587252661,0.10568643182906011
1.8672273286368382,,,,,0.15619209242457974,0.009273735089899848,0.04113726361928415,0.03800826035784355,0.06361860547550596,0.12494725653459511
2.019730432720156,,,,,0.1374614127412031,0.014889336958502631,0.04376944902460678,0.03930329067417279,0.032345905194995084,0.08203138951679988
1.1792152661063982,,,,,-0.6327085163171254,0.011161441806280828,0.03919248918022047,0.04081169336742168,0.05499226483482096,0.13177056995662287
1.9466276864257255,,,,,0.02316850992660824,-0.00636033235091345,0.04070466272310036,0.04405879372999705,0.07640734042432512,0.1373750941907768
