a_subj,t_subj,v_Intercept_subj,v_AttentionW_subj,v_InattentionW_subj
1.7687369586766675,0.24162675096839115,1.3789048002989706,0.022407054957112375,-0.010795927664075741
1.3455791368546897,0.25364628619557195,1.0350972656310564,0.028908763936673253,-0.014644468119028036
1.4192022267745223,0.25281327116787994,0.697899541943262,0.03756263217215908,-0.015526316274171231
1.5762347658715539,0.30652051407243036,1.285357910868558,0.016654839310783418,-0.006299640626551105
1.5903292968485172,0.26223055415592733,1.352422721494727,0.02067328751012432,-0.010003128436430968
1.72349884932285,0.24581380017573706,0.9486773367839263,0.024535307578545298,-0.0034807420855505443
1.0816877086964176,0.21825254008398093,0.46353305057924166,0.021212638826438705,-0.009802684213285697
1.5565479541633203,0.2718690509911794,1.3551456217597733,0.029299404000438876,-0.005301153567219809
1.4587685284321552,0.22552235224561237,1.1449365534760396,0.029188840497668334,-0.01417963303478454
1.1256599196433386,0.2816599338628897,1.9640628220740004,0.01683096464976353,-0.0075304459431375596
1.4217339698427118,0.24690454271189258,0.8317187934344386,0.03776921013594235,-0.006309962985041003
1.9020542790332235,0.2658568708373321,1.1798378849853406,0.017001961894579063,-0.014417422616744337
2.144884699869299,0.2984901941446787,0.5967752297808951,0.019857600585067997,-0.008111413423583364
1.8406717051953259,0.23801402388393283,1.842365606343476,0.011520510752271673,-0.01076889976050768
1.6551690552718072,0.21346711252002926,0.37824613780325866,0.0441452355049966,-0.015673920406737315
1.2372242430457705,0.22022080489120083,0.3993490942877873,0.02817957604365329,-0.008286690973716988
1.6510585715764,0.28980003571816404,1.2608177437477988,0.01513963738762056,-0.012764605505100775
2.0864088449617215,0.19735002132812554,1.1945673881631025,0.009685971673314921,-0.01266211869281563
1.1180623901760345,0.26101418039418545,0.13094215197881606,0.013043387375134403,-0.010515521116430218
1.5908788261646292,0.276975596325595,1.2689965687006557,0.02571855834336217,-0.012957166950791814
