Parameter,HDI_Overlap,Diff_Mean,Diff_Lower,Diff_Upper,Equal
t,0.7876812199977915,0.004409742621702974,-0.034907933127546587,0.0452603893920594,True
v_Intercept,0.41530198012353914,0.050773154957191244,-0.04788435967323551,0.14624131693488307,True
v_val_diff,0.0,-0.9427633741502336,-0.9630206287442589,-0.9224411865529007,False
v_DwellPropAdvantage,0.0,-0.8335092706041698,-0.9936685254157659,-0.6925243986074598,False
v_gaze_quad,0.0,-0.4597042472243376,-0.6872419848861977,-0.18688562892659055,False
a_Intercept,0.7110981554984017,0.009548918738614928,-0.4139687176673359,0.41722273170313784,True
a_abs_DwellPropAdv:C(OVcate)[low],0.0,-1.5559071198637722,-1.747314635333581,-1.3504587689097611,False
a_abs_DwellPropAdv:C(OVcate)[medium],0.0,-1.4925881901624567,-1.7227794888204604,-1.2541102222673406,False
a_abs_DwellPropAdv:C(OVcate)[high],0.0,-1.9823960698097336,-2.1955034942894063,-1.7815880875235597,False
