a_subj,t(0)_subj,t(1)_subj,t(2)_subj,t(3)_subj,v_Intercept_subj,v_AttentionW_subj,v_InattentionW:C(OVcate)[0]_subj,v_InattentionW:C(OVcate)[1]_subj,v_InattentionW:C(OVcate)[2]_subj,v_InattentionW:C(OVcate)[3]_subj
1.822586137009824,,,,,1.6921730625311582,0.016543375908232384,,,,
1.3524867286525009,,,,,1.2121314019912015,0.031775600391623963,,,,
1.49026983698521,,,,,1.1155482981664517,0.033687498629785546,,,,
1.883381920819264,,,,,1.4221859767440503,0.015089789748600658,,,,
1.6173304031065459,,,,,1.4760751074387684,0.0197076831945561,,,,
1.931738845626365,,,,,1.1038074836480427,0.025709241056185547,,,,
1.0878594481717483,,,,,0.8695176427816722,0.01548380200394107,,,,
1.6823972125038924,,,,,1.5859262973889734,0.025442712938536616,,,,
1.4622147985112346,,,,,1.4998948582231173,0.023778088173128768,,,,
1.2128688007746988,,,,,2.173979710356201,0.013501602490139293,,,,
1.4815320342668652,,,,,1.1520575647426787,0.031009751729131403,,,,
2.154145672057624,,,,,1.28885057452691,0.022786824780190364,,,,
2.36252879584758,,,,,0.7092527310414813,0.016270730146543004,,,,
1.9428575913399533,,,,,1.798076193174408,0.01737287842495511,,,,
1.8092605023151365,,,,,1.1568209897925612,0.03891732275698558,,,,
1.266702913320184,,,,,0.8203470009275946,0.024055166573918214,,,,
1.9372561742133654,,,,,1.875790415323539,0.010287545611556658,,,,
2.044290690573297,,,,,1.283990811944363,0.007730921524749637,,,,
1.1894104749290704,,,,,0.7352977007891685,0.012473843078394876,,,,
1.8250434308610202,,,,,1.2520139795991396,0.02777991733683838,,,,
