a_subj,t(0)_subj,t(1)_subj,v_Intercept_subj,v_AttentionW_subj,v_InattentionW:C(OVcate)[low]_subj,v_InattentionW:C(OVcate)[medium]_subj,v_InattentionW:C(OVcate)[high]_subj
1.7970740602923272,,,0.58219250763257,0.022473700380666636,0.015498867296949175,0.03439013912582215,0.032060470853218545
1.5387523363202869,,,0.5222949567207266,0.013958838214399884,0.011501380943017937,0.018455937080309282,0.028572611036308964
2.3792201109783635,,,0.6597970288478932,0.030536793339509982,0.03211719876167606,0.02503226368812735,0.028679712293798985
1.6597963558468398,,,0.5840875826181654,0.03744173832740557,0.032921523550341406,0.044564943164940585,0.034952229528797785
2.0938492565360756,,,0.5988297074950628,0.024504823962210806,0.017210758478880525,0.026350849955637613,0.013248146600324572
1.56470026167058,,,0.5917651290606103,0.019450349182967015,0.010990593393170819,0.024246877908310007,0.02341020211154697
1.577934855888334,,,0.640161970200047,0.0347170578123655,0.04043152746317019,0.043401608498755156,0.03900376405115463
1.9233180565181458,,,0.548135877832715,0.022671563326698712,0.027130453403048607,0.027748799707964844,0.031804375619218596
1.0188201929014302,,,0.6066211780252119,0.04054314148573443,0.026695388408673262,0.04029170876953881,0.028975298158004186
1.656426851183086,,,0.550167738654492,0.030258467919563995,0.027847397516848726,0.02453991428527845,0.024782817154984784
1.2194491261741667,,,0.6123804911923652,0.03137850920606164,0.020736943765956382,0.04758141883264616,0.02887243030116346
1.697664529574389,,,0.608191951954158,0.037263528863128975,0.02336697096066991,0.040879444947482045,0.03454183960828182
2.030875622134172,,,0.5902073879988059,0.023291378343327084,0.026341813137928247,0.022181172614317738,0.03664910593894908
2.4482739132123053,,,0.5335851706148566,0.029080072355362235,0.01825489533333125,0.024099540897042467,0.033830824765566606
2.2092842424494212,,,0.5583156912929492,0.03154925862784507,0.02793776577966928,0.03717935813737277,0.028201747856811343
2.7507682952910106,,,0.558137309531933,0.0340759325958683,0.04082375771874915,0.0387931693495767,0.026989549441248675
2.707169108497791,,,0.6335643935128802,0.052434665891617493,0.01683372950962898,0.03752350980832844,0.05458740320264101
1.8268517600069831,,,0.5746296088296302,0.022068016328739806,0.01848684972658466,0.026081450416020693,0.02608507231662151
1.4008306331757538,,,0.5032337534747975,0.007798646665984018,0.012616126759551918,0.010261963261009185,0.015276946663231738
2.285861488858381,,,0.42934534027702376,0.015416897071604091,0.011743530463892426,0.022536555020667048,-0.015796444730200414
2.535767765919096,,,0.4860060378081053,0.03911688237191595,0.032801525876594594,0.037542079331438445,0.051562276087163336
