a_subj,t(0)_subj,t(1)_subj,t(2)_subj,t(3)_subj,v_Intercept_subj,v_InattentionW_subj,v_AttentionW:C(cond)[0]_subj,v_AttentionW:C(cond)[1]_subj,v_AttentionW:C(cond)[2]_subj,v_AttentionW:C(cond)[3]_subj
1.6173877613892487,,,,,0.14688620428201293,-0.008641959366566756,0.047056202774641204,0.062208405136910054,0.06539118590246848,0.07739197978424342
1.626527252062194,,,,,-1.4190612888581167,0.0176861471334562,0.050593343815023825,0.049689691697645595,0.05284260123264723,0.04572101097504111
1.2640431407226658,,,,,-0.47128679298731563,0.01580390739820654,0.04379556975957377,0.058766507016955474,0.06175272062408737,0.07101246013906941
1.6634188338012437,,,,,1.0941463833975014,0.026030668438620827,0.05243512460970891,0.04580688511932143,0.07099222120623927,0.0916185910053759
1.9636982210155047,,,,,-0.7377978662738643,0.014035954858760087,0.04768114645303824,0.054773846932379355,0.051064505119827,0.07128028585129442
2.390747962557225,,,,,-0.2178796823586012,0.03114415233937569,0.043116183385421475,0.06181684912235332,0.08224855334699101,0.08765982878907481
1.7096789247181008,,,,,-0.21423339039342518,-0.027428762614805775,0.05222071526207239,0.043470495749080434,0.06799058311408583,0.0743123085909762
1.4924456140236566,,,,,-1.2830391390655151,0.030443417535540602,0.044734406888720185,0.05986530420772,0.07524817591710231,0.08247052423985787
1.4112526361443964,,,,,0.8311168525776891,-0.019524727336629796,0.04630643640764569,0.05786828582106342,0.0821147489390835,0.05123830245162077
2.039845377333893,,,,,-0.7010957484201141,0.005605986429225948,0.049002187828124814,0.058299164806297384,0.07409152212484012,0.06673273409989153
1.8308077263136529,,,,,-0.06139842717228331,0.002246805931254858,0.0464261236837776,0.05727938650788628,0.06633257799454219,0.08776395823583695
1.3195461950346083,,,,,0.07711737838613997,0.015348089564922984,0.04796164094207602,0.047962986717718904,0.0739091350735219,0.09227138144187716
1.2496954448390558,,,,,-0.2875140618531263,0.0337571494046657,0.04722493513313254,0.0450067905797355,0.05995798285492742,0.05652717546464165
1.9494839026710182,,,,,-0.9238461691248779,0.021426649719980807,0.04703803385340996,0.0557522258590526,0.05900803465250504,0.0605744557136197
1.9805798431858441,,,,,0.013015113937663275,-0.01793610147224506,0.05213124840065265,0.0408500473699916,0.06646988934713656,0.06873109965293286
1.6990256596299518,,,,,-1.0000247091594132,0.004520384266179453,0.0515016521102128,0.04697097023245683,0.05276582127826515,0.08122061417380183
1.935264842574738,,,,,0.42891278741361116,0.036866763847160845,0.03988933640575517,0.05776896169992007,0.0634889151794795,0.06866831463280851
1.8803772896064324,,,,,0.5491337995272169,0.008367010150552152,0.040937529258285116,0.05222061143172963,0.08074416426052801,0.04570006959121669
1.409972787381044,,,,,-0.18768075688158709,-0.003589648461292781,0.05164897270968432,0.05010996666408428,0.06436719318168231,0.09127846982417478
1.7063457634691128,,,,,0.41917248231783355,0.03109313443240403,0.04348503089460522,0.03942608741576938,0.08690771289964097,0.08367930315368045
2.495619867607846,,,,,-1.0863988610321267,0.012386618596984929,0.049080426079797616,0.046809632819856735,0.0411298538977399,0.04944994311707084
