bin,mean,sd,n_subjects,sem,boot_ci_low,boot_ci_high,model_mean,model_sd,model_n_draws,model_pi95_low,model_pi95_high,mean_draw_subject_sd,mean_draw_subject_sem,pi95_draw_subject_sd_low,pi95_draw_subject_sd_high,pi95_draw_subject_sem_low,pi95_draw_subject_sem_high,obs_mean_in_model_pi95,model_mean_in_obs_boot95,obs_boot95_overlaps_model_pi95,diff_model_minus_obs,ppc_p_2sided
E>>S,0.6146499266279711,0.1656185513825453,21,0.03614093086664034,0.5486139366525142,0.6839713384441408,0.5779316122766555,0.012116136329255551,2000,0.552512053118656,0.6005441126916748,0.14142716282106554,0.030861937092875102,0.11559930113318483,0.16968578209444585,0.02522583560603876,0.037028473371694307,False,True,True,-0.03671831435131567,0.002
E>S,0.46196607041443755,0.14539486795122303,21,0.03172776133545659,0.39848852209100605,0.5199348210536672,0.48486866499715375,0.009566963376177327,2000,0.46577534924063535,0.5041410875217919,0.1247455347335548,0.02722170740591704,0.10649363170650171,0.14268448067114983,0.02323881563456159,0.03113630634147655,False,True,True,0.022902594582716207,0.02
S~E,0.4423425197499173,0.13077458286097443,21,0.02853735356841381,0.39043912967492894,0.4973289191673735,0.44424404923358235,0.009495677605433251,2000,0.42554997829756885,0.46366810956231347,0.09739697353409445,0.02125376207998088,0.07724331377966565,0.1179319462692549,0.016855872967835396,0.025734860506301218,True,True,True,0.0019015294836650654,0.856
S>E,0.430586203693046,0.11694671802818582,21,0.025519866078134206,0.38047421109495444,0.4772743228825415,0.44844904373450145,0.010180175843109457,2000,0.4286346589417473,0.46787405059424325,0.09706071049504252,0.02118038346903462,0.07962451100091511,0.11461024719679543,0.017375492801692264,0.025010006342710257,True,True,True,0.01786284004145544,0.082
S>>E,0.5319889756281749,0.10148315429405884,21,0.02214543982454321,0.49122183349029336,0.5756058848356205,0.5039189339125842,0.012631566804911332,2000,0.4794241631447177,0.5300090694823271,0.09493087940512494,0.020715616222033786,0.07160207230447242,0.12027090710375854,0.015624853154806953,0.02624526360495122,False,True,True,-0.028070041715590688,0.032
