draw,subj_idx,rt_quintile,subject_mean
0,2,1,0.5106382978723404
0,2,2,0.3592233009708738
0,2,3,0.484375
0,2,4,0.4482758620689655
0,2,5,0.5
0,3,1,0.6838235294117647
0,3,2,0.5769230769230769
0,3,3,0.5777777777777777
0,3,4,0.6078431372549019
0,3,5,0.48484848484848486
0,7,1,0.6
0,7,2,0.5526315789473685
0,7,3,0.4533333333333333
0,7,4,0.5757575757575758
0,7,5,0.5662650602409639
0,8,1,0.6014492753623188
0,8,2,0.515625
0,8,3,0.6052631578947368
0,8,4,0.5227272727272727
0,8,5,0.5
0,9,1,0.4375
0,9,2,0.375
0,9,3,0.6164383561643836
0,9,4,0.42857142857142855
0,9,5,0.5405405405405406
0,10,1,
0,10,2,0.5416666666666666
0,10,3,0.4174757281553398
0,10,4,0.44565217391304346
0,10,5,0.4868421052631579
0,11,1,0.5327868852459017
0,11,2,0.40229885057471265
0,11,3,0.6086956521739131
0,11,4,0.46153846153846156
0,11,5,0.64
0,12,1,0.4
0,12,2,0.4264705882352941
0,12,3,0.5068493150684932
0,12,4,0.4880952380952381
0,12,5,0.5466666666666666
0,13,1,0.3522727272727273
0,13,2,0.45454545454545453
0,13,3,0.4166666666666667
0,13,4,0.3
0,13,5,0.5
0,15,1,0.4074074074074074
0,15,2,0.358974358974359
0,15,3,0.5
0,15,4,0.5151515151515151
0,15,5,0.5454545454545454
0,16,1,0.44886363636363635
0,16,2,0.4657534246575342
0,16,3,0.5238095238095238
0,16,4,0.4
0,16,5,0.625
0,17,1,0.36363636363636365
0,17,2,0.4470588235294118
0,17,3,0.582089552238806
0,17,4,0.4807692307692308
0,17,5,0.48717948717948717
0,18,1,0.5238095238095238
0,18,2,0.5641025641025641
0,18,3,0.5283018867924528
0,18,4,0.5
0,18,5,0.5161290322580645
0,19,1,0.4
0,19,2,0.6875
0,19,3,0.4418604651162791
0,19,4,0.5
0,19,5,0.4578313253012048
0,20,1,0.3076923076923077
0,20,2,0.4225352112676056
0,20,3,0.4375
0,20,4,0.42857142857142855
0,20,5,0.5465116279069767
0,21,1,0.3333333333333333
0,21,2,0.34210526315789475
0,21,3,0.4246575342465753
0,21,4,0.4523809523809524
0,21,5,0.5163934426229508
0,22,1,0.5957446808510638
0,22,2,0.5405405405405406
0,22,3,0.4032258064516129
0,22,4,0.5636363636363636
0,22,5,0.47560975609756095
0,23,1,0.4852941176470588
0,23,2,0.5857142857142857
0,23,3,0.5686274509803921
0,23,4,0.47540983606557374
0,23,5,0.4
0,24,1,0.5
0,24,2,0.5230769230769231
0,24,3,0.5
0,24,4,0.5517241379310345
0,24,5,0.47058823529411764
0,25,1,0.7333333333333333
0,25,2,0.45454545454545453
0,25,3,0.36363636363636365
0,25,4,0.4772727272727273
0,25,5,0.3644067796610169
0,26,1,
0,26,2,0.5652173913043478
0,26,3,0.532608695652174
0,26,4,0.5104166666666666
0,26,5,0.5229357798165137
1,2,1,0.484375
1,2,2,0.3783783783783784
1,2,3,0.5409836065573771
1,2,4,0.5
1,2,5,0.45454545454545453
1,3,1,0.7348484848484849
1,3,2,0.6190476190476191
1,3,3,0.42857142857142855
1,3,4,0.6666666666666666
1,3,5,0.6060606060606061
1,7,1,0.45454545454545453
1,7,2,0.5774647887323944
1,7,3,0.49382716049382713
1,7,4,0.4943820224719101
1,7,5,0.5882352941176471
1,8,1,0.55
1,8,2,0.5652173913043478
1,8,3,0.4634146341463415
1,8,4,0.5789473684210527
1,8,5,0.5666666666666667
1,9,1,0.625
1,9,2,0.5
1,9,3,0.4567901234567901
1,9,4,0.3783783783783784
1,9,5,0.4782608695652174
1,10,1,0.0
1,10,2,0.5384615384615384
1,10,3,0.40860215053763443
1,10,4,0.41836734693877553
