stat,observed,mean,std,SEM,MSE,credible,quantile,mahalanobis
accuracy,0.49044289044289047,0.4912924341985768,0.05691188576966877,7.217245928256772e-07,0.0032396844664528933,True,52.62380952380953,0.014927352067098784
mean_ub,1.0890511172545503,1.048588603239346,0.24681678728023046,0.0016372150404305944,0.06255574152376514,True,54.169047619047625,0.16393744712860195
std_ub,0.7948249511494707,0.5515574195031439,0.20644686388850428,0.05917909195329664,0.10179939956269532,True,87.44285714285715,1.1783542121410395
10q_ub,0.5340530687824412,0.592624439018539,0.10843896246021903,0.0034306054113340456,0.015189613990782775,True,34.364285714285714,0.5401321527544567
30q_ub,0.6967239115754182,0.7187646867896831,0.14186692943984477,0.00048579577204575135,0.020612021440735737,True,44.25000000000001,0.15536231947284582
50q_ub,0.8737024189713338,0.8736758912691758,0.18853953195153975,7.037189817863345e-10,0.03554715581222496,True,49.17857142857143,0.00014070100781236024
70q_ub,1.1194044986498284,1.1212902614454427,0.2693569974930146,3.5561013213233063e-06,0.07255674819977292,True,48.490476190476194,0.007000979418265418
90q_ub,1.8005100969064642,1.7171402214329867,0.48189679866987284,0.006950536136463148,0.23917506070473446,True,58.12380952380953,0.1730035885351268
mean_lb,-1.060519007826157,-1.0343482261977024,0.22827435917692906,0.0006849098110442596,0.052794092868681995,True,49.91428571428572,0.11464617280195895
std_lb,0.8644884999148749,0.541086688606257,0.1943508644067975,0.1045887315576949,0.14236099005336422,True,94.52619047619048,1.66401015141205
10q_lb,0.5419935323757272,0.5898398287313326,0.103656539833195,0.002289268074948412,0.013033946325139281,True,37.43333333333334,0.46158492684204977
30q_lb,0.6742808129161858,0.7121650314435363,0.13282906514621834,0.0014352140134280442,0.01907877456104624,True,40.29761904761905,0.2852103075907934
50q_lb,0.8293280940833938,0.862475632929731,0.17324245935872085,0.00109875933156943,0.031111709056227396,True,41.75952380952381,0.19133611338142512
70q_lb,1.0595794399283478,1.1034300634878023,0.2468497372539079,0.0019228771865529826,0.0628576699688762,True,40.77857142857143,0.1776409569938088
90q_lb,1.748626132332447,1.687108505088801,0.44758158243795193,0.003784418461688171,0.20411369139934993,True,54.46666666666667,0.13744450097468905
