stat,observed,mean,std,SEM,MSE,credible,quantile,mahalanobis
accuracy,0.49044289044289047,0.4936142895816614,0.05574698034671076,1.0057772497397176e-05,0.0031177835902738878,True,49.392857142857146,0.05688916456186278
mean_ub,1.0890511172545503,1.0478680857021931,0.24855906102114506,0.0016960420878424439,0.06347764890355571,True,54.078571428571436,0.16568710624817526
std_ub,0.7948249511494707,0.5517826016672582,0.20684354866899893,0.05906958364183391,0.1018538372678182,True,87.1904761904762,1.1750057038092139
10q_ub,0.5340530687824412,0.5929910149231553,0.10937549296804701,0.0034736814952857193,0.015436679957289083,True,34.55238095238096,0.5388587931478606
30q_ub,0.6967239115754182,0.718719552530987,0.14336764952845343,0.00048380822104629196,0.021038091152359654,True,44.228571428571435,0.15342122876335054
50q_ub,0.8737024189713338,0.8729095647441489,0.19020387227068958,6.286178255649516e-07,0.03617814164459057,True,49.06428571428572,0.004168444194745611
70q_ub,1.1194044986498284,1.1186861749189239,0.2706462031239645,5.159889823805954e-07,0.07324988325440009,True,48.721428571428575,0.0026541060713698964
90q_ub,1.8005100969064642,1.7163360311539402,0.48689551570381234,0.007085273345310244,0.24415251655779013,True,57.892857142857146,0.1728791147949876
mean_lb,-1.060519007826157,-1.0362412217917827,0.2282498992118553,0.0005894108947308627,0.05268742738495258,True,49.82619047619048,0.10636493649375234
std_lb,0.8644884999148749,0.5441185292755502,0.19582567780442164,0.10263691808744177,0.1409846141750029,True,94.20952380952382,1.635995719413723
10q_lb,0.5419935323757272,0.5900281341608081,0.1027914989115695,0.0023073229686512973,0.01287341521713844,True,37.240476190476194,0.46730130695345334
30q_lb,0.6742808129161858,0.7122622336139283,0.13117190366610015,0.0014425883182188997,0.0186486566296077,True,40.038095238095245,0.28955454358903476
50q_lb,0.8293280940833938,0.8628188484591388,0.17217066717241247,0.001121630628656483,0.030764369263250067,True,41.859523809523814,0.19452067489642247
70q_lb,1.0595794399283478,1.1046560025311651,0.24585085447768085,0.0020318964960857108,0.06247453914349166,True,40.98809523809524,0.18334922080537058
90q_lb,1.748626132332447,1.692704086276463,0.4507445132984309,0.0031272752350875893,0.20629789150372557,True,55.32380952380953,0.12406594957032528
