stat,observed,mean,std,SEM,MSE,credible,quantile,mahalanobis
accuracy,0.4491447770311546,0.4701304493482947,0.055569112743087,0.00044039844260238047,0.003528324733656259,True,36.185,0.37764994402849805
mean_ub,1.298915619056579,1.1767331683094222,0.4223937196140273,0.014928551270581378,0.1933450056399541,True,67.9275,0.289261996742764
std_ub,1.2189932323390413,0.6058384193898857,0.30196657699527346,0.375958824642714,0.4671426382649559,True,95.0825,2.0305386743472376
10q_ub,0.5964964415425129,0.6519735749921203,0.1827488188763673,0.003077712335785544,0.03647484313649271,True,28.9425,0.3035704076814778
30q_ub,0.7879833135234549,0.806438187494576,0.25465352617607595,0.0003405823732899635,0.06518900076720019,True,51.1575,0.07247052200000087
50q_ub,0.9839234238038445,0.9920470506176352,0.3392582598442891,6.599331260974009e-05,0.11516216018518544,True,55.42,0.023945258746299325
70q_ub,1.304866908578333,1.278074319813475,0.46996249862365713,0.0007178428127228019,0.2215825929253141,True,58.565,0.0570100568520329
90q_ub,2.172728005944464,1.9312847296459974,0.7850588012673648,0.05829485566973759,0.6746121771170924,True,70.1125,0.30754801539539567
mean_lb,-1.1460665406949277,-1.0847462907462218,0.3398822018857567,0.0037601730537717777,0.11928008421248287,True,39.8275,0.1804161842205475
std_lb,1.0462113682817968,0.5875970634590776,0.291828016341852,0.21032708058802604,0.2954906717100465,True,94.6875,1.5715225377315765
10q_lb,0.5342609590284155,0.5987241117428989,0.13554206771828822,0.0041554980578907995,0.02252715017923984,True,24.7175,0.4755951698218452
30q_lb,0.690108523926392,0.7301130363279582,0.18637237421122943,0.0016003610124870652,0.03633502288161749,True,31.66,0.21464829522548326
50q_lb,0.856033354754345,0.8960296843595803,0.25437113863799743,0.0015997063818906177,0.06630438255388185,True,37.27,0.1572361149908407
70q_lb,1.148608904188859,1.1644401400958746,0.37198300032759596,0.0002506280303435809,0.1386219805630628,True,47.56,0.042559030636006114
90q_lb,1.9383356583141451,1.8057023705887048,0.6814371627958106,0.01759158901285945,0.4819481958520618,True,62.31,0.1946375909134021
