,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
t,0.392,0.017,0.354,0.42,0.001,0.0,735.31,672.087,
v_Intercept,0.516,0.035,0.448,0.574,0.004,0.003,84.999,566.297,
v_val_diff,0.065,0.003,0.06,0.071,0.0,0.0,272.965,617.124,
v_val_bal_int,-0.032,0.002,-0.036,-0.029,0.0,0.0,95.313,254.928,
a,2.17,0.163,1.882,2.491,0.006,0.005,672.985,513.659,
