Parameter,HDI_Overlap,Diff_Mean,Diff_Lower,Diff_Upper,Equal
t,0.864556045995507,-0.0031662973941191,-0.05047118029977116,0.03601710322810103,True
v_Intercept,0.8358303153167492,-0.02021187986814741,-0.09462010908015012,0.07992671049348554,True
v_val_diff,0.8504070700097917,-0.0011287786487829746,-0.009328959570148274,0.006248578799365537,True
v_val_bal_int,0.7016361733244988,0.00151602863405775,-0.004048365870158402,0.00773745576369906,True
a,0.782132118785748,0.03392057331393682,-0.3605454489558957,0.42830989238855066,True
