draw,subj_idx,rt_quintile,subject_mean
0,1,1,0.2653061224489796
0,1,2,0.2898550724637681
0,1,3,0.3939393939393939
0,1,4,0.3333333333333333
0,1,5,0.4423076923076923
0,3,1,0.6046511627906976
0,3,2,0.603448275862069
0,3,3,0.6219512195121951
0,3,4,0.5875
0,3,5,0.5425531914893617
0,4,1,0.8333333333333334
0,4,2,0.5652173913043478
0,4,3,0.5157894736842106
0,4,4,0.3786407766990291
0,4,5,0.4827586206896552
0,5,1,0.5
0,5,2,0.2777777777777778
0,5,3,0.28125
0,5,4,0.375
0,5,5,0.49038461538461536
0,7,1,0.5555555555555556
0,7,2,0.5714285714285714
0,7,3,0.5168539325842697
0,7,4,0.5154639175257731
0,7,5,0.5660377358490566
0,8,1,0.6097560975609756
0,8,2,0.5420560747663551
0,8,3,0.5866666666666667
0,8,4,0.47435897435897434
0,8,5,0.5892857142857143
0,10,1,0.3468208092485549
0,10,2,0.358974358974359
0,10,3,0.5882352941176471
0,10,4,0.3333333333333333
0,10,5,0.0
0,11,1,0.5161290322580645
0,11,2,0.5046728971962616
0,11,3,0.4268292682926829
0,11,4,0.4918032786885246
0,11,5,0.3333333333333333
0,12,1,0.6842105263157895
0,12,2,0.609375
0,12,3,0.5588235294117647
0,12,4,0.5
0,12,5,0.48214285714285715
0,13,1,0.717948717948718
0,13,2,0.5714285714285714
0,13,3,0.6133333333333333
0,13,4,0.6666666666666666
0,13,5,0.6097560975609756
0,15,1,0.4909090909090909
0,15,2,0.43
0,15,3,0.39759036144578314
0,15,4,0.4666666666666667
0,15,5,0.5106382978723404
0,16,1,0.4
0,16,2,0.4
0,16,3,0.6136363636363636
0,16,4,0.4166666666666667
0,16,5,0.49537037037037035
0,17,1,0.6666666666666666
0,17,2,0.6428571428571429
0,17,3,0.6842105263157895
0,17,4,0.425531914893617
0,17,5,0.5490196078431373
0,19,1,0.3425925925925926
0,19,2,0.38823529411764707
0,19,3,0.3108108108108108
0,19,4,0.33962264150943394
0,19,5,0.5384615384615384
0,21,1,0.5728155339805825
0,21,2,0.6060606060606061
0,21,3,0.6065573770491803
0,21,4,0.4909090909090909
0,21,5,0.5531914893617021
0,22,1,0.2898550724637681
0,22,2,0.3787878787878788
0,22,3,0.35294117647058826
0,22,4,0.37037037037037035
0,22,5,0.5555555555555556
0,23,1,0.46551724137931033
0,23,2,0.38961038961038963
0,23,3,0.4794520547945205
0,23,4,0.4936708860759494
0,23,5,0.4657534246575342
0,24,1,0.12195121951219512
0,24,2,0.4342105263157895
0,24,3,0.6
0,24,4,0.3508771929824561
0,24,5,0.5
0,25,1,0.3113207547169811
0,25,2,0.0
0,25,3,
0,25,4,0.0
0,25,5,
0,27,1,0.302158273381295
0,27,2,0.38461538461538464
0,27,3,0.4918032786885246
0,27,4,0.45098039215686275
0,27,5,0.35714285714285715
1,1,1,0.22916666666666666
1,1,2,0.3614457831325301
1,1,3,0.3466666666666667
1,1,4,0.4605263157894737
1,1,5,0.5256410256410257
1,3,1,0.6052631578947368
1,3,2,0.6379310344827587
1,3,3,0.5157894736842106
1,3,4,0.4918032786885246
1,3,5,0.4380952380952381
1,4,1,0.6
1,4,2,0.49206349206349204
1,4,3,0.4777777777777778
1,4,4,0.5
1,4,5,0.4946236559139785
1,5,1,0.0
1,5,2,0.2702702702702703
1,5,3,0.3684210526315789
1,5,4,0.37254901960784315
1,5,5,0.4897959183673469
1,7,1,0.6
1,7,2,0.5306122448979592
1,7,3,0.5747126436781609
1,7,4,0.5051546391752577
1,7,5,0.6134453781512605
1,8,1,0.625
1,8,2,0.6144578313253012
1,8,3,0.5131578947368421
1,8,4,0.5714285714285714
1,8,5,0.46153846153846156
1,10,1,0.34911242603550297
1,10,2,0.36666666666666664
1,10,3,0.35
1,10,4,0.2631578947368421
1,10,5,0.2
1,11,1,0.4166666666666667
1,11,2,0.5056179775280899
1,11,3,0.48936170212765956
1,11,4,0.4383561643835616
1,11,5,0.5588235294117647
1,12,1,0.43478260869565216
1,12,2,0.6274509803921569
1,12,3,0.547945205479452
1,12,4,0.4807692307692308
1,12,5,0.5384615384615384
1,13,1,0.609375
1,13,2,0.56
1,13,3,0.6129032258064516
1,13,4,0.6666666666666666
1,13,5,0.546875
1,15,1,0.49019607843137253
1,15,2,0.45263157894736844
1,15,3,0.5268817204301075
1,15,4,0.4186046511627907
1,15,5,0.4
1,16,1,0.5
1,16,2,0.15384615384615385
1,16,3,0.5714285714285714
1,16,4,0.4533333333333333
1,16,5,0.4711111111111111
1,17,1,0.2222222222222222
1,17,2,0.5185185185185185
1,17,3,0.575
1,17,4,0.5454545454545454
1,17,5,0.62
1,19,1,0.3898305084745763
