draw,subj_idx,dwell_quintile,subject_mean
0,1,E>>S,0.425
0,1,E>S,0.4105263157894737
0,1,S~E,0.37037037037037035
0,1,S>E,0.3157894736842105
0,1,S>>E,0.24324324324324326
0,3,E>>S,0.5454545454545454
0,3,E>S,0.6341463414634146
0,3,S~E,0.5714285714285714
0,3,S>E,0.6557377049180327
0,3,S>>E,0.4788732394366197
0,4,E>>S,0.5194805194805194
0,4,E>S,0.45
0,4,S~E,0.46153846153846156
0,4,S>E,0.5125
0,4,S>>E,0.4596774193548387
0,5,E>>S,0.46153846153846156
0,5,E>S,0.3484848484848485
0,5,S~E,0.3382352941176471
0,5,S>E,0.24731182795698925
0,5,S>>E,0.48598130841121495
0,7,E>>S,0.5531914893617021
0,7,E>S,0.5471698113207547
0,7,S~E,0.4883720930232558
0,7,S>E,0.5882352941176471
0,7,S>>E,0.5072463768115942
0,8,E>>S,0.7692307692307693
0,8,E>S,0.5211267605633803
0,8,S~E,0.5185185185185185
0,8,S>E,0.52
0,8,S>>E,0.5454545454545454
0,10,E>>S,0.32786885245901637
0,10,E>S,0.44
0,10,S~E,0.4
0,10,S>E,0.4090909090909091
0,10,S>>E,0.21428571428571427
0,11,E>>S,0.41304347826086957
0,11,E>S,0.4155844155844156
0,11,S~E,0.44554455445544555
0,11,S>E,0.5076923076923077
0,11,S>>E,0.5352112676056338
0,12,E>>S,0.5106382978723404
0,12,E>S,0.4807692307692308
0,12,S~E,0.40540540540540543
0,12,S>E,0.5531914893617021
0,12,S>>E,0.6666666666666666
0,13,E>>S,0.5606060606060606
0,13,E>S,0.573170731707317
0,13,S~E,0.6290322580645161
0,13,S>E,0.7058823529411765
0,13,S>>E,0.71875
0,15,E>>S,0.6296296296296297
0,15,E>S,0.45569620253164556
0,15,S~E,0.42574257425742573
0,15,S>E,0.4177215189873418
0,15,S>>E,0.44594594594594594
0,16,E>>S,0.4744525547445255
0,16,E>S,0.5555555555555556
0,16,S~E,0.4426229508196721
0,16,S>E,0.43137254901960786
0,16,S>>E,0.5675675675675675
0,17,E>>S,0.5357142857142857
0,17,E>S,0.5
0,17,S~E,0.4444444444444444
0,17,S>E,0.6363636363636364
0,17,S>>E,0.6458333333333334
0,19,E>>S,0.3490566037735849
0,19,E>S,0.22727272727272727
0,19,S~E,0.36231884057971014
0,19,S>E,0.43010752688172044
0,19,S>>E,0.425531914893617
0,21,E>>S,0.7457627118644068
0,21,E>S,0.625
0,21,S~E,0.55
0,21,S>E,0.6153846153846154
0,21,S>>E,0.4726027397260274
0,22,E>>S,0.3333333333333333
0,22,E>S,0.30952380952380953
0,22,S~E,0.3418803418803419
0,22,S>E,0.34831460674157305
0,22,S>>E,0.27906976744186046
0,23,E>>S,0.4418604651162791
0,23,E>S,0.45054945054945056
0,23,S~E,0.42574257425742573
0,23,S>E,0.48148148148148145
0,23,S>>E,0.5227272727272727
0,24,E>>S,0.4666666666666667
0,24,E>S,0.4675324675324675
0,24,S~E,0.41333333333333333
0,24,S>E,0.46808510638297873
0,24,S>>E,0.37142857142857144
0,25,E>>S,0.2857142857142857
0,25,E>S,0.3
0,25,S~E,0.2222222222222222
0,25,S>E,0.30434782608695654
0,25,S>>E,0.6
0,27,E>>S,0.35135135135135137
0,27,E>S,0.34285714285714286
0,27,S~E,0.43283582089552236
0,27,S>E,0.38181818181818183
0,27,S>>E,0.41818181818181815
1,1,E>>S,0.45
1,1,E>S,0.47368421052631576
1,1,S~E,0.3888888888888889
1,1,S>E,0.42105263157894735
1,1,S>>E,0.22972972972972974
1,3,E>>S,0.6363636363636364
1,3,E>S,0.6341463414634146
1,3,S~E,0.5535714285714286
1,3,S>E,0.45901639344262296
1,3,S>>E,0.4788732394366197
1,4,E>>S,0.4935064935064935
1,4,E>S,0.3
1,4,S~E,0.48717948717948717
1,4,S>E,0.5375
1,4,S>>E,0.532258064516129
1,5,E>>S,0.5769230769230769
1,5,E>S,0.45454545454545453
1,5,S~E,0.29411764705882354
1,5,S>E,0.3225806451612903
1,5,S>>E,0.3644859813084112
1,7,E>>S,0.574468085106383
1,7,E>S,0.5283018867924528
1,7,S~E,0.4883720930232558
1,7,S>E,0.6274509803921569
1,7,S>>E,0.5652173913043478
1,8,E>>S,0.717948717948718
1,8,E>S,0.5211267605633803
1,8,S~E,0.5308641975308642
1,8,S>E,0.47
1,8,S>>E,0.6666666666666666
1,10,E>>S,0.32786885245901637
1,10,E>S,0.36
1,10,S~E,0.3142857142857143
1,10,S>E,0.36363636363636365
1,10,S>>E,0.42857142857142855
1,11,E>>S,0.5652173913043478
1,11,E>S,0.4675324675324675
1,11,S~E,0.40594059405940597
1,11,S>E,0.5384615384615384
1,11,S>>E,0.5352112676056338
1,12,E>>S,0.5106382978723404
1,12,E>S,0.46153846153846156
1,12,S~E,0.5945945945945946
1,12,S>E,0.5106382978723404
1,12,S>>E,0.5897435897435898
1,13,E>>S,0.5151515151515151
1,13,E>S,0.5975609756097561
1,13,S~E,0.532258064516129
1,13,S>E,0.6823529411764706
1,13,S>>E,0.625
1,15,E>>S,0.6666666666666666
1,15,E>S,0.46835443037974683
1,15,S~E,0.45544554455445546
1,15,S>E,0.34177215189873417
1,15,S>>E,0.527027027027027
1,16,E>>S,0.49635036496350365
1,16,E>S,0.4166666666666667
1,16,S~E,0.5081967213114754
1,16,S>E,0.43137254901960786
1,16,S>>E,0.4594594594594595
1,17,E>>S,0.5714285714285714
1,17,E>S,0.4411764705882353
1,17,S~E,0.4074074074074074
1,17,S>E,0.6060606060606061
1,17,S>>E,0.6666666666666666
1,19,E>>S,0.4339622641509434
1,19,E>S,0.4090909090909091
1,19,S~E,0.3333333333333333
1,19,S>E,0.5053763440860215
1,19,S>>E,0.44680851063829785
1,21,E>>S,0.6610169491525424
1,21,E>S,0.6041666666666666
1,21,S~E,0.65
1,21,S>E,0.5897435897435898
1,21,S>>E,0.4863013698630137
1,22,E>>S,0.48148148148148145
1,22,E>S,0.30952380952380953
1,22,S~E,0.39316239316239315
1,22,S>E,0.4044943820224719
1,22,S>>E,0.37209302325581395
1,23,E>>S,0.46511627906976744
1,23,E>S,0.5054945054945055
1,23,S~E,0.33663366336633666
1,23,S>E,0.41975308641975306
1,23,S>>E,0.4090909090909091
1,24,E>>S,0.3333333333333333
1,24,E>S,0.5064935064935064
1,24,S~E,0.4666666666666667
1,24,S>E,0.40425531914893614
1,24,S>>E,0.5142857142857142
1,25,E>>S,0.42857142857142855
1,25,E>S,0.26
1,25,S~E,0.3333333333333333
1,25,S>E,0.30434782608695654
1,25,S>>E,0.4
1,27,E>>S,0.36486486486486486
1,27,E>S,0.23809523809523808
1,27,S~E,0.40298507462686567
1,27,S>E,0.509090909090909
1,27,S>>E,0.6
2,1,E>>S,0.45
2,1,E>S,0.43157894736842106
2,1,S~E,0.2962962962962963
2,1,S>E,0.3508771929824561
2,1,S>>E,0.24324324324324326
2,3,E>>S,0.6363636363636364
2,3,E>S,0.5365853658536586
2,3,S~E,0.6071428571428571
2,3,S>E,0.5737704918032787
2,3,S>>E,0.5633802816901409
2,4,E>>S,0.4025974025974026
2,4,E>S,0.575
2,4,S~E,0.3076923076923077
2,4,S>E,0.4875
2,4,S>>E,0.4112903225806452
2,5,E>>S,0.4230769230769231
2,5,E>S,0.42424242424242425
2,5,S~E,0.27941176470588236
2,5,S>E,0.3225806451612903
2,5,S>>E,0.35514018691588783
2,7,E>>S,0.5815602836879432
2,7,E>S,0.5283018867924528
2,7,S~E,0.37209302325581395
2,7,S>E,0.5686274509803921
2,7,S>>E,0.5942028985507246
2,8,E>>S,0.7948717948717948
2,8,E>S,0.5633802816901409
2,8,S~E,0.4444444444444444
2,8,S>E,0.48
2,8,S>>E,0.5454545454545454
2,10,E>>S,0.319672131147541
2,10,E>S,0.36
2,10,S~E,0.3142857142857143
2,10,S>E,0.2727272727272727
2,10,S>>E,0.14285714285714285
2,11,E>>S,0.5
2,11,E>S,0.5064935064935064
2,11,S~E,0.43564356435643564
2,11,S>E,0.5076923076923077
2,11,S>>E,0.5070422535211268
2,12,E>>S,0.5460992907801419
2,12,E>S,0.4423076923076923
2,12,S~E,0.3783783783783784
2,12,S>E,0.5106382978723404
2,12,S>>E,0.5641025641025641
2,13,E>>S,0.5151515151515151
2,13,E>S,0.5853658536585366
2,13,S~E,0.532258064516129
2,13,S>E,0.6823529411764706
2,13,S>>E,0.75
