a_subj,t_subj,v_Intercept_subj,v_ES_AttentionW_subj,v_ES_InattentionW:C(OVcate)[low]_subj,v_ES_InattentionW:C(OVcate)[medium]_subj,v_ES_InattentionW:C(OVcate)[high]_subj
1.713904554635393,0.38430206107202236,1.2329734726502577,-0.003630191815408398,-0.014374675668816901,-6.2621116638219e-05,-0.009140769989120459
1.5732808473513493,0.3032397474031437,0.8495259263894419,0.0039270453415753475,0.003472956557854767,0.012679844314486134,0.006311248869302875
2.1278282720790966,0.42501402832861335,1.4379554333215443,-0.0019076094366794782,0.0012577734875226785,0.004581966479233911,-0.0024397364760119014
1.5509929054871379,0.3004976373442059,1.3679348356804182,0.003200677536882042,-0.0007525657886885216,-0.004944506640146563,0.0013786431240354372
1.9353061827814042,0.4351507947272621,1.2200928931802257,-0.0024478852214406964,-0.010843449860003174,-0.001643436474123942,-0.007059621202026268
1.541427527917574,0.5879819654826279,1.1105507979185176,-0.0006026134486789586,0.013937657476930591,-0.0015408845408231224,-0.006730606542228186
1.4464598061509875,0.3814374951215635,1.5965867611918585,-0.005201145530503598,-0.0001006188868218201,-0.0018869891092505675,0.00048693668817447817
1.7866508535566026,0.45529092970335766,1.1773881203112435,-0.003096633932600979,-0.00015690859280373355,-0.0008030224010750408,-0.00595848490115452
0.972059853965255,0.3728890491919554,1.549387517542788,-0.003511768090249893,0.0016436628741941025,-0.0022391900710843214,-0.0118309579350958
1.5654198893966786,0.4515418828567449,1.1762334691267315,-0.006176005540392272,-0.0002506297950808558,-0.00310944631413061,-0.004723284043088404
1.1667954314117757,0.376047401766748,1.4634767361495142,-0.005647395727722842,-0.027217030498321377,-0.006839920774197532,-0.004713692179389016
1.558905417974743,0.39285660323479804,1.4752541843250753,-0.004340601503965197,-0.009779309124011815,0.0025581507331894566,-0.016923700611360226
1.9136897979551335,0.37139507242385095,1.1974662872265562,-0.0006194834340072366,-0.005789999503790113,0.0026677073826158744,0.0028230829129825457
2.1241320737018925,0.42225149695748976,1.2439574639121622,-0.004050128723688222,-0.013401207363706627,-0.004336377327410014,-0.0044895261351935375
2.024398274384157,0.4382215299346487,1.253169115929104,-0.006161339359534649,-0.022083416423306784,-0.0045719218520691145,-0.008287474131782732
2.410760495787935,0.44987442307624725,1.2512594004725257,-0.008205500372709803,0.0016385935379593336,0.0025851322560141825,-0.012902235871824203
2.217380054480609,0.35695635132453957,1.687864185972859,-0.00026223738666377973,0.005986890777452227,-0.006492802493574542,-0.007244082510774993
1.7571626130606819,0.3451249736214769,1.1101772161761752,-0.002877275016697338,-0.0011311532881367128,0.004498947861733398,-0.004171538916917008
1.425036540218344,0.3308268987238714,0.6354731833217857,-0.001773572252081131,0.0018858211375169696,0.004909711410304249,0.001494286256337947
2.1457440220891866,0.42849951394929037,0.643107089291524,-0.007361137286016787,-0.0012084373422728562,0.006702960414071097,-0.016266771524841104
2.0318846545852915,0.5595771328275023,1.268639866044136,-0.0007838585596662905,-0.006961322611255284,-0.002759921363100035,-0.0007928711619183452
