a_subj,t(0)_subj,t(1)_subj,t(2)_subj,t(3)_subj,v_Intercept_subj,v_AttentionW_subj,v_InattentionW:C(OVcate)[0]_subj,v_InattentionW:C(OVcate)[1]_subj,v_InattentionW:C(OVcate)[2]_subj,v_InattentionW:C(OVcate)[3]_subj
1.6428500216286734,,,,,0.8628152486327487,0.04549881299199824,,,,
1.6132573572300302,,,,,-0.9839780259433623,0.04192913980647219,,,,
1.2969334763458737,,,,,0.3262628350301777,0.0393200121948381,,,,
1.725588665931706,,,,,1.9899794919497649,0.041919991102546156,,,,
2.02083119651379,,,,,-0.12399100741173819,0.038771681364617075,,,,
2.5260301106333274,,,,,0.697466200126253,0.04081007050258336,,,,
1.6130300153250696,,,,,0.27731031386310495,0.043547501502200346,,,,
1.648286880360199,,,,,-0.18471932812705238,0.038481599552773416,,,,
1.6635486896972589,,,,,2.535438544342508,0.04217463672543563,,,,
2.078741296061725,,,,,-0.09509749157096375,0.04545313112630876,,,,
1.896398070717259,,,,,0.8383393817630023,0.040928472692908266,,,,
1.4216558645332873,,,,,1.072661337612584,0.04030520162413252,,,,
1.319282615925849,,,,,0.5200694657433875,0.03648215846868799,,,,
1.944745412465277,,,,,-0.30498502340467637,0.041037434279442266,,,,
1.974533429483121,,,,,0.6831722314645392,0.04144619764517211,,,,
1.7035945216494868,,,,,-0.4532689121738446,0.041674738085301775,,,,
1.9998186861854774,,,,,1.4518687419917744,0.03467129700722819,,,,
1.9747291229678108,,,,,1.5079489790995428,0.037593365613607176,,,,
1.442172857987198,,,,,0.4992943168831895,0.04328303352633492,,,,
1.7794927354668733,,,,,1.4400813774811465,0.03404912164401189,,,,
2.5779944826371106,,,,,-0.7641805540726869,0.03979004049584965,,,,
