a_subj,t_subj,v_Intercept_subj,v_AttentionW:C(cond)[0]_subj,v_AttentionW:C(cond)[1]_subj,v_AttentionW:C(cond)[2]_subj,v_AttentionW:C(cond)[3]_subj,v_InattentionW_subj
1.8320562368420288,0.23849649207609713,0.3932795159522232,0.0427958484913232,0.04802471914154209,0.052037855842808046,0.09162707607604662,0.007148644521064814
1.4290899386547629,0.2502261518624808,0.10785362012788172,0.04557704587066215,0.045306511048147514,0.05179535696317007,0.13364249241157225,2.3492616079241365e-05
1.5381851743961623,0.24767739821407442,-0.12407870736951751,0.04125624888356757,0.06634315033532859,0.06374965149711001,0.11282074062146187,-0.0074959680697682
1.804691781203407,0.2948635790531981,-0.007346426443712734,0.03982466073086411,0.050574217940103035,0.057181097559282655,0.13210291714888456,0.013512527749077049
1.5957285950212752,0.2684720375313665,0.4455636166841239,0.04419910056133234,0.048111515330151636,0.04125504392905857,0.09568107388122736,0.012474156472199743
2.167139171980666,0.22696836123666936,-0.06549784824854607,0.039318349229144435,0.05208796067688796,0.07135013997137583,0.13520970679076985,0.010521726524895861
1.1086580651808302,0.21761675118578835,-0.3385748565098036,0.04090155697760466,0.047716792546347093,0.05053000621684939,0.10393883184934828,0.012786137223346995
1.6690543302888714,0.2662542501516962,0.36695839910430317,0.0428584427066256,0.06402567551438641,0.054226990163797444,0.1147251035610436,0.011095200410779698
1.5599711997898071,0.22166277458332778,0.21348619862439389,0.04487298761031544,0.05840854495101258,0.04281134670452286,0.1137438532507971,-0.0013229288285471676
1.1358258006337842,0.2822216479148219,0.8267926996725795,0.04000989967718556,0.05027356711966123,0.04847006154369044,0.11486215691731824,0.019403495844827
1.4715050043905926,0.24595107439899488,0.3839225329449811,0.047027143181089824,0.041962622058370806,0.07722398349970887,0.049377545092567816,0.004534075649914276
2.2383240274353318,0.25898297609660303,0.31412535490124194,0.04592162737607057,0.039398911210643435,0.04051224339344808,0.1583946793028125,0.005929834323817696
2.481902788463423,0.28300324139938615,-0.49606534165111654,0.039563889462295276,0.04857170955685452,0.05787180448554509,0.09416131602326613,0.013243745489299625
2.1859995455767347,0.22980317492915117,0.29389323499376724,0.043841740026248924,0.044083098936434854,0.04965882645031983,0.16138790391814553,0.004000676836753421
1.8775573035862745,0.19971864797826103,-0.24158579259209761,0.043812574919050724,0.06338002436653055,0.06610949791475079,0.11443930587233851,-0.006507795525128885
1.2830691197229644,0.21842746492102827,-0.539033485094009,0.040801150223476024,0.05335165182517702,0.056471229239451984,0.11461709484464046,0.012238065318580802
1.7927117211427606,0.284441174949023,0.18692621849224683,0.04257207434118988,0.034402408297420514,0.058851800331393485,0.12376367488935683,0.0077694311091208446
2.1554107926524724,0.1934809980554986,0.19406194105016267,0.043977507264451335,0.0379914807313568,0.03128083473261538,0.07894647575368928,0.014570467872538207
1.197795082411016,0.2583398119837276,-0.7398853964768085,0.0391127111913023,0.03945292867157984,0.05339162495599402,0.14274023872032393,0.01307782854631293
1.92229483057299,0.2620903181152138,-0.023911700097927056,0.04203811811353029,0.04731714200629192,0.07323007571882298,0.13720635819796284,-0.005121234155536276
