a_subj,t_subj,v_Intercept_subj,v_AttentionW_subj,v_InattentionW:C(OVcate)[low]_subj,v_InattentionW:C(OVcate)[medium]_subj,v_InattentionW:C(OVcate)[high]_subj,z(0)_subj,z(1)_subj
1.8118299488935978,0.37686364304964914,0.6029853071809441,0.022847727002401737,0.01611282407556549,0.035156916410255055,0.032416503614012805,,
1.6064500573272873,0.3041059715004101,0.4797341035797484,0.012251480279483334,0.011269199147890905,0.016966527561822653,0.02564316405176235,,
2.416656252101499,0.409875537186449,0.6734885352155132,0.029980296782456513,0.030402244697167177,0.023949124490599015,0.027877109238477776,,
1.7376247183097506,0.29203498865881683,0.6141847519462215,0.037865060381887555,0.03218290278327365,0.04220183973193899,0.03511125536526415,,
2.092655556391526,0.4267193256916608,0.6002650360194577,0.02408066332966815,0.017564136328592706,0.026447155469595536,0.012565478604178074,,
1.5902262263281046,0.582641569966024,0.6349999752981454,0.020208045894007598,0.012002405289329622,0.02445922727248331,0.024146004088155888,,
1.5866361761565524,0.37790892742526927,0.6719673412242512,0.03418788329127956,0.03946247190741746,0.042895141407293384,0.03885010251072428,,
1.9132278333554038,0.4484078198548741,0.5435908311930289,0.023193047754536667,0.027325638210298663,0.02815758405000718,0.03220953393121191,,
1.017289932025777,0.37293677850445384,0.6294282993446729,0.03955892190362446,0.026481649015971845,0.03951836434802841,0.027812432318541726,,
1.6677773793327266,0.45192993400467224,0.5424183757912853,0.029807561673190992,0.02779528498544062,0.024549994640321246,0.024783658874288704,,
1.2104738588268695,0.379513804525447,0.6276844745940584,0.032156838580650125,0.01957443830074167,0.04828843521449917,0.029871038322880374,,
1.7055452302201946,0.38960203909463786,0.6274992640715128,0.03717505686560494,0.023732106500769547,0.041073982611306785,0.034455353244771315,,
2.079709870568774,0.37390430419510856,0.5854607901108794,0.022781088525883994,0.026105703587323534,0.021764197868741363,0.0369117456040061,,
2.4718038714534707,0.4006020342086126,0.508464616281926,0.02867562419294648,0.017847801873280406,0.023966892596162415,0.03364718133019522,,
2.232521810128181,0.4345950942420076,0.5653191094356469,0.031155563458383332,0.026721257341729743,0.03638542534940321,0.028192055267546867,,
2.8054241608839185,0.44293106669879273,0.5758323191487309,0.03309016552853653,0.03934692915652011,0.03704112511165961,0.026522132385020766,,
2.8138699768331077,0.33902736406400436,0.6335340846465201,0.05095388955657374,0.01601565069467216,0.035941983547958856,0.05277094216763968,,
1.8506197280275498,0.34360882557261246,0.5640946006738282,0.021577730355562985,0.018093149455236796,0.025489858560135293,0.02503013156510074,,
1.4372191480057603,0.3304453407917318,0.490151251553447,0.007966469206801118,0.013938797700864354,0.010812420725710965,0.01580993910603074,,
2.317143947186213,0.42863107066790124,0.3859832150335845,0.015991592929265205,0.013481823730893952,0.02243442310998549,-0.01649004854924332,,
2.522191230452117,0.5397798630774072,0.46962927315207387,0.03914018688908006,0.03281757477410424,0.03770807944025018,0.051413168682697886,,
