a_subj,t_subj,z_subj,v_ES_AttentionW_subj,v_ES_InattentionW_E_subj,v_ES_InattentionW_S_subj
2.3149080169953464,0.42104200455884166,0.3796824105279636,0.03276533368440721,-0.04441898779440151,0.02880605972224073
2.254054818620455,0.3677941588016325,0.4541954592436845,0.03404191012884987,-0.027432757163613798,0.04183318509195354
1.8288819626520076,0.5378744365507979,0.4341800398627449,0.020180509031513003,-0.019082228330704165,0.024596992496264833
2.0622458352478352,0.5350779033116052,0.3999435612495744,0.025985851559651368,-0.032076067624241346,0.022888849352451553
2.1183911793652377,0.49154969563953843,0.45597020426421675,0.03219019598840061,-0.02483997970988425,0.03646453523671932
1.9069665812555967,0.45023034868300665,0.5303943819734568,0.04542206786726013,-0.04428913489632076,0.05107701790442959
1.2072934519738934,0.2418372403431831,0.5480671758827264,0.02462743746766746,-0.029642502644808274,0.006969091487287678
1.7210361522678368,0.4591478748029281,0.5180566896331614,0.03107839023985475,-0.03964081526613103,0.034477136366759135
2.0364801999929285,0.4642572122162596,0.4408496031965938,0.025169922145479185,-0.021907186736867902,0.030202462457233185
1.9421269581570584,0.408776383356563,0.46037836361472234,0.044195198989255564,-0.02620721367073056,0.04866763101561777
1.555141019522678,0.46196888373832934,0.4860742418385985,0.0237329924795389,-0.02765112346774437,0.030261977843346922
3.2094041508477216,0.46700699172365184,0.3722236771626346,0.023794991235910976,-0.021720381241477953,0.028212450028336382
2.0033060457095995,0.4774341618360902,0.5381913874637041,0.021740862410451065,-0.016797288279653773,0.021715547807713124
1.7103739218787828,0.42645780322768045,0.37931080629243336,0.04824290391843056,-0.053211781069478,0.03886152200458987
1.6434232946040583,0.36503270653176706,0.5716267372203514,0.020438819200281885,-0.020307095103688902,0.029251436814982518
1.3067346012611538,0.32474867430859605,0.4752680478297124,0.03546978384522718,-0.04158591959123959,0.018668597687968486
1.8668209399253655,0.43046835983154325,0.46227760317773575,0.03835166980095015,-0.041166911062567875,0.031764811504753486
2.0817159171027875,0.42701283400866386,0.4385706691184263,0.05318220384414896,-0.05894443706002922,0.048294793179629446
0.9724046499705522,0.22317057000003587,0.49187311218453394,0.010376010251877964,-0.0327410023185653,-0.008379686236983337
1.301713633172715,0.43628916997775863,0.413926250608145,0.03184450546192261,-0.03495055424380001,0.020126963875434858
