stat,observed,mean,std,SEM,MSE,credible,quantile,mahalanobis
accuracy,0.4491447770311546,0.4657988715366662,0.09973371388948343,0.00027735886379851303,0.010224172549987963,True,41.915,0.1669856045265327
mean_ub,1.298915619056579,1.1791725962078092,0.4285352374717546,0.014338391520960982,0.19798084127593316,True,66.0275,0.27942398285663067
std_ub,1.2189932323390413,0.6085022129463796,0.30194248428872,0.37269928475909125,0.46386854857753496,True,95.0925,2.0218785071957774
10q_ub,0.5964964415425129,0.6528636990634724,0.18740900796009788,0.0031772677204341656,0.03829940398502202,True,26.985,0.3007713350308162
30q_ub,0.7879833135234549,0.8077069973403961,0.25982731907765416,0.0003890237033106693,0.06789925944239118,True,52.415,0.0759107390514484
50q_ub,0.9839234238038445,0.993967333664,0.34464891378496326,0.00010088012527893039,0.11888375389843416,True,55.765,0.029142438749777316
70q_ub,1.304866908578333,1.280687929181978,0.4763668676320505,0.0005846230446493674,0.2275100156222199,True,58.2425,0.05075705520105818
90q_ub,2.172728005944464,1.9342844094465677,0.7935690918694591,0.05685534871085151,0.6866072522813629,True,69.3675,0.30046986323040886
mean_lb,-1.1460665406949277,-1.089005419920122,0.3369431098034243,0.003255971504076967,0.11678663074807974,True,41.32,0.1693494216519095
std_lb,1.0462113682817968,0.5943486357052743,0.29625101349120575,0.20417992909152194,0.2919445920860884,True,94.5875,1.5252698286209783
10q_lb,0.5342609590284155,0.5971350499294699,0.130311447023778,0.003953151306634044,0.020934224532065074,True,24.2925,0.4824909272136443
30q_lb,0.690108523926392,0.7295465716092289,0.1789574985479566,0.001555359605033715,0.03358114589157539,True,30.830000000000002,0.22037661457515492
50q_lb,0.856033354754345,0.8975242852881551,0.2471546508331715,0.0017214973165614498,0.06280691874502864,True,36.025,0.167874366895148
70q_lb,1.148608904188859,1.1695264380051194,0.36754338051690433,0.0004375432209543966,0.1355256797827481,True,46.097500000000004,0.05691174137551452
90q_lb,1.9383356583141451,1.8206639275853336,0.6898866830221434,0.01384663621271393,0.48979027162400623,True,60.6975,0.17056675193864354
