bin,mean,sd,n_subjects,sem,boot_ci_low,boot_ci_high
1,0.3510015736159686,0.2375450021606873,20,0.05311667725466312,0.2568410134378466,0.4505017135224438
2,0.40945464783776353,0.16965182559411823,20,0.0379353014535387,0.3378721980451849,0.4794625711518739
3,0.45519300406889646,0.1720857491594629,20,0.03847954330795363,0.37889983004841404,0.522810795767835
4,0.4682577997820677,0.144256511445096,20,0.0322567365788211,0.4001308136963224,0.5239184446142248
5,0.4780251951303177,0.1950788540252344,20,0.04362095785731825,0.3908063178239629,0.551532629472102
