a_subj,t_subj,z_subj,v_ES_AttentionW_subj,v_ES_IAW_chart_subj,v_ES_IAW_chart_subj
1.8306486337602734,0.38327375253029866,0.48711984062337144,0.03530778198232242,0.049445002895233105,0.049445002895233105
1.6860862839481883,0.3154025327575421,0.6000238352864798,0.02490857546190476,0.023630886992013916,0.023630886992013916
2.1642050483861497,0.4318444753816172,0.4798026694726761,0.043463003440138294,0.035374986008531215,0.035374986008531215
1.7081101858023977,0.3084589791969132,0.5777732475300907,0.04954295604066596,0.059535329470847644,0.059535329470847644
2.0340166313923396,0.43361118944217303,0.482171222900652,0.03851858175493531,0.04250249290317397,0.04250249290317397
1.5918317533874888,0.587707037021697,0.5278432642574671,0.03115732012998225,0.03532685013048117,0.03532685013048117
1.5725764507964768,0.38196811191559754,0.4852402730520729,0.050357623358899144,0.05732875311394777,0.05732875311394777
1.9353641401683475,0.4499911969449682,0.47796881202946506,0.03489438264836539,0.04268987430008289,0.04268987430008289
1.0357753540284438,0.3714720119705801,0.48881000133063246,0.05673291843091822,0.05145004391891354,0.05145004391891354
1.6979525346523043,0.455088463656718,0.42341039554333193,0.04147468673253397,0.036796316277755335,0.036796316277755335
1.2833986472713526,0.3722455749341062,0.42779353728246045,0.048551022643098955,0.05570325703299037,0.05570325703299037
1.6895674960748546,0.39141441620412987,0.49476865363653333,0.05172524319673906,0.05656525560919734,0.05656525560919734
2.019431911865673,0.3782693174926095,0.5596595943829344,0.035807476703988136,0.03978534662913608,0.03978534662913608
2.2574375201517616,0.4260520518706136,0.44592872875776646,0.0385035449239876,0.04055680335474596,0.04055680335474596
2.249625475211848,0.45379184721190974,0.41434602855084485,0.047360738116450245,0.05122004879437575,0.05122004879437575
2.6891644367734027,0.47859959877256186,0.41345869630475945,0.047257103933222105,0.04411685218026065,0.04411685218026065
2.3522269770009405,0.3629057290209407,0.48544218613923856,0.0556180423144902,0.04849830082530173,0.04849830082530173
1.8300482584029445,0.3505730589770512,0.5521422079919336,0.036256875814423765,0.037786100302880654,0.037786100302880654
1.4497996260654382,0.32929055386084166,0.4944782592705272,0.016470775903279066,0.01694621458534473,0.01694621458534473
2.2744796662037774,0.45611076380379756,0.3996181038357318,0.026910573641671237,0.016721158404724153,0.016721158404724153
2.423705876618023,0.550890672649152,0.4590990790435168,0.046989663352354424,0.05185930160677638,0.05185930160677638
