rep,parameter,true,recovered
17,v_z_IAW_image:C(OVcate)[medium],1.000481041116029,0.8740172615609121
17,v_z_IAW_image:C(OVcate)[high],0.8546913460165048,0.5373760556348197
18,t,0.4446886481088655,0.45153917161010965
18,a(low),1.9687811519816298,1.9262043759326721
18,a(medium),2.0348684418076086,2.0170388413787625
18,a(high),2.0530653137442503,2.0526223929699228
18,v_Intercept,1.466718955021576,1.5252457690318921
18,v_z_AttentionW,1.1599691487460841,1.1501689946864262
18,v_z_IAW_chart:C(OVcate)[low],1.285064743432133,1.3767723847291622
18,v_z_IAW_chart:C(OVcate)[medium],1.4066404254996043,1.4654593968553493
18,v_z_IAW_chart:C(OVcate)[high],1.2241771405913084,1.1930104350950024
18,v_z_IAW_image:C(OVcate)[low],1.0606375762676878,1.145583779839431
18,v_z_IAW_image:C(OVcate)[medium],0.8935791900253506,0.916794907688355
18,v_z_IAW_image:C(OVcate)[high],0.8631114582366194,0.8140835299823082
19,t,0.4244525317253651,0.43018673774054433
19,a(low),2.1630708089597857,2.128596680424693
19,a(medium),2.1714291092235904,2.183324290253586
19,a(high),2.0128912604491234,1.9826933376651883
19,v_Intercept,1.5352818578110912,1.5776797643292837
19,v_z_AttentionW,1.0846646633425552,0.9763599730617539
19,v_z_IAW_chart:C(OVcate)[low],1.5079702653135825,1.6940342531055017
19,v_z_IAW_chart:C(OVcate)[medium],1.2115572760703464,1.2432094880710995
19,v_z_IAW_chart:C(OVcate)[high],1.251219341073515,1.1112468492451766
19,v_z_IAW_image:C(OVcate)[low],0.9235709378958937,0.7378450016871041
19,v_z_IAW_image:C(OVcate)[medium],0.8105749125876056,0.8699229551382204
19,v_z_IAW_image:C(OVcate)[high],0.8984668962744757,0.8156459748583145
