a_subj,t_subj,z_subj,v_Intercept_subj,v_DTA_subj,v_DTA2_subj
1.4718267314863749,0.4039149195156802,0.49430266039363946,0.24210338209558332,0.41155614474883206,-0.3394011256171185
1.5655782506893878,0.30602100915979835,0.4624376255980187,0.22396000796610865,0.09155879176874437,-1.756534078915264
1.661773395599473,0.4774405923398473,0.507659254503944,0.4051293228519979,-0.15983439936159316,-1.630151763163984
1.3741778644896585,0.31255907616936146,0.4640896373174999,0.2560902961785523,0.7675242868159351,-1.1861652184103288
1.6993219380555746,0.4562603816140951,0.5371290176365932,0.4520533238492484,-0.017770153948328874,-1.660728440949198
1.4086976268223044,0.5969910249919815,0.45760260274931674,-0.31450993505376235,-0.1739954720154067,1.3106967336872353
1.2425659615866738,0.4057459264890222,0.5481493916007484,0.32631576880463564,0.29391891500664347,-1.7685857834828487
1.556682308625844,0.4743109269141115,0.5277654701417682,0.16239077837445212,0.2515910058302312,-0.9303148574806495
0.8867189618070823,0.3768053409771697,0.5174634688715086,-0.32727245784352066,-0.1336497448431801,0.5269519050672161
1.4101098772751433,0.46957363506520916,0.5596892289067207,-0.1710332622644562,0.32246041631013334,0.4605109549512838
1.0308580365269628,0.39564346012704954,0.5370677932928184,0.42991039835028005,0.40312290710912974,-0.5261003986518866
1.4200453674001796,0.4037996080117191,0.5199328999321718,0.9015927880723664,-0.4395439821547249,-2.3923987103322664
1.6337734347910442,0.40474656091989936,0.4502268583074024,0.3171248307088606,0.2067021709250423,-0.6891998114550003
1.8348830729157637,0.44563215718699517,0.543393433227442,0.09551246479514687,0.13872157750152217,-0.19243974367157035
1.7040760890266435,0.4769886109903298,0.5602338548285057,0.04776812599115402,-0.07543050233368057,0.28900771302623895
1.8979452027913588,0.5130323495753727,0.5714128540695165,-0.11676092124700443,0.2232066519994791,0.20127846541088062
1.6362883277209357,0.4156998093610453,0.5328434209349137,0.14232906046228241,0.14685702240441936,-1.484475835315038
1.5292016619140247,0.3680071698562398,0.4483488858933455,0.20803309619968013,0.21090162070283536,-0.37839194645183616
1.3678529134893636,0.3342999263935236,0.5134574419817887,-0.0404994146275496,-0.0408996114190591,-0.6774063757727218
1.94390420278901,0.4990464879059071,0.6007996899682236,0.024807126806168037,-0.461624069107743,-1.4180466922135613
1.873588774754965,0.5809250267549841,0.576730935281464,0.36880939748597547,-0.08728655267713911,-2.262579082177865
