t_subj,a_subj,v_Intercept_subj,v_AttentionW_E_subj,v_AttentionW_S_subj,v_InattentionW_E_subj,v_InattentionW_S_subj
0.38370579395556326,1.8559542168756653,0.33340146492469047,0.02825126741869577,-0.043164593369262816,0.040260497573208896,-0.05093513201379937
0.28915084933577967,1.698368755730968,-0.801855532113469,0.0295395593572144,-0.025859369708420427,0.0300884668833087,-0.0375648135657143
0.43219952915311804,2.1718731394853266,-0.0173225083612683,0.03864342253410465,-0.049252270164496424,0.03262630018041878,-0.05019543348936722
0.2951686005781787,1.7111668771745674,-0.3356322885679643,0.043558756557479074,-0.054485151844782365,0.050509929437317226,-0.047786768396658574
0.4349509661026318,2.0453765747342056,0.1647001170252304,0.035051499976158806,-0.04199276818250705,0.03711510087442681,-0.036520318444147506
0.577970424455269,1.6067292234409387,-0.16603944084433597,0.029277534241824194,-0.03368675769937738,0.032649889338492735,-0.03546262838435218
0.3782529247689067,1.5923016238096606,-0.26034224960041674,0.05456746553780983,-0.044289752432881774,0.05938713851082034,-0.05512632464745267
0.45213551395523377,1.9327921299280326,-0.053319426494083,0.03723615841758342,-0.034083896764711415,0.04199048681874991,-0.04319709797946602
0.3719921522823576,1.0309260413595223,-0.180631494708284,0.05557639021221406,-0.05488218516916599,0.04963349226738323,-0.045283713853681
0.4524731138708386,1.695676582499326,0.01993998225952252,0.045950212225387324,-0.037137275480057005,0.0393287946552654,-0.04038334829112904
0.3716732928285734,1.2908010800195768,0.5595808264497766,0.05103246493422512,-0.048808175028816174,0.051567005633584684,-0.05537236347907324
0.38710066755160155,1.7207666035213145,0.42592417136917354,0.0399463035048065,-0.06033222004197322,0.04707358960241198,-0.058469248542454985
0.359589118246866,2.0145810060467007,-0.2814128362234648,0.03662306072915202,-0.03405701912659282,0.038141592675351325,-0.0431570460612732
0.42849777620493545,2.266085849995251,0.0779468022518163,0.044844480226825134,-0.03311250266171595,0.04556615757394248,-0.03443441982126102
0.4462128082729309,2.2579502668840186,0.35680004775554863,0.04484824498861265,-0.05031084766431104,0.04711961778839816,-0.04443412456471639
0.47097479267351144,2.69098952303166,0.020823793069393366,0.0519119362362789,-0.04000138859026503,0.047509377291060306,-0.051767066632164224
0.35750463801190424,2.3969824419309145,-0.268924549505405,0.05039356700636201,-0.05849751843665943,0.050286878856116955,-0.04846226583036196
0.33380159930611203,1.845231965398747,-0.3004832056367165,0.037800361850621834,-0.028312211534071093,0.03768687546386413,-0.033605258816989475
0.32686056714444445,1.4615005591966508,-0.26865853587418975,0.020578285192385356,-0.013758890700050227,0.020463121307546246,-0.02381750646291915
0.4358543785645197,2.286617060353244,0.22245999964902263,0.024188508833352485,-0.032620526564345095,0.015764832888646295,-0.0264010494041909
0.552048088333073,2.426642981178165,-0.10691303379969572,0.04666328631061297,-0.04778696505098679,0.05180089415737515,-0.052143126534471854
