subj_idx,alpha_subj
1,-1.79127209605983
3,-1.048357626633284
4,-0.8067114487450785
5,0.28105281068082527
7,-0.22190212951966756
8,-0.729006523178519
10,-1.3950122729366485
11,-0.5464994588209364
12,-1.401982091190356
13,0.35216889903703885
15,-1.465094187396086
16,-0.7920998923168174
17,-1.4141178057115447
19,-2.3342704553567963
21,-1.7665478090704574
22,-0.9267691188710582
23,-0.726086639211954
24,-0.8795158430468876
25,-1.827436440438678
27,0.15278420069611406
