,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
t,0.389,0.016,0.359,0.42,0.0,0.0,1899.638,1513.08,1.001
v_Intercept,0.497,0.031,0.442,0.559,0.001,0.001,708.324,1212.805,1.004
v_val_diff,0.064,0.003,0.059,0.069,0.0,0.0,358.82,1076.049,1.002
v_val_bal_int,-0.031,0.002,-0.036,-0.026,0.0,0.0,225.052,555.361,1.01
a,2.203,0.127,1.967,2.445,0.003,0.002,2022.504,1691.779,1.002
