a_subj,t_subj,v_Intercept_subj,v_ES_AttentionW_subj,v_ES_InattentionW_subj
1.7919628049000138,0.3850382776522221,0.1571510376960137,-0.035706340960121576,-0.042907044609173946
1.6649052034440932,0.2847474842344137,-0.8128158738273059,-0.026407783048378965,-0.03253702271848756
2.2029333182313047,0.428584062391836,-0.1926159558920597,-0.04492272391330613,-0.042696023229751405
1.7184040938485463,0.2934388163746698,-0.3354182370635102,-0.052418023734591805,-0.05193103881069563
2.0277448765899164,0.4350009628591332,0.1300939320801914,-0.03688143480690356,-0.035771329013854054
1.5680614323493682,0.580712247935867,-0.20406696372289812,-0.03139805798006178,-0.03212786733871293
1.561400788581618,0.3846011067865176,-0.16123850848373295,-0.05010872030980929,-0.05895393705287434
1.8824739322476283,0.45635205659151107,-0.04765077434054005,-0.03470429148204363,-0.04160459499064232
1.0061453917392567,0.373800870885697,-0.1290014281320892,-0.05484756043152953,-0.048534149696369884
1.6653110161235696,0.4558407720898555,0.08494425854849227,-0.04047959613824855,-0.0413887570652636
1.2592491220015098,0.37496282944450393,0.49094683459303373,-0.051293945030809064,-0.05269593960542475
1.7003698586670235,0.3908172261513508,0.26083112058965824,-0.048721808288921455,-0.05361739268048143
1.9622976516851465,0.364132800979239,-0.3481554447976661,-0.035717968515337796,-0.039251769794424254
2.351817318061572,0.41186710153993317,0.20705884611732522,-0.037209200564272064,-0.03994565039190126
2.231821560751872,0.45022618361766825,0.3298339988493891,-0.04676114890474686,-0.04778467808847853
2.625530808277059,0.47574114452209687,-0.004759081944350873,-0.04745645656117561,-0.04995996472486471
2.541798957877842,0.3455670762157044,-0.24506163838104958,-0.05857499911903048,-0.05075769358296756
1.812997484322814,0.33281071296444775,-0.1696590820912284,-0.03179049153208212,-0.03582496254289691
1.4366050363761436,0.3283488850946247,-0.24897881567008776,-0.01770423715068274,-0.020729329562143392
2.2338935240658078,0.448502962843297,0.07933793842756251,-0.028183031986968265,-0.02096644816042789
2.4384430701249182,0.5525981405649515,-0.10754137526881012,-0.047581067185694347,-0.05292675555294644
