a,a_std,a_subj.2,a_subj.3,a_subj.7,a_subj.8,a_subj.9,a_subj.10,a_subj.11,a_subj.12,a_subj.13,a_subj.15,a_subj.16,a_subj.17,a_subj.18,a_subj.19,a_subj.20,a_subj.21,a_subj.22,a_subj.23,a_subj.24,a_subj.25,a_subj.26,t,t_std,t_subj.2,t_subj.3,t_subj.7,t_subj.8,t_subj.9,t_subj.10,t_subj.11,t_subj.12,t_subj.13,t_subj.15,t_subj.16,t_subj.17,t_subj.18,t_subj.19,t_subj.20,t_subj.21,t_subj.22,t_subj.23,t_subj.24,t_subj.25,t_subj.26,v_AttentionW,v_AttentionW_std,v_AttentionW_subj.2,v_AttentionW_subj.3,v_AttentionW_subj.7,v_AttentionW_subj.8,v_AttentionW_subj.9,v_AttentionW_subj.10,v_AttentionW_subj.11,v_AttentionW_subj.12,v_AttentionW_subj.13,v_AttentionW_subj.15,v_AttentionW_subj.16,v_AttentionW_subj.17,v_AttentionW_subj.18,v_AttentionW_subj.19,v_AttentionW_subj.20,v_AttentionW_subj.21,v_AttentionW_subj.22,v_AttentionW_subj.23,v_AttentionW_subj.24,v_AttentionW_subj.25,v_AttentionW_subj.26,v_InattentionW,v_InattentionW_std,v_InattentionW_subj.2,v_InattentionW_subj.3,v_InattentionW_subj.7,v_InattentionW_subj.8,v_InattentionW_subj.9,v_InattentionW_subj.10,v_InattentionW_subj.11,v_InattentionW_subj.12,v_InattentionW_subj.13,v_InattentionW_subj.15,v_InattentionW_subj.16,v_InattentionW_subj.17,v_InattentionW_subj.18,v_InattentionW_subj.19,v_InattentionW_subj.20,v_InattentionW_subj.21,v_InattentionW_subj.22,v_InattentionW_subj.23,v_InattentionW_subj.24,v_InattentionW_subj.25,v_InattentionW_subj.26,chain,draw
1.8419640458897684,0.45252654344194,1.5416351137530722,1.764077957646156,2.145276405563042,1.387686722182713,2.352217857302704,2.6479232672575113,1.914707631597928,1.5313418908772287,1.0983023278973583,1.637694630753256,1.475990061454745,1.5682865446386103,2.0580537623172352,2.1915576373568633,1.6126781257576708,2.3643595101763495,1.9687448803563388,1.586565954909995,1.4356942004775013,2.162785998778266,1.95006876236722,0.3613647718834832,0.0957151113279819,0.35030042368493386,0.25081079029535847,0.4778785168597007,0.2704498195335801,0.38553631595494947,0.5453409579102738,0.3059309677548874,0.4247667686295439,0.33411842865408636,0.3490065730291161,0.3439232453339666,0.3378344215955443,0.3963122199036403,0.39382598054689455,0.36108694774737216,0.4428757521225536,0.33744181702860176,0.35525799382061346,0.3256643680893735,0.3340615763452284,0.5021839739975027,0.04467223472494107,0.0082590239531605,0.051634746892699424,0.048093803550674136,0.04076518255823851,0.04812145459428835,0.04180798375992921,0.04997122434966335,0.054133018387818095,0.0446416334514876,0.054360602242177064,0.03696400081106403,0.0584133065397205,0.04864003996472262,0.051709081477990956,0.03849817293065694,0.05050200845167548,0.029788862770501412,0.04349694972706428,0.05406934749105768,0.03404222246823424,0.025824369559943425,0.04205520430420473,0.02647886180815018,0.01995945527557589,0.027644182606265225,-0.023820958158622688,0.033738885889529675,0.03936899935924432,0.01899114578639637,0.044191911274856804,0.010416477157178604,0.02737411858474588,0.03992223007244739,0.014934276823150822,0.04039683568801779,0.009122927778386886,0.04994933851173526,0.015222443629684397,0.02807404445492893,0.03146536319277998,0.030816943666622094,-0.0051135845382705575,-0.003961505700847755,-0.0020947565171873586,0.04408323646789453,1,4739
1.6721863007602176,0.44777022037720304,1.434129494826199,1.5059419396172498,2.4446236639619974,1.2636251616906558,2.2402346784685814,2.691215291747297,2.021244811051432,1.3778725570111423,1.2130714856459457,1.48671507909209,1.4175461273703749,1.6068417744355712,2.173086868325836,1.963292083935953,1.7672688595268493,2.601589257841019,2.5194596383025156,1.4336982172239163,1.5029768482493653,2.2568429403544936,1.8115326586059073,0.37560771598316517,0.06660875221680132,0.34659631152711506,0.25256592256644556,0.4481970375439919,0.27602390308672536,0.355948330138827,0.5469962578296168,0.30082181458633844,0.4476176836441931,0.32942298532106623,0.3595556578452532,0.35392678600408745,0.32298400304803654,0.3300310810628252,0.3928725146303495,0.3370711890446916,0.38418066151708646,0.31982095901199564,0.3578113279899708,0.32233768473868185,0.3730847196816881,0.5182184863713719,0.046125450150962616,0.01117015866193874,0.04289477590311549,0.03935314400157895,0.050962683076624125,0.04314550055329879,0.03484096293336878,0.0486022498116203,0.05179104570219697,0.03941391557240241,0.06268157797613222,0.042008445072147155,0.053122734893766684,0.04683530514131462,0.0451466276226755,0.03903568702640916,0.05014672423656454,0.033941831525149624,0.0568819695412674,0.05269745789424768,0.03386826182940589,0.034790023542503344,0.036274711060598035,0.022704532189287675,0.019716977800862706,0.02633167272882671,-0.018227836838296152,0.034635052802610186,0.03539772544977527,0.006682701132290587,0.037905736339282924,0.0031609730196419383,0.03430275044882565,0.04617075151493147,0.019052481081869785,0.04383398592861016,0.011395745801601303,0.0408278667008162,0.013850851958601548,0.023558370076641723,0.033425570108040675,0.046095700982026526,0.01127954695988212,0.007057245699793376,-0.00483227274658124,0.04446792864068387,2,3707
1.9521054669010975,0.44192057397362866,1.575482629743909,1.5270892091403208,2.185337170775953,1.313640461242088,2.4223165737203303,2.419957391871602,2.0924150645614787,1.5264885976561047,1.0826800276543194,1.655148448591793,1.357868931114561,1.7406462807164367,2.126201929446908,2.161044896057721,1.6861275895432233,2.274997519413582,2.460537922588178,1.4566382691971325,1.406595963112337,2.4193741580562187,1.966485671809811,0.34107971483861604,0.1044966988804614,0.32890826308238147,0.24616374285230289,0.4354518879882365,0.27229049043875303,0.3626163877778135,0.5723911160331101,0.27706716600655873,0.4252511457051339,0.3390823545332824,0.32122410872840695,0.3544969052930864,0.32506524704235684,0.34973229662660393,0.3882302837458663,0.34852074561225205,0.39767176755916556,0.3343119948454563,0.35698779207210907,0.32988545740507297,0.33204184963266853,0.4951968154352253,0.04602447141262714,0.007462663234396943,0.05215630617728685,0.03890275405149737,0.03956435642407996,0.052932434808554085,0.04244569984439922,0.0496506699458855,0.04532023866130527,0.05151085656187601,0.0522135918190131,0.04339583690145037,0.04437857398695222,0.05193646603092385,0.05057263125760715,0.03556758910626856,0.052719321736437376,0.03208071355316046,0.06224319721362319,0.047358030026785014,0.03726440371072762,0.03017373709502304,0.04627779304691982,0.030372236118528365,0.01871574152042818,0.02823620018867179,-0.010079896418340673,0.03296265399964015,0.039101689150568955,0.01717129399668657,0.03097970464702604,-0.0027807477632169064,0.03254699540222876,0.04742362922384899,0.027372787643751742,0.037677013492232764,0.01686059756858839,0.04064381590952908,0.02177205756496975,0.02808935502007954,0.03174426347091254,0.04417267974770272,-0.00018117121983313514,0.0009534995618815031,-0.005560452174296555,0.04637976915201876,2,1296
1.8599364213203593,0.5296977923971703,1.5046204781515966,1.6697089507522855,2.242022038124585,1.3967806760076904,2.195438535456378,2.727423611440576,1.9331477103641626,1.4463788592018818,1.0847134419318525,1.7026222179785844,1.478676198840899,1.721423318955207,2.2020198282721237,2.074265159289665,1.6246395839252212,2.3815335831508704,2.1807779663968936,1.5866442691830953,1.3560983628960277,2.2264385220655654,1.9293428425889556,0.37038446613525133,0.07964589108480352,0.3470642120090214,0.26153144020046765,0.4452800813932333,0.27180623278898375,0.3696067102332974,0.5712577487693439,0.291070390470514,0.424642786725855,0.3541687136186181,0.3390198164105109,0.35709466490806413,0.315803900489031,0.3485994096511744,0.3925571917084393,0.3449633716851028,0.41366729676510083,0.34030654439926256,0.34645263748255195,0.3401544785930458,0.35414998056811337,0.4888232407860249,0.04678716525056759,0.005951434852303067,0.05022691803386983,0.04327703033027688,0.04578900567267082,0.05588606940304426,0.03630392346179182,0.05138652111872908,0.05070988848424744,0.043312448861759695,0.06397373869237344,0.04880722497346157,0.05481081004815872,0.05661026253550574,0.046758663277480725,0.03625022287631902,0.043976118947114375,0.03427532785784338,0.051521592392910084,0.04461212460319789,0.03406270999957253,0.03199149541511018,0.04519822216500096,0.031117774092358316,0.024531598554216244,0.02618634667347322,-0.01964858057855621,0.04250152376932137,0.0491567895108854,0.010492371071397628,0.040286557477557966,0.008142099324930128,0.02834326675063291,0.028505737263685355,0.021088376958574413,0.040135349113305525,0.017037336698230054,0.03721664758954192,0.014062572713152262,0.028651371369156173,0.03601166577976507,0.029007123393314977,-0.009812041596111466,-0.00325143528589738,0.0009144105076004591,0.05216621693866058,0,611
1.7245103429210151,0.3375445013812343,1.457057690282919,1.6431560896548032,2.4079766893746783,1.2766380981421666,2.1855775188482234,2.5959690429322935,2.050738307980594,1.5388182870891087,1.0437764449355307,1.4847403342277823,1.6921768065891691,1.508875272686629,2.132010761161304,2.046480560960768,1.5301845467594766,2.3503644602665306,2.1614275953786803,1.6174005074010658,1.3740620673962054,2.1810448149042676,1.8088691225650788,0.3616419356462794,0.06361060669542384,0.3408892717692841,0.23130670881382115,0.43462404616146766,0.2766969590027937,0.40178022913144545,0.5478851070956563,0.30762754546086785,0.4231696024206674,0.3483205760306709,0.36114056998978533,0.33391262950878947,0.3204978426171253,0.32730144865457106,0.38356228894729777,0.36047728006463214,0.4257323252763162,0.33933834977171373,0.3483185297698317,0.33285014224818776,0.37223940444733644,0.5162627787635531,0.04598488746820314,0.007953040603277745,0.046843470321135734,0.043440714447835836,0.04778984856860459,0.05072951281499702,0.04318606633158996,0.0504752069469178,0.05619282673251182,0.046691985844436734,0.055935583820894946,0.041995973974525064,0.054975872741999554,0.04636341807713983,0.039478024726276734,0.039875629612127796,0.0509359712836829,0.03178733910103537,0.05250251948307014,0.05478453354487396,0.042873041277928015,0.03551138575538049,0.03857555182506603,0.025982889190867445,0.01841755459776359,0.01933244283719085,-0.00867816721049016,0.041071064509815465,0.03804194044874679,0.022091066478344527,0.03572560034249163,0.007142982927036672,0.03580745462472732,0.0529957114501659,0.026787201435022136,0.03264653236056147,0.008850182693691543,0.03777038251010761,0.015077002804018155,0.023402728054661745,0.02945871771432354,0.041053691984345254,-0.0022921251666030637,0.0018582354143706842,0.004672146482218108,0.04922737619526001,0,3041
1.7884178064066558,0.4477241765349115,1.5222909363344743,1.5961087165433532,2.284655865462038,1.2855207767349814,2.350136330900048,2.911342393719023,2.023090648211465,1.5080542820420262,0.9966009731073615,1.618303492297547,1.4678205557430135,1.5956723579654408,2.284367707935467,1.9949142046395185,1.7009245320728774,2.3999936564225375,2.159294624286706,1.4836295742547434,1.542638169441069,2.361273411884165,1.9580714236399281,0.3581276295740293,0.08508153759825932,0.32593543365746175,0.25926947381947774,0.47118137113013736,0.27277957370976674,0.3718627936969359,0.48676672991616804,0.28744678691252906,0.42758901026972707,0.3506118103213213,0.3472169949779439,0.3450100758919,0.3233599977614924,0.32287063761982704,0.39482626138160887,0.3527595340041222,0.39744840559956474,0.35195244823135496,0.3556911148225764,0.318720526053153,0.3434724131757198,0.5048251483776616,0.045781112703456146,0.007044267036802093,0.04837929411421324,0.042858068726009925,0.051383461008506326,0.04991570700910379,0.03982138265907439,0.04074957157843502,0.049634785179639096,0.04231199966157398,0.05231985974326689,0.042684193913887516,0.05093170965933511,0.05057015960557479,0.04992388292789661,0.03752273312498849,0.05135406015025467,0.022748457231394126,0.05254887263066734,0.05134692198949712,0.03571022044034061,0.032652776546268386,0.04595169023901324,0.01942264507750291,0.015630653032544305,0.02093162204984436,-0.02622392059211548,0.03237262155088877,0.049930527597922617,0.010987152863955262,0.03982700061719407,0.003026910666900043,0.028798598575814165,0.03813167332540941,0.019292253555139922,0.03173070823610095,0.0023310558230729694,0.04387302363899093,0.019832500234432157,0.03359336132246782,0.035138531450633254,0.03955948599906409,-0.00010789930997028019,-0.00367087171309048,-0.0013584748767107926,0.047796386218057034,2,1429
1.766423808494524,0.3822828636539664,1.6045756688913024,1.612324666256094,2.047409929510974,1.3362385695785606,2.328009732581524,2.674878130073233,1.8044293644572047,1.3448356141575084,1.2000614271665289,1.4753711927913442,1.4902402564847668,1.6800012985668489,2.013307559944328,2.020430849699359,1.6037623735054636,2.2582206286438247,2.1202715239602052,1.765019614687437,1.5768172583842395,2.4387713617983295,1.8081512271280804,0.3644011464887773,0.08698959356706157,0.33883015254749305,0.26077788002535474,0.47096001744282934,0.2619725912318891,0.3614421814436058,0.5378941698488859,0.29780426045001007,0.45072093214006503,0.33520895478987073,0.38278141756481904,0.34226583570458796,0.31985603992224715,0.33139333348884153,0.37712485586645644,0.32943003248456226,0.4149441383504369,0.3431021070372422,0.34005250853105845,0.30980986410057504,0.31984957373541245,0.5316096035648744,0.0454501824513524,0.007136725975947889,0.04638732380771449,0.041119049900429305,0.03541930597844437,0.049577804020083216,0.039651957245370906,0.04781020569900454,0.03993045708155479,0.042245880168686786,0.05866038091117304,0.04027847472405591,0.05162050166278505,0.051096341681375154,0.039289983951038256,0.03833179954900778,0.041604057126208176,0.027020196988317285,0.04931595982937374,0.05555706316616865,0.040723947220211026,0.03515124864788679,0.04614233019793893,0.022858181085816335,0.021392061810460695,0.036097228943807444,-0.016663771979271567,0.03895287790060065,0.03930011239551562,0.01008535510558863,0.03476430312842686,0.003594577671655127,0.01868952761726156,0.048176341751616794,0.026662010389234474,0.033377406336418385,0.00818448872829101,0.03452067223521392,0.024748062140877616,0.0163918858431839,0.03333828388837657,0.03708376134615433,0.0033538952053528553,-0.0005478591149636518,0.0012836694163797218,0.05843203661148832,2,1536
2.0041571435302545,0.4247759290413082,1.4536119898562903,1.3754955264358015,2.3088596441097295,1.3456864346602324,2.411487366789693,2.7363936256398604,2.024707827540778,1.6837169944206378,1.1487009854341153,1.6617183889051403,1.468258716641205,1.6028265049216974,2.119232293780638,2.115136088436826,1.5300391250558576,2.3668235760132807,2.120327839096763,1.5728253781841064,1.4119621720165938,2.3668351859913437,1.9537969525998646,0.3704994579265493,0.05830060112132363,0.34448633860377126,0.26108846756211984,0.4664569275462766,0.27222179094444043,0.3575744387482421,0.5127000165154142,0.29623155038879934,0.3992771975326923,0.3491700221839295,0.3334190721301069,0.34075152185588947,0.3291864598331338,0.3439258221265134,0.3539047517208793,0.3510572426226403,0.4082565048615121,0.3516886359655771,0.33921154394236114,0.3355736282960073,0.3336689969908489,0.4969383657667123,0.04445366073281236,0.009021232432300257,0.055558026271893185,0.03512002139594869,0.04820787707817174,0.05300024852551956,0.042592898242220276,0.04825936045915869,0.05126295196033786,0.04427349982241026,0.05139768969989123,0.03883085876780319,0.05594898596617884,0.04877828877242547,0.038366518701275776,0.02986216665214486,0.043248424780973724,0.032135701748758495,0.059779628580961655,0.0510902039573468,0.02744169815662261,0.029368725222703444,0.045816628716573035,0.02509955964733396,0.017342996383668513,0.027296260563813443,-0.023150182937000746,0.034428742555361526,0.03890255454827116,0.014927169556528033,0.03442651561229555,0.0033772262653542708,0.02462847067846294,0.03909846527828743,0.022524732148514956,0.03147569209559323,0.018204982992580856,0.03295781902318249,0.008904759779287584,0.020314961288336337,0.04058069608962513,0.04458718994505719,0.0018896450201229499,-0.004850360802815142,-0.0052700097492814875,0.05021476570538237,2,2220
1.759387659372888,0.45034275110344,1.3996719381401126,1.50103080960243,2.3099777313277543,1.305066134855881,2.047749985207122,2.698058578103893,1.663066251927623,1.4610942499363324,1.0666623141545475,1.576801039147466,1.4248456293377407,1.6047347476377885,2.1123438288932332,2.151201020565996,1.7301226995672123,2.424158903910178,2.1325744561644857,1.482938879115379,1.2942267713062159,2.356436069470296,1.9066804459338014,0.3776153856597197,0.08426918938614766,0.3478054585573266,0.2532904511545868,0.4538361166898866,0.276046600503426,0.36089108742247084,0.5370130253695071,0.30109750712502686,0.43400401178774684,0.3469006997432676,0.320585006778907,0.34119965103517047,0.3269970669293124,0.30853633625834626,0.38854825972335133,0.35528109712792366,0.36552903279379684,0.3529915486345732,0.355415591235138,0.3326455102129637,0.32066852607153323,0.5215223980693756,0.04705911141164106,0.009699483310385629,0.03903963293757644,0.04014801618530898,0.044356503457476035,0.04830428165361204,0.035664016454320664,0.0510352848251388,0.038948574206982195,0.044686062804736554,0.05413882335532159,0.03844559417104471,0.048810213939883836,0.04935585131183625,0.046462608953171516,0.03738315077339185,0.04836852921600666,0.023197947010475128,0.05724148490660909,0.04445894352346812,0.03206954212193707,0.030519709223524857,0.05279091572662765,0.02383413037080734,0.019750021115229013,0.02372626610018703,-0.018539636468667218,0.028064351435256533,0.04651084825841426,0.007337444452654107,0.041043482210531015,0.007964123704366697,0.0332842945621793,0.044032541308072576,0.019140483319042178,0.03771008225883259,0.004879226590944614,0.04323395110308252,0.018129613616201752,0.02618211570503813,0.03159927457501872,0.04373225331456331,-0.005923435216607299,-0.0018958333501210393,-0.007067367476027259,0.05735655534028816,2,2669
1.9009624975834134,0.4004791852003834,1.4559699265817048,1.6698044167816886,2.6069916879812007,1.3188112586635408,2.3543842650642355,2.8391192330472195,1.8614624391548293,1.4227669889960444,1.073556317728904,1.5656356030330667,1.5640645582559456,1.7312292323403193,2.2256101486789293,2.3630971624687334,1.5159859721106037,2.250371948524726,2.2968506174075833,1.5958231956533653,1.343469192197137,2.295909369895033,2.019906812648012,0.35871041253941516,0.06665361864042825,0.3533055032277852,0.2536323708473103,0.43059962806291885,0.26967402757355413,0.34344393556575203,0.5466884100676798,0.31418972529044514,0.4371730185052819,0.3409103359805057,0.3516858703694478,0.34017671780560954,0.3176314941134483,0.33594218664904407,0.3903944281226251,0.36292127677410696,0.44007492135243076,0.351052758740533,0.33471087788325743,0.32374262938330295,0.3321900146103507,0.5211660864013524,0.0445912589033141,0.008809549823482737,0.04715928432482023,0.049507181621366754,0.04801197558741616,0.05171238485450807,0.04054775557515617,0.05032346601056246,0.044774275059292386,0.04064830804797477,0.05673167105206053,0.049582888436492084,0.054461439497505176,0.05520209928027359,0.04722576656999233,0.05377581350298957,0.05009335554357146,0.025328845442408206,0.05382264719359379,0.054232689655207236,0.032030684497072845,0.02944761340040338,0.04382207107192465,0.023577209161027353,0.017266259186431345,0.024194475629751248,-0.010968099187369747,0.035478174981508445,0.043805637287232045,0.013229768953632301,0.03351942434220174,-0.00481039689437706,0.028478698830662296,0.04948405182803657,0.03181324033316967,0.04069572779463398,0.014550010873694718,0.03849408796462607,0.023054979718068948,0.03064299395217799,0.029119211256526625,0.03803691394602518,0.0006651228943846035,-0.003178467547100331,-0.004827880729111495,0.05417568027804387,0,3812
