t_subj,a(0)_subj,a(1)_subj,a(2)_subj,a(3)_subj,v_Intercept_subj,v_InattentionW_subj,v_AttentionW:C(cond)[0]_subj,v_AttentionW:C(cond)[1]_subj,v_AttentionW:C(cond)[2]_subj,v_AttentionW:C(cond)[3]_subj
0.20772655401039483,,,,,0.2997962307101233,-0.01126906214193951,0.0473710167306342,0.05910159418866244,0.06290572468761509,0.07685713548897534
0.25968133407280236,,,,,-1.2726104023351843,0.013294593427524171,0.05102847456210609,0.051411654270089695,0.04825147725828387,0.04050105746236884
0.2371809755213329,,,,,-0.3904213424833258,0.010489942118253548,0.04496889137034799,0.058221215631650405,0.05728324923785258,0.0663592844249113
0.24475682579274344,,,,,1.2047688431573318,0.02408575631176635,0.05017167470776431,0.05216783478289891,0.0685998914433662,0.08857339636372495
0.29042673170226396,,,,,-0.7058227016841528,0.012263396397443787,0.048450785719270355,0.053930349302105406,0.05198527436189997,0.06640729034482656
0.393985079244217,,,,,-0.21176087287999282,0.03140370758097442,0.04465697875975051,0.0576776328523134,0.0760081143087704,0.08239481589053385
0.21171722464814982,,,,,-0.24581821839602017,-0.030556366577105074,0.05127609588729052,0.049375284575759446,0.06334951574082232,0.06852521752410883
0.2125463338385617,,,,,-1.1940412742222253,0.03054091581538604,0.047822795562507465,0.05598590567343323,0.07399282125452493,0.07984621029669893
0.25577401306499203,,,,,1.0895649706433392,-0.028125834543809146,0.04693525806099072,0.057924579357028806,0.07517493230545548,0.04205971813072653
0.262086579871747,,,,,-0.7124677450482598,0.004618994666884206,0.048261540925362244,0.05547390385347276,0.06986355313293786,0.06872560433674434
0.24788833647935687,,,,,-0.02531404327159813,-0.0010238284441483536,0.04803163863769017,0.056670227071246415,0.06089534926569186,0.08305849151024265
0.23373595519181883,,,,,0.17871965538996584,0.014081073744373694,0.04885471775914209,0.05231607935628498,0.06679042509403157,0.09608319104579276
0.2147445110481834,,,,,-0.05470871679361882,0.025269027182688766,0.047861642455509265,0.05360575923253903,0.05146693022629338,0.047133313524389917
0.24533645737549994,,,,,-0.8873700276349755,0.021025973611547524,0.04773369702266805,0.05490097002321238,0.05718974764974271,0.05732493208422351
0.2132945126422922,,,,,-0.09871732779591653,-0.019458167621186004,0.05070149149888932,0.04867880031944618,0.061705760354091484,0.06137258782703784
0.26552744955091473,,,,,-0.9867137336253526,0.0049999666468106985,0.051721195424242396,0.04934108189992405,0.05117957921606559,0.08228048069861203
0.22407232751804695,,,,,0.45797685217959894,0.034082384190472916,0.043197717984864506,0.05572866439762333,0.0630080194590514,0.061529101360234234
0.3111516754145373,,,,,0.6987637162778202,0.004305805986933888,0.04478876575311251,0.05531426396245305,0.07338638920530417,0.0361999431986428
0.2167944437961992,,,,,-0.02830765456737578,-0.0042490558874527865,0.052207256643929174,0.05452207017571758,0.05625145831609148,0.09001452093970651
0.24785334154515218,,,,,0.4409381075254341,0.02838033643322452,0.04494015891201675,0.04914749170298287,0.07585684293536246,0.079728161906454
0.3597237247903246,,,,,-1.170762856442117,0.012568594665469932,0.04733859380868098,0.047841505630435675,0.043024552959506336,0.052752953216728585
