rt,response,subj_idx,condition,OVcate,ES_AttentionW,ES_InattentionW_E,ES_InattentionW_S
0.9902593655999214,1.0,1,none,low,11.791118829074671,5.447779707268667,13.656660878193996
0.6392593655957968,0.0,1,none,high,-5.637130801687764,58.40506329113924,14.042194092827003
0.9002593655958839,0.0,1,none,high,-19.13043478260869,32.46376811594203,41.59420289855072
0.47825936559975046,1.0,1,none,low,-8.342182890855456,2.914454277286136,51.2566371681416
0.5732593655957747,0.0,1,none,high,28.58736059479554,46.00743494423792,27.420074349442377
0.5482593655957664,0.0,1,none,medium,-7.844827586206895,64.13793103448276,1.982758620689655
0.9692593655999144,1.0,1,none,low,11.46205684148843,8.989159097568123,27.527102256079694
1.773259365600183,1.0,1,none,medium,-8.416801292407108,12.633279483037157,41.050080775444265
0.9732593655959083,0.0,1,none,medium,-38.14018043025676,13.11589174184594,31.256072172102705
0.6552593655958021,0.0,1,none,medium,-54.66487935656837,20.268096514745302,14.932975871313674
0.7042593655998259,1.0,1,none,low,4.195871339414303,9.67834853576572,15.482477196351418
1.4722593656000824,1.0,1,none,low,0.6926406926406923,10.346320346320343,9.653679653679651
1.2952593656000233,1.0,1,none,medium,-7.724736515809054,2.72783632982021,60.45257284562926
0.7592593655958368,0.0,1,none,medium,-48.89628924833493,36.99333967649857,5.889628924833492
0.7082593655958198,0.0,1,none,high,-17.364016736401673,36.31799163179916,53.68200836820083
1.8712593656002157,1.0,1,none,medium,54.599542334096114,14.919908466819225,20.320366132723112
1.7452593655961661,0.0,1,none,high,65.8728557013118,53.945509586276486,8.07265388496468
0.7972593655958495,0.0,1,none,medium,-15.431034482758625,8.189655172413792,63.62068965517241
1.0762593655959427,0.0,1,none,low,7.159763313609471,18.579881656804737,11.420118343195266
0.8052593655998597,1.0,1,none,medium,50.86538461538462,12.884615384615383,32.019230769230774
2.6832593655964794,0.0,1,none,high,31.77702320316921,44.52744765138653,32.75042444821732
1.7422593655961651,0.0,1,none,high,21.34253450439148,55.67126725219574,34.32873274780426
0.5692593655997809,1.0,1,none,low,4.4348363187152575,12.21741815935763,7.782581840642372
0.6372593655957961,0.0,1,none,high,10.407766990291268,30.1747572815534,39.76699029126213
0.8012593655958509,0.0,1,none,medium,-48.25332562174668,15.222672064777324,23.475997686524003
0.7382593655958298,0.0,1,none,high,-3.949671772428879,59.57330415754923,13.522975929978116
1.8182593655961905,0.0,1,none,low,1.119936457505955,2.223987291501191,31.104050833995235
