a_subj,t_subj,v_Intercept_subj,v_ES_AttentionW_early_subj,v_ES_InattentionW_early_subj,v_ES_AttentionW_late_subj,v_ES_InattentionW_late_subj
1.903000092745852,0.41976971365867977,-0.13744780941251708,0.07085355519938488,0.08115005955442146,0.02308434397176706,0.030248516073309206
1.7394718718709028,0.2995271543032218,0.630571687312329,0.0468263587315004,0.06291354019622104,0.021187338268328873,0.0194813023723814
2.2820114688386055,0.4734254994100366,0.1093735757749729,0.07819079211468084,0.08068678386000266,0.027102625189320273,0.025390556723287563
1.7329561776558828,0.31618907253368034,0.25321052372284997,0.0823677727326067,0.07772778787708756,0.029736417255039015,0.03168951804524621
2.15690543713209,0.4473207363773636,-0.11621309397213228,0.06704923912434341,0.06103804024805705,0.023119623763651474,0.025300498986380253
1.683994079565107,0.5892880031020019,0.1618026734951094,0.05916928927289403,0.06525797324699736,0.022563249517190406,0.02213665627080321
1.6157944263159358,0.4034960856543762,0.12696031991619572,0.07824197375806992,0.09761248530761117,0.03435591286041811,0.02872692635199214
2.045058279156954,0.46315802026790115,-0.007885940391781381,0.057633578352603576,0.07452463255811576,0.024657993527760776,0.024701285044466493
1.0633092722122064,0.3735806532403641,0.16733435492204063,0.09481439605361135,0.09265951904922612,0.03438296180040869,0.027329840804119054
1.7918743047467998,0.4574597814428021,-0.04129782590337022,0.0800397530524649,0.07316515489831255,0.02445732918601217,0.026484899878590047
1.2427445633195133,0.3933472775308301,-0.4117947090747361,0.08660842028677325,0.09396920678457883,0.028444940282150232,0.033929465075329936
1.8120300081441347,0.40399212242584415,-0.23593632231755782,0.08538868872757528,0.08980191485997871,0.02904644215159443,0.029427574993351118
2.1720461663600124,0.38320186159610514,0.13656309150398008,0.0775500168117947,0.09015727886474839,0.027181396572530825,0.028034328204403578
2.3222801355174836,0.49206058080715426,-0.17320979434362047,0.08208421817186085,0.08140468322834854,0.02420154393750023,0.02516267940531288
2.332631777426054,0.4678993691506673,-0.2832059857583538,0.07125709206675354,0.07570656537285497,0.031601563471662986,0.026857127958234063
2.749743864997922,0.4976892870108363,-0.102306052938811,0.06361776426094398,0.07237750724596832,0.030541236254254228,0.027658294396440568
2.5993951785630687,0.3946114516970379,0.1810573417428667,0.09022701053759515,0.08683173570636994,0.026033369975770996,0.0273061905784438
1.9419480078239981,0.348859774733494,0.2199751648459521,0.05970621299885085,0.07182564130286546,0.025935230035386118,0.022095490072406625
1.4954159100216335,0.3298960887037678,0.198689017696829,0.04024781216311872,0.05144983051616154,0.012835768747735232,0.016357467022969096
2.434408504097165,0.45344303551740667,-0.0936015001889579,0.06732956070056276,0.03590217707315909,0.01334883289905475,0.019595742848235252
2.565762892509778,0.5862948798426588,0.11544066540591551,0.07700465060748368,0.08351126689052057,0.02496293873126163,0.02970684038787087
