param,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_ES_AttentionW_subj.21,0.0213453414962264,0.0025474931535182,0.0164565516113249,0.0196101286565548,0.0213277518898216,0.0230643124533176,0.0264085962663286,3.4627386937685844e-05
v_ES_AttentionW_subj.22,0.0355109684237068,0.0031656808926736,0.0293408646541593,0.033362728351395,0.0355092506339528,0.0376119860129391,0.0417905084875774,3.732259242568342e-05
v_ES_AttentionW_subj.23,0.035001157312592,0.0032640055413067,0.028566068010233,0.0328146385141685,0.0350130531450181,0.0371819136717768,0.0414245742368905,3.225005388123223e-05
v_ES_AttentionW_subj.24,0.053539262417168,0.0033130161053948,0.0471351840415585,0.0512827940881806,0.0534750843603764,0.0557697212172483,0.0601481582088699,6.379527392074544e-05
v_ES_AttentionW_subj.25,0.0093178386543302,0.0053375927046587,-0.0012245957683699,0.0057237705204747,0.0093458279614707,0.0129549010405546,0.0196394203145722,8.150017150548476e-05
v_ES_AttentionW_subj.27,0.0324028449148026,0.0029810065977894,0.0266298278903364,0.0303967728843675,0.0324001216498882,0.0344127832997665,0.0382570361333037,3.452967601559532e-05
v_ES_InattentionW_E,-0.0324838423543375,0.0030986411211373,-0.0385158522339961,-0.034504191538926,-0.0325049635285007,-0.0304539899181368,-0.0263839119595459,2.827711414280804e-05
v_ES_InattentionW_E_std,0.0130557176775947,0.0025168714818575,0.0090989186321077,0.0112992280013495,0.0127237058301564,0.014444029205018,0.0190104743944641,2.941399561315826e-05
v_ES_InattentionW_E_subj.1,-0.0436707374671343,0.0034337900156807,-0.0506487908745871,-0.045894580556655,-0.043621168665091,-0.0412905483124132,-0.0370933382994625,4.94231886266298e-05
v_ES_InattentionW_E_subj.3,-0.0272879381741977,0.0024205421440281,-0.0319825653222516,-0.0289406781172634,-0.0272617501710067,-0.0256405645538045,-0.0226121635227985,3.5573577690570964e-05
v_ES_InattentionW_E_subj.4,-0.0192890036312484,0.002684910936951,-0.0246364446999778,-0.0210466211328821,-0.0192684027588666,-0.0174875488351089,-0.0140421818612361,3.4195649730551046e-05
v_ES_InattentionW_E_subj.5,-0.0321017718949755,0.0028723297273064,-0.0377892104245472,-0.0340262372469279,-0.0321206826227173,-0.0301643188167991,-0.0264368131933736,4.009409108076084e-05
v_ES_InattentionW_E_subj.7,-0.0248805180575488,0.0028331211361935,-0.0305029396084545,-0.0267795505089866,-0.0248620955421083,-0.0229162935581078,-0.0194698077745552,3.323712498722964e-05
v_ES_InattentionW_E_subj.8,-0.0429621439997108,0.0029915757179038,-0.0488437947568981,-0.0449668468884241,-0.0429481269351561,-0.0409401499811549,-0.0371072429609872,5.430946634998571e-05
v_ES_InattentionW_E_subj.10,-0.0294143589909866,0.0049576881413009,-0.0391575434990906,-0.0327787596655451,-0.0293600037974129,-0.0260034228081388,-0.019866163743172,4.510598584971916e-05
v_ES_InattentionW_E_subj.11,-0.0394172873636086,0.0036462283852377,-0.0466468104997168,-0.0418723883295664,-0.0393451720622587,-0.0369418348767467,-0.0324382134811411,4.800413458190409e-05
v_ES_InattentionW_E_subj.12,-0.0217839470209526,0.0031927959860955,-0.0281599511997708,-0.0239169390327622,-0.0217708166152981,-0.0195983625910885,-0.0155959574221679,4.084660140852322e-05
v_ES_InattentionW_E_subj.13,-0.0253099862201462,0.0032977451749846,-0.0318987437600295,-0.0274848294316582,-0.0252705278066033,-0.0230668172355327,-0.0189968306256594,3.797916934614192e-05
v_ES_InattentionW_E_subj.15,-0.0274737909917262,0.0031193674568898,-0.03365367690074,-0.0295444026935621,-0.0274984504462395,-0.0253843739593616,-0.0212778097997014,4.102776475346509e-05
v_ES_InattentionW_E_subj.16,-0.0211450020719994,0.0026155011658121,-0.0264796871988698,-0.0228572115539301,-0.0211089589591029,-0.0193823492730693,-0.0161131179493009,3.66856732592012e-05
v_ES_InattentionW_E_subj.17,-0.0164119240282139,0.0033089608851685,-0.0229761686595381,-0.0186302918738599,-0.0163968782806223,-0.0141488829088794,-0.0101227120565963,4.473466478773986e-05
v_ES_InattentionW_E_subj.19,-0.0534136684839296,0.0041399827536951,-0.0614249214214726,-0.0562312568293148,-0.0534465292087203,-0.0505871434199336,-0.0452901434369572,6.132469337898366e-05
v_ES_InattentionW_E_subj.21,-0.0208682967864739,0.002546251475164,-0.0258738518694209,-0.0225699970513336,-0.0208799298746973,-0.0191440953667799,-0.0158917056911512,3.393650661810029e-05
v_ES_InattentionW_E_subj.22,-0.0415137630428999,0.0039000798649225,-0.0492815027770209,-0.0441066332944925,-0.04144794478074,-0.0388291438052522,-0.03411165220474,4.794396185711087e-05
v_ES_InattentionW_E_subj.23,-0.0388298381781685,0.0044734098073389,-0.047748746542657,-0.0418468498501912,-0.03876776119258,-0.0357492293081963,-0.0302754432553475,5.985247718934487e-05
v_ES_InattentionW_E_subj.24,-0.059308806337458,0.0039852541927717,-0.0672187752399242,-0.0619418989426127,-0.0593037745533981,-0.0566046697568027,-0.0515602154283476,7.494273947419045e-05
v_ES_InattentionW_E_subj.25,-0.0297397401137268,0.007805815246728,-0.045500174570288,-0.0349950519019002,-0.029525426815014,-0.024471558660334,-0.0146730779996626,7.932221626944785e-05
v_ES_InattentionW_E_subj.27,-0.0355201849146556,0.0038975006197078,-0.0431037521200065,-0.0381168592501942,-0.0355277646554436,-0.0328879011519483,-0.0278968054832882,4.463869561080048e-05
v_ES_InattentionW_S,0.0294417585279108,0.0036911744821341,0.0221500865667431,0.0270727348732447,0.029449919505926,0.0318088719388195,0.0368292164632397,3.59978533818771e-05
v_ES_InattentionW_S_std,0.0158043589925525,0.0031004017259938,0.01091995000815,0.0136164221806244,0.0154126358448931,0.0175522945776918,0.0230370790264626,4.6137975085567366e-05
v_ES_InattentionW_S_subj.1,0.0285246197627433,0.0027333071636983,0.0231828655016874,0.026679326135147,0.0284737132876565,0.0303348232434558,0.0339656909344519,4.301737389591265e-05
