Parameter,HDI_Overlap,Diff_Mean,Diff_Lower,Diff_Upper,Equal
t,0.9597039233211064,0.0019584983980851125,-0.03366700732069189,0.045314641379167686,True
v_Intercept,0.6411079198548166,-0.027579875094284643,-0.11882576123782615,0.03858845143126416,True
v_val_diff,0.736256990680663,0.0009109502926716955,-0.0060923766574805666,0.008722536639178213,True
v_DwellPropAdvantage,0.8518119185595516,0.01385934675924665,-0.11017174565071064,0.1056697974435459,True
v_gaze_quad,0.6586612847054106,-0.07094833473484008,-0.2898636565608197,0.17992998542859173,True
a_Intercept,0.7503746112872043,0.028937256401287872,-0.4018907598602044,0.4236630473279335,True
a_abs_DwellPropAdv:C(OVcate)[low],0.7963158581905329,-0.03361071587442758,-0.31416069778437516,0.23862563902989492,True
a_abs_DwellPropAdv:C(OVcate)[medium],0.6636580692268866,0.06596035905937404,-0.2279708516390731,0.36387208467178345,True
a_abs_DwellPropAdv:C(OVcate)[high],0.8582774669871641,-0.01745137821195142,-0.2745523482766047,0.24875490663304556,True
