model,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
5,0,-20027.494339517973,13719.257949611869,0.0,0.9423780456727814,2977.080661857518,0.0,True,log
3,1,-20723.117932220688,14286.504406546324,695.6235927027146,0.007976235229390146,3002.1879918255913,428.91378641671383,True,log
6,2,-20836.280060268084,14655.137455706288,808.7857207501113,8.13385931293198e-10,3063.916926749023,466.4884855336995,True,log
4,3,-20854.530935947172,14419.68151738366,827.0365964292014,0.04964571828444265,2955.759146543875,632.1642378851262,True,log
