model,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
5,0,-20027.494339517973,13719.257949611869,0.0,0.2107995162542897,2906.120996161676,0.0,True,log
3,1,-20723.117932220688,14286.504406546324,695.6235927027146,0.0537480896318268,2949.777448472806,428.91378641671383,True,log
6,2,-20836.280060268084,14655.137455706288,808.7857207501113,0.5381230052032332,3024.0805587819136,466.4884855336995,True,log
4,3,-20854.530935947172,14419.68151738366,827.0365964292014,0.19732938891065033,2956.9439789823055,632.1642378851262,True,log
