Parameter,HDI_Overlap,Diff_Mean,Diff_Lower,Diff_Upper,Equal
t,0.6256557957651112,-0.010230570242334671,-0.04535328532544025,0.016267870121532024,True
v_Intercept,0.7232934187858923,-0.017466673374301127,-0.09360954693364493,0.06421925553339664,True
v_val_diff,0.48506271878936336,-0.002645200124732544,-0.008288307782517795,0.002469481519780818,True
v_DwellPropAdvantage,0.6647387478782965,-0.03683760542322776,-0.15101663533255608,0.07309653559873014,True
v_gaze_quad,0.5512837035332344,-0.09860643164321431,-0.3661664045653059,0.14327688865169352,True
a_Intercept,0.6138011396492857,-0.08604898243582841,-0.39347194766329596,0.22522928872386894,True
a_OVcate[T.low],0.6437100292834433,0.06011465444011424,-0.11453954569146324,0.24675508645256178,True
a_OVcate[T.medium],0.8710547635431338,-0.011249677622731106,-0.1430621351374089,0.11774162609034394,True
