a_subj,t_subj,v_Intercept_subj,v_AttentionW_subj,v_InattentionW:C(OVcate)[low]_subj,v_InattentionW:C(OVcate)[medium]_subj,v_InattentionW:C(OVcate)[high]_subj,z_Intercept_subj,z_FirstFix_Left_subj
1.8035630473966822,0.38104732430052746,0.6053661274213382,0.022158018365468622,0.015059970699363164,0.033983822831736406,0.0314336045302427,0.5019661037141998,-0.009982192983766822
1.6060512889069172,0.3001229298105525,0.5055705768699434,0.011459272455304849,0.011086980139485718,0.016960422113016734,0.024765733263047148,0.5069655748290213,0.0030747153710758766
2.398408438306315,0.41254517548386777,0.6706558809891281,0.029581249006603496,0.030343462770475126,0.023875579381568646,0.027506598106151192,0.5060010447821328,0.008152348151749634
1.7413040258261863,0.2931662183303669,0.6182460241102422,0.03832874824971775,0.031179630655574043,0.041033708938844775,0.03462891013843221,0.5015124807043744,-0.03769444128072698
2.09181893024858,0.4235750091516014,0.617297962820814,0.02422873626142991,0.016981665317203836,0.026112880271554933,0.013156808472080608,0.5047653006703873,-0.016076947415821694
1.5987849770963458,0.5824807821866602,0.6063284038281997,0.019485079818210273,0.011553575242342011,0.02331471030397501,0.023132018111353517,0.49518675495143893,-0.01731502959664342
1.581247412137271,0.3806937018188156,0.6624365726686536,0.03418109508903983,0.03842220666645124,0.04266257603243911,0.038611133325281745,0.502791081515039,-0.00334470886203971
1.9149573493635004,0.44867596196365156,0.545210730716113,0.022460127976676337,0.026575020884036262,0.027710538646273302,0.03157535699874021,0.5022666322091207,-0.009996731732648442
1.0099271875655937,0.37304649914040183,0.6464156857738417,0.03967949742997924,0.025197417650825504,0.039364034406670474,0.027693668359374035,0.5054424524283996,-0.02553162652415508
1.667911665919955,0.4478840065556311,0.5628083890751263,0.029976180264326444,0.02659309197408347,0.023243940219252822,0.023684168538032912,0.5058137721249888,-0.017378761928523657
1.205730820843014,0.380308678027846,0.6378600674180831,0.03138997611784251,0.019987968103395194,0.04825317180674223,0.029071727933333506,0.5035733331738318,-0.03264441272922313
1.7004712256325487,0.38964874092982077,0.6416314561634747,0.03719568488918678,0.023525948842281368,0.041554006606678975,0.03481307060719123,0.5038687054620173,-0.02608094212953767
2.0683322264115347,0.3653268551530328,0.5929655393903852,0.022212402933753542,0.024661081620189124,0.020905634108917024,0.03558768803532417,0.5043240817552569,-0.0052457912623553185
2.4607772075895618,0.39094043284723495,0.5340021877100215,0.0286923439675372,0.017533528243032344,0.023300293744238615,0.033268655120374614,0.5089423348308123,-0.006036249085055094
2.2260211212018866,0.42984308765897283,0.5733569549955476,0.029455297536285206,0.026654827604735715,0.03592323375106723,0.027526223215377323,0.5022070509522554,-0.02737397916172962
2.8378242238919236,0.42722886191774145,0.5789359474612141,0.03390163639964687,0.036088738568253814,0.035177371380896896,0.026394765186313375,0.502862086755623,-0.012866942660288648
2.8130662202717747,0.33829007184285526,0.6373649634641079,0.05116874386329502,0.015861924308892723,0.036718296723432964,0.05297937316898725,0.5100975378283191,0.01703388118245704
1.8546243450708575,0.34150261229162493,0.5691774690409734,0.020100190728566506,0.01795973076973351,0.025593440705194644,0.023332188447557963,0.5041643598884488,0.007787440152719619
1.43681136330749,0.32988230855221656,0.5105360189222621,0.007855054464397262,0.013590308317243232,0.010637155324524498,0.015506200748882747,0.5031241566240947,-0.016403356469547704
2.3188813837710236,0.41423513531059014,0.41434021589961384,0.01719163697567799,0.010673002637868483,0.01963507565262429,-0.014860071212083065,0.5046172864870158,-0.02055460041270213
2.5331836269372703,0.5357475444980311,0.47273124165100594,0.03877977810099328,0.03179342830507388,0.037074741260935566,0.050367707413762675,0.5033276534160508,-0.001772774660410129
