rep,subj,parameter,true
0,2,a(high),1.9431170255868853
0,2,a(low),1.8007563291807074
0,2,a(medium),2.3608701574647064
0,2,t,0.49263845615216384
0,2,z,0.10427391050081752
0,2,v_ES_AttentionW,0.02243289054530521
0,2,v_ES_InattentionW_E,-0.03642505978914211
0,2,v_ES_InattentionW_S,0.041957821865434286
0,3,a(high),1.8235453849999466
0,3,a(low),1.870278804936357
0,3,a(medium),2.408825066808667
0,3,t,0.4832747771377192
0,3,z,0.48538724800752564
0,3,v_ES_AttentionW,0.05256918795075884
0,3,v_ES_InattentionW_E,-0.03122282918551477
0,3,v_ES_InattentionW_S,0.03448656442978885
0,7,a(high),1.9669309626893234
0,7,a(low),1.8309177288537213
0,7,a(medium),2.4084726299368278
0,7,t,0.43565941919801504
0,7,z,0.4379824048990099
0,7,v_ES_AttentionW,0.030139325879946856
0,7,v_ES_InattentionW_E,-0.019659067809252608
0,7,v_ES_InattentionW_S,0.04418266408182438
0,8,a(high),1.6704998879293405
0,8,a(low),2.0565658289191404
0,8,a(medium),2.279743816796485
0,8,t,0.4595540230649843
0,8,z,0.5508946389563151
0,8,v_ES_AttentionW,0.04393028639442045
0,8,v_ES_InattentionW_E,-0.005582412057133147
0,8,v_ES_InattentionW_S,0.04071723342198755
0,9,a(high),1.6392921929186617
0,9,a(low),1.8848836428181108
0,9,a(medium),2.3108605198312357
0,9,t,0.5034768042974201
0,9,z,0.45138138043449594
0,9,v_ES_AttentionW,0.028164159467959658
0,9,v_ES_InattentionW_E,-0.051010428364410894
0,9,v_ES_InattentionW_S,0.055259502640993684
0,10,a(high),2.106207617056469
0,10,a(low),2.389520606860678
0,10,a(medium),1.8342786656924661
0,10,t,0.45188679024942496
0,10,z,0.4949582485225699
0,10,v_ES_AttentionW,0.04129884209637822
0,10,v_ES_InattentionW_E,-0.02503656424342062
0,10,v_ES_InattentionW_S,0.04938489246185442
0,11,a(high),2.082279543376282
0,11,a(low),2.2126556575198215
0,11,a(medium),2.1893022852766375
0,11,t,0.47484699392408714
0,11,z,0.19758965980515586
0,11,v_ES_AttentionW,0.034620636322486666
0,11,v_ES_InattentionW_E,-0.04558704640880103
0,11,v_ES_InattentionW_S,0.037519019491267395
0,12,a(high),1.7274691291993962
0,12,a(low),2.7434872719642103
0,12,a(medium),1.759779751877062
0,12,t,0.4942327129492503
0,12,z,0.15494226882748557
0,12,v_ES_AttentionW,0.03443191313857344
0,12,v_ES_InattentionW_E,-0.03589035173230333
0,12,v_ES_InattentionW_S,0.05437389658970182
0,13,a(high),2.094296654612586
0,13,a(low),2.4825665994301245
0,13,a(medium),1.9520898942170177
0,13,t,0.4119341774809719
0,13,z,0.6350208688740593
0,13,v_ES_AttentionW,0.03621299239177596
0,13,v_ES_InattentionW_E,-0.0579209013262227
0,13,v_ES_InattentionW_S,0.030716956088660548
0,15,a(high),1.4878522148945572
0,15,a(low),2.372415757076703
0,15,a(medium),2.1347473646828288
0,15,t,0.4782523722928692
0,15,z,0.39218411428039196
0,15,v_ES_AttentionW,0.040552711424555514
0,15,v_ES_InattentionW_E,-0.028801724425972217
0,15,v_ES_InattentionW_S,0.042052697469377544
0,16,a(high),1.999666985390563
0,16,a(low),1.9413549945396142
0,16,a(medium),1.946761067251407
0,16,t,0.4165715785670209
0,16,z,0.2469638919508978
0,16,v_ES_AttentionW,0.04462683007021567
0,16,v_ES_InattentionW_E,-0.04557218547489255
0,16,v_ES_InattentionW_S,0.046480567804992504
0,17,a(high),2.008581883040783
0,17,a(low),2.353586776915479
0,17,a(medium),2.329234342191098
0,17,t,0.43286597758657813
0,17,z,0.39293126366707576
0,17,v_ES_AttentionW,0.037597187520240966
0,17,v_ES_InattentionW_E,-0.06422553549372577
0,17,v_ES_InattentionW_S,0.026399361291831267
0,18,a(high),1.3378857781990843
0,18,a(low),1.8166501912665958
0,18,a(medium),2.2304544744638983
0,18,t,0.3864428058529845
0,18,z,0.4014594131398574
0,18,v_ES_AttentionW,0.05470264062500525
0,18,v_ES_InattentionW_E,-0.04383940446766458
0,18,v_ES_InattentionW_S,0.056455382626299705
0,19,a(high),1.4825841485616178
0,19,a(low),2.1111216160332003
0,19,a(medium),1.7284694013022306
0,19,t,0.4190282190856247
0,19,z,0.6316826473257418
0,19,v_ES_AttentionW,0.017159134122298286
0,19,v_ES_InattentionW_E,-0.03172955622041971
0,19,v_ES_InattentionW_S,0.049579430728068585
0,20,a(high),1.6088311480118147
0,20,a(low),1.6497387549388223
0,20,a(medium),2.108604414213364
0,20,t,0.40807182416746646
0,20,z,0.5168739874226331
0,20,v_ES_AttentionW,0.03885713992433551
0,20,v_ES_InattentionW_E,-0.013850820497207244
0,20,v_ES_InattentionW_S,0.04301562951654837
0,21,a(high),1.4491581235208857
