rep,subj,parameter,true,recovered
0,2,a(high),1.9431170255868853,1.8410958073734869
0,3,a(high),1.8235453849999466,1.6835458131472851
0,7,a(high),1.9669309626893234,2.0033698949611476
0,8,a(high),1.6704998879293405,1.5981763462339684
0,9,a(high),1.6392921929186617,1.5511625106092728
0,10,a(high),2.106207617056469,2.0718793379458535
0,11,a(high),2.082279543376282,1.971445875614691
0,12,a(high),1.7274691291993962,1.7037325904118734
0,13,a(high),2.094296654612586,2.262415145610504
0,15,a(high),1.4878522148945572,1.5947222364627827
0,16,a(high),1.999666985390563,1.9526434547583864
0,17,a(high),2.008581883040783,1.7736330477193603
0,18,a(high),1.3378857781990843,1.4033004494933043
0,19,a(high),1.4825841485616178,1.6255670455333668
0,20,a(high),1.6088311480118147,1.540405851885302
0,21,a(high),1.4491581235208857,1.2901090288314851
0,22,a(high),1.5918720621818383,1.4580097330244055
0,23,a(high),1.9463885163558468,1.7245259870253564
0,24,a(high),1.5274633981369468,1.4917919270992317
0,25,a(high),1.206984262729295,1.2035148087809175
0,26,a(high),1.4708697370543917,1.4206582915395443
0,2,a(low),1.8007563291807074,1.7260191990256297
0,3,a(low),1.870278804936357,1.8487559822885635
0,7,a(low),1.8309177288537213,1.8930066201850844
0,8,a(low),2.0565658289191404,1.9722563864570424
0,9,a(low),1.8848836428181108,1.786156899100751
0,10,a(low),2.389520606860678,2.349260892847159
0,11,a(low),2.2126556575198215,2.057426198810154
0,12,a(low),2.7434872719642103,2.664987057131679
0,13,a(low),2.4825665994301245,2.414324763547402
0,15,a(low),2.372415757076703,2.2701663556647738
0,16,a(low),1.9413549945396142,1.8982349963396938
0,17,a(low),2.353586776915479,2.1066610359070856
0,18,a(low),1.8166501912665958,1.8809860950409782
0,19,a(low),2.1111216160332003,1.9457028573794874
0,20,a(low),1.6497387549388223,1.5388961209475545
0,21,a(low),2.2541952656451274,2.0807213270260787
0,22,a(low),1.8429324758307017,1.7392016846564216
0,23,a(low),2.499219895119712,2.2728386130737803
0,24,a(low),2.0330531263233107,2.005029658309
0,25,a(low),2.0066667988749725,1.9875372084003746
0,26,a(low),1.9178138738956063,2.06002498209767
0,2,a(medium),2.3608701574647064,2.082940758109983
0,3,a(medium),2.408825066808667,2.363157775550918
0,7,a(medium),2.4084726299368278,2.320576068155227
0,8,a(medium),2.279743816796485,2.2636416272158564
0,9,a(medium),2.3108605198312357,2.3180465069810934
0,10,a(medium),1.8342786656924661,1.7891296683204236
0,11,a(medium),2.1893022852766375,2.164006088304189
0,12,a(medium),1.759779751877062,1.7571531979500923
0,13,a(medium),1.9520898942170177,2.0100396616590928
0,15,a(medium),2.1347473646828288,2.3551104729211954
0,16,a(medium),1.946761067251407,2.018505320534753
0,17,a(medium),2.329234342191098,2.2373009515243054
0,18,a(medium),2.2304544744638983,2.2722179327049754
0,19,a(medium),1.7284694013022306,1.7323965253570461
0,20,a(medium),2.108604414213364,2.062432087541248
0,21,a(medium),2.163595760909158,2.264605971719257
0,22,a(medium),1.9368106095346085,1.8921454377567626
0,23,a(medium),2.8243577317240987,2.64888024265227
0,24,a(medium),1.8541427614896457,1.7606839482184997
0,25,a(medium),2.061778108070557,2.0205579265049396
0,26,a(medium),2.873351000196243,2.7701424171241125
0,2,t,0.49263845615216384,0.49157640442953304
0,3,t,0.4832747771377192,0.4892507676114771
0,7,t,0.43565941919801504,0.43226226396428574
0,8,t,0.4595540230649843,0.4693458065913378
0,9,t,0.5034768042974201,0.5022659045269462
0,10,t,0.45188679024942496,0.46702714264315326
0,11,t,0.47484699392408714,0.470168507823365
0,12,t,0.4942327129492503,0.49555228801349643
0,13,t,0.4119341774809719,0.4237173972085908
0,15,t,0.4782523722928692,0.46717329737386537
0,16,t,0.4165715785670209,0.4160430813684694
0,17,t,0.43286597758657813,0.4400807765072442
0,18,t,0.3864428058529845,0.38558594086666137
0,19,t,0.4190282190856247,0.42138552691757064
0,20,t,0.40807182416746646,0.408821215316691
0,21,t,0.5167201856354366,0.5104160053795275
0,22,t,0.3593361118801246,0.36987177188943654
0,23,t,0.6061545281766061,0.6165183626586463
0,24,t,0.43043231391325365,0.43210956463456124
0,25,t,0.5402335275664281,0.5464182345554838
0,26,t,0.3912803100907412,0.39727267484444495
0,2,z,0.10427391050081752,0.12337729009186935
0,3,z,0.48538724800752564,0.46271010985632455
0,7,z,0.4379824048990099,0.43382567914833997
0,8,z,0.5508946389563151,0.5223052718531378
0,9,z,0.45138138043449594,0.45351155187289666
0,10,z,0.4949582485225699,0.5165203188932589
0,11,z,0.19758965980515586,0.219169608072565
0,12,z,0.15494226882748557,0.15414403078982977
0,13,z,0.6350208688740593,0.6755074428658353
0,15,z,0.39218411428039196,0.40807802860061315
0,16,z,0.2469638919508978,0.24516436463332114
0,17,z,0.39293126366707576,0.38855394703836144
0,18,z,0.4014594131398574,0.38939795640490105
0,19,z,0.6316826473257418,0.6346114378249536
0,20,z,0.5168739874226331,0.5036185764720177
0,21,z,0.6307007236840406,0.6165041408439096
0,22,z,0.5929193415885318,0.5988569306305594
0,23,z,0.5512114650507123,0.55004056232946
0,24,z,0.6743221293867885,0.6291721029830026
0,25,z,0.4975257598491558,0.49582851593160215
0,26,z,0.6313389699546302,0.6321548463143204
0,2,v_ES_AttentionW,0.02243289054530521,0.025230791438641122
0,3,v_ES_AttentionW,0.05256918795075884,0.05291009120593903
0,7,v_ES_AttentionW,0.030139325879946856,0.030674528021252347
0,8,v_ES_AttentionW,0.04393028639442045,0.05160622995632808
0,9,v_ES_AttentionW,0.028164159467959658,0.03029792439142961
0,10,v_ES_AttentionW,0.04129884209637822,0.041050594058522245
