draw,dwell_quintile,p_choose_S,draw_subject_sd,n_subjects,draw_subject_sem
0,E>>S,0.5846461427457683,0.13681886217067335,21,0.029856323447373368
0,E>S,0.493675152259483,0.12129622328234506,21,0.026469005938267197
0,S~E,0.472226720434413,0.11001540877614399,21,0.024007330396580425
0,S>E,0.4392309700883254,0.10480712916184783,21,0.022870790607389585
0,S>>E,0.5038695327566186,0.08239921965260845,21,0.017980983869684337
1,E>>S,0.5854320052664379,0.12551312723900243,21,0.027389209823016777
1,E>S,0.49082709620583886,0.12895262840076294,21,0.0281397705100004
1,S~E,0.45882106910631826,0.09600022582758674,21,0.020948966742274807
1,S>E,0.4586141126110244,0.09356361104486445,21,0.020417253805071315
1,S>>E,0.5137350560584686,0.08823791356318887,21,0.019255091336584932
2,E>>S,0.5875090884388021,0.13019767897041185,21,0.028411462818546306
2,E>S,0.4948259551697684,0.13803028564732095,21,0.03012067772262976
2,S~E,0.4576384739455197,0.0997713114317202,21,0.02177188508670813
2,S>E,0.45262267209843576,0.09968074178714975,21,0.021752121169950546
2,S>>E,0.523490870699833,0.0820833967514975,21,0.017912065662515696
3,E>>S,0.5976343325706182,0.12697972882988434,21,0.02770924852799578
3,E>S,0.5012240683055246,0.1204392532072507,21,0.026281999736484728
3,S~E,0.4398524359866144,0.08317049858877115,21,0.018149290731917223
3,S>E,0.4492296793792307,0.08987059932748176,21,0.019611372579487266
3,S>>E,0.49413131828792456,0.09597195385653645,21,0.0209427972923994
4,E>>S,0.584674559275913,0.12189321853888606,21,0.02659928098363047
4,E>S,0.5044718506716619,0.12800267610697447,21,0.02793247392462504
4,S~E,0.4582116709896987,0.09154875262115347,21,0.019977575650724888
4,S>E,0.44740146083965465,0.09821668621039094,21,0.021432638050802
4,S>>E,0.5119093669904459,0.08789191381917857,21,0.01917958800242481
5,E>>S,0.5946705836704046,0.12887430753396967,21,0.02812267949568732
5,E>S,0.4851075215411087,0.11468305730898791,21,0.025025894811780747
5,S~E,0.4624925106978674,0.11189916863762783,21,0.02441840049926467
5,S>E,0.4540077757297341,0.09366461185892998,21,0.020439293989628814
5,S>>E,0.5218397891272886,0.07406306845806798,21,0.01616188654332347
6,E>>S,0.5731747235763958,0.13147321440349483,21,0.02868980746967493
6,E>S,0.4927436675730803,0.13328075507994244,21,0.029084245182605065
6,S~E,0.4557691681536011,0.10257238305723726,21,0.022383129027228367
