draw,subj_idx,rt_quintile,subject_mean
0,2,1,0.4411764705882353
0,2,2,0.4835164835164835
0,2,3,0.43636363636363634
0,2,4,0.5660377358490566
0,2,5,0.5471698113207547
0,3,1,0.7583333333333333
0,3,2,0.6323529411764706
0,3,3,0.43478260869565216
0,3,4,0.4318181818181818
0,3,5,0.3333333333333333
0,7,1,0.5652173913043478
0,7,2,0.543859649122807
0,7,3,0.5454545454545454
0,7,4,0.48863636363636365
0,7,5,0.4
0,8,1,0.6183206106870229
0,8,2,0.5333333333333333
0,8,3,0.2916666666666667
0,8,4,0.42857142857142855
0,8,5,0.3
0,9,1,0.5294117647058824
0,9,2,0.4367816091954023
0,9,3,0.5714285714285714
0,9,4,0.5
0,9,5,0.5733333333333334
0,10,1,
0,10,2,0.509090909090909
0,10,3,0.5480769230769231
0,10,4,0.5238095238095238
0,10,5,0.5
0,11,1,0.46551724137931033
0,11,2,0.4888888888888889
0,11,3,0.5686274509803921
0,11,4,0.5945945945945946
0,11,5,0.64
0,12,1,0.5
0,12,2,0.4264705882352941
0,12,3,0.4268292682926829
0,12,4,0.6060606060606061
0,12,5,0.5875
0,13,1,0.46408839779005523
0,13,2,0.4418604651162791
0,13,3,0.2
0,13,4,0.25
0,13,5,1.0
0,15,1,0.4
0,15,2,0.4657534246575342
0,15,3,0.49295774647887325
0,15,4,0.46551724137931033
0,15,5,0.45454545454545453
0,16,1,0.3855421686746988
0,16,2,0.6323529411764706
0,16,3,0.42105263157894735
0,16,4,0.48484848484848486
0,16,5,0.6428571428571429
0,17,1,0.391304347826087
0,17,2,0.569620253164557
0,17,3,0.46551724137931033
0,17,4,0.5454545454545454
0,17,5,0.3617021276595745
0,18,1,0.8571428571428571
0,18,2,0.5454545454545454
0,18,3,0.41304347826086957
0,18,4,0.42857142857142855
0,18,5,0.375
0,19,1,0.42857142857142855
0,19,2,0.4418604651162791
0,19,3,0.49056603773584906
0,19,4,0.6333333333333333
0,19,5,0.5245901639344263
0,20,1,0.14285714285714285
0,20,2,0.27586206896551724
0,20,3,0.5405405405405406
0,20,4,0.5058823529411764
0,20,5,0.651685393258427
0,21,1,0.0
0,21,2,0.11764705882352941
0,21,3,0.4
0,21,4,0.4946236559139785
0,21,5,0.6341463414634146
0,22,1,0.6153846153846154
0,22,2,0.4307692307692308
0,22,3,0.5352112676056338
0,22,4,0.48
0,22,5,0.5285714285714286
0,23,1,0.6
0,23,2,0.6428571428571429
0,23,3,0.48333333333333334
0,23,4,0.42857142857142855
0,23,5,0.44642857142857145
0,24,1,0.49586776859504134
0,24,2,0.5932203389830508
0,24,3,0.5
0,24,4,0.5957446808510638
0,24,5,0.43243243243243246
0,25,1,0.07692307692307693
0,25,2,0.24390243902439024
0,25,3,0.32727272727272727
0,25,4,0.4659090909090909
0,25,5,0.5284552845528455
0,26,1,
0,26,2,0.16216216216216217
0,26,3,0.4111111111111111
0,26,4,0.5681818181818182
0,26,5,0.580952380952381
1,2,1,0.4153846153846154
1,2,2,0.4567901234567901
1,2,3,0.48
1,2,4,0.5087719298245614
1,2,5,0.6119402985074627
1,3,1,0.7321428571428571
1,3,2,0.5652173913043478
1,3,3,0.4918032786885246
1,3,4,0.4375
1,3,5,0.5555555555555556
1,7,1,0.5833333333333334
1,7,2,0.4666666666666667
1,7,3,0.4794520547945205
1,7,4,0.5063291139240507
1,7,5,0.5119047619047619
1,8,1,0.4892086330935252
1,8,2,0.5076923076923077
1,8,3,0.41025641025641024
1,8,4,0.5306122448979592
1,8,5,0.5384615384615384
1,9,1,0.3939393939393939
1,9,2,0.47058823529411764
1,9,3,0.5735294117647058
1,9,4,0.4666666666666667
1,9,5,0.5263157894736842
1,10,1,
1,10,2,0.5576923076923077
1,10,3,0.46938775510204084
1,10,4,0.4752475247524752
1,10,5,0.5147058823529411
1,11,1,0.4881889763779528
1,11,2,0.5465116279069767
1,11,3,0.5416666666666666
1,11,4,0.39473684210526316
1,11,5,0.35
1,12,1,0.35294117647058826
1,12,2,0.4383561643835616
1,12,3,0.5584415584415584
1,12,4,0.5189873417721519
1,12,5,0.47297297297297297
1,13,1,0.391812865497076
1,13,2,0.6727272727272727
1,13,3,0.5882352941176471
1,13,4,0.0
1,13,5,0.0
1,15,1,0.21951219512195122
1,15,2,0.375
1,15,3,0.5396825396825397
1,15,4,0.6551724137931034
1,15,5,0.5106382978723404
1,16,1,0.37575757575757573
1,16,2,0.5217391304347826
1,16,3,0.5294117647058824
1,16,4,0.34782608695652173
1,16,5,0.6363636363636364
1,17,1,0.4
1,17,2,0.42696629213483145
1,17,3,0.5636363636363636
1,17,4,0.6410256410256411
1,17,5,0.42857142857142855
1,18,1,0.725
1,18,2,0.6538461538461539
1,18,3,0.5238095238095238
1,18,4,0.41935483870967744
1,18,5,0.45
1,19,1,0.25
1,19,2,0.4772727272727273
1,19,3,0.5227272727272727
1,19,4,0.5892857142857143
1,19,5,0.5
1,20,1,0.3333333333333333
1,20,2,0.2962962962962963
1,20,3,0.5068493150684932
1,20,4,0.5222222222222223
1,20,5,0.574468085106383
1,21,1,
1,21,2,0.16666666666666666
1,21,3,0.4666666666666667
1,21,4,0.5135135135135135
1,21,5,0.5614035087719298
1,22,1,0.3958333333333333
1,22,2,0.46551724137931033
1,22,3,0.5540540540540541
1,22,4,0.5238095238095238
1,22,5,0.4805194805194805
1,23,1,0.6901408450704225
1,23,2,0.5441176470588235
1,23,3,0.4305555555555556
1,23,4,0.4482758620689655
1,23,5,0.45652173913043476
1,24,1,0.5047619047619047
1,24,2,0.45161290322580644
1,24,3,0.5555555555555556
1,24,4,0.5
1,24,5,0.6511627906976745
1,25,1,0.0
1,25,2,0.23076923076923078
1,25,3,0.3770491803278688
1,25,4,0.48863636363636365
1,25,5,0.6218487394957983
1,26,1,
1,26,2,0.2413793103448276
1,26,3,0.36363636363636365
1,26,4,0.6153846153846154
1,26,5,0.5934959349593496
2,2,1,0.42857142857142855
2,2,2,0.47674418604651164
2,2,3,0.5428571428571428
2,2,4,0.4827586206896552
2,2,5,0.5116279069767442
2,3,1,0.8
2,3,2,0.5573770491803278
2,3,3,0.4418604651162791
2,3,4,0.4897959183673469
2,3,5,0.3076923076923077
2,7,1,0.7037037037037037
2,7,2,0.4927536231884058
2,7,3,0.5135135135135135
2,7,4,0.5
2,7,5,0.43243243243243246
2,8,1,0.5847457627118644
2,8,2,0.47619047619047616
2,8,3,0.4166666666666667
2,8,4,0.47619047619047616
2,8,5,0.38461538461538464
2,9,1,0.25
2,9,2,0.5
2,9,3,0.5303030303030303
2,9,4,0.5
2,9,5,0.4807692307692308
2,10,1,
2,10,2,0.7169811320754716
2,10,3,0.4838709677419355
