bin,mean,sd,n_subjects,sem,boot_ci_low,boot_ci_high,model_mean,model_sd,model_n_draws,model_pi95_low,model_pi95_high,mean_draw_subject_sd,mean_draw_subject_sem,pi95_draw_subject_sd_low,pi95_draw_subject_sd_high,pi95_draw_subject_sem_low,pi95_draw_subject_sem_high,obs_mean_in_model_pi95,model_mean_in_obs_boot95,obs_boot95_overlaps_model_pi95,diff_model_minus_obs,ppc_p_2sided
E>>S,0.6146499266279711,0.1656185513825453,21,0.03614093086664034,0.5486139366525142,0.6839713384441408,0.5910816850318452,0.011887333596129613,2000,0.5688673509961438,0.613908446119363,0.1274592373633199,0.027813885868512245,0.10215898073584971,0.1563914510311677,0.02229291724483651,0.034127412494966924,False,True,True,-0.023568241596125916,0.045
E>S,0.46196607041443755,0.14539486795122303,21,0.03172776133545659,0.39848852209100605,0.5199348210536672,0.49308772930443007,0.009424956134583638,2000,0.4738551029185484,0.5109402260063242,0.11744164701647791,0.025627868437775942,0.09920589527876804,0.13537249504122958,0.02164850116670556,0.029540700263879463,False,True,True,0.03112165888999252,0.001
S~E,0.4423425197499173,0.13077458286097443,21,0.02853735356841381,0.39043912967492894,0.4973289191673735,0.4501239675498333,0.008818720299747791,2000,0.43238407537989093,0.46709360964995583,0.09876557551499393,0.021552415516825567,0.07990170732145684,0.11863374005090611,0.01743598199794206,0.025888004464713885,True,True,True,0.007781447799916019,0.369
S>E,0.430586203693046,0.11694671802818582,21,0.025519866078134206,0.38047421109495444,0.4772743228825415,0.4513465625867623,0.009375874490480749,2000,0.43245402816902273,0.46974788861759414,0.09218875205611389,0.02011723497717418,0.07613668490287624,0.10923337066706282,0.016614386749068188,0.023836675690332584,False,True,True,0.020760358893716302,0.032
S>>E,0.5319889756281749,0.10148315429405884,21,0.02214543982454321,0.49122183349029336,0.5756058848356205,0.508095122522635,0.011652842968955234,2000,0.48485483161638354,0.5318784379430936,0.0859876749488502,0.01876404901363639,0.06593113495595265,0.10958150695248334,0.014387353170952478,0.02391264525605165,False,True,True,-0.02389385310553993,0.049
