draw,subj_idx,dwell_quintile,subject_mean
0,2,E>>S,0.6363636363636364
0,2,E>S,0.6216216216216216
0,2,S~E,0.47126436781609193
0,2,S>E,0.4492753623188406
0,2,S>>E,0.3695652173913043
0,3,E>>S,0.6538461538461539
0,3,E>S,0.68
0,3,S~E,0.5492957746478874
0,3,S>E,0.484375
0,3,S>>E,0.7037037037037037
0,7,E>>S,0.6538461538461539
0,7,E>S,0.3898305084745763
0,7,S~E,0.34328358208955223
0,7,S>E,0.5522388059701493
0,7,S>>E,0.4897959183673469
0,8,E>>S,0.9047619047619048
0,8,E>S,0.42105263157894735
0,8,S~E,0.6511627906976745
0,8,S>E,0.5733333333333334
0,8,S>>E,0.46099290780141844
0,9,E>>S,0.625
0,9,E>S,0.4307692307692308
0,9,S~E,0.4307692307692308
0,9,S>E,0.43333333333333335
0,9,S>>E,0.56
0,10,E>>S,0.43333333333333335
0,10,E>S,0.5
0,10,S~E,0.5365853658536586
0,10,S>E,0.425
0,10,S>>E,0.4921875
0,11,E>>S,0.7435897435897436
0,11,E>S,0.5641025641025641
0,11,S~E,0.42028985507246375
0,11,S>E,0.37681159420289856
0,11,S>>E,0.453125
0,12,E>>S,0.5476190476190477
0,12,E>S,0.6415094339622641
0,12,S~E,0.4918032786885246
0,12,S>E,0.3793103448275862
0,12,S>>E,0.5844155844155844
0,13,E>>S,0.5
0,13,E>S,0.410958904109589
0,13,S~E,0.5178571428571429
0,13,S>E,0.6136363636363636
0,13,S>>E,0.5714285714285714
0,15,E>>S,0.4430379746835443
0,15,E>S,0.45454545454545453
0,15,S~E,0.49206349206349204
0,15,S>E,0.5192307692307693
0,15,S>>E,0.53125
0,16,E>>S,0.7272727272727273
0,16,E>S,0.5616438356164384
0,16,S~E,0.43434343434343436
0,16,S>E,0.31313131313131315
0,16,S>>E,0.5675675675675675
0,17,E>>S,0.5877192982456141
0,17,E>S,0.3404255319148936
0,17,S~E,0.32
0,17,S>E,0.41935483870967744
0,17,S>>E,0.7021276595744681
0,18,E>>S,0.4418604651162791
0,18,E>S,0.6222222222222222
0,18,S~E,0.4057971014492754
0,18,S>E,0.4074074074074074
0,18,S>>E,0.4666666666666667
0,19,E>>S,0.5294117647058824
